gene,endpoint,n_patients,n_events,coefficient,hazard_ratio,conf_low,conf_high,p_value,ph_p_value,model_status,warning_text,signature_direction,signature_r_rb,signature_correlation_p_value,signature_correlation_padj,fdr_all_genes,fdr_within_signature,association_direction,fdr_supported,nominal_p_below_0_05,expected_survival_direction,observed_survival_direction,direction_concordant
RAB37,RFS,20,6,-0.15314478750916707,0.8580054843406645,0.3729269558135475,1.974041832274316,0.7186710366828903,0.6872063444684229,converged,NA,Fun-CIM,0.454,2.8150104421434e-4,0.0015843775585869,0.85012125026147,0.9048378629881432,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PCED1B-AS1,RFS,20,6,-0.18321547334742644,0.8325887357257535,0.3059250688420468,2.265927422951138,0.719845361639682,0.9469534122702374,converged,NA,Fun-CIM,0.524,1.21513135237567e-5,1.6650054293744e-4,0.8508307905733193,0.9052600760014183,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SENP3-EIF4A1,RFS,20,6,-0.13803493944762552,0.8710682565703787,0.40663684861697896,1.8659398679317756,0.7224867538114218,0.7746161017417236,converged,NA,Dys-CIM,-0.501,4.69625780874024e-5,0.00119472798654352,0.8526020342277789,0.7334335228085646,Higher change associated with lower relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Beneficial,FALSE
IL12B,RFS,20,6,-0.15046715518140932,0.860305986137424,0.37497132481220585,1.973821305281298,0.7224953092207039,0.8999234299669084,converged,NA,Fun-CIM,0.459,3.6188162164433e-4,0.00190843044250248,0.8526020342277789,0.9075348529093592,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ZNF230,RFS,20,6,0.14063970012980176,1.1510098645612261,0.5253929714705281,2.5215862797120954,0.725227230291499,0.2282054025654766,converged,NA,Fun-CIM,0.343,0.00262353892095497,0.0086097562111835,0.8549937721922812,0.909413639907828,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
AKNA,RFS,20,6,0.1414228471244861,1.1519116275379029,0.5228089031444854,2.5380218081142987,0.7256766857837256,0.8681766509487542,converged,NA,Fun-CIM,0.477,4.18826881770396e-6,8.33007679344822e-5,0.8549937721922812,0.909413639907828,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CD101,RFS,20,6,-0.1484196085613491,0.8620693073767266,0.37350710540012183,1.9896903699458959,0.7279925092009295,0.084252573453741,converged,NA,Fun-CIM,0.372,0.00205659284439015,0.00720260489555141,0.8570404659193773,0.9112574448118363,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ZNF616,RFS,20,6,0.1531106142730951,1.165453887647643,0.4892140297905428,2.7764591396010343,0.7295673713879743,0.8020453291320206,converged,NA,Fun-CIM,0.348,0.00395127614153421,0.0119100077062358,0.8582122931100794,0.912170560518684,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CCR7,RFS,20,6,0.1285065275598525,1.1371288439435783,0.5431800595593167,2.38054027384128,0.7331746795751392,0.9885933222051059,converged,NA,Fun-CIM,0.454,1.0217800328728e-4,7.4369268488799e-4,0.8617711908339533,0.9156197676638601,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
C1QB,RFS,20,6,0.14299023334707445,1.153718533642493,0.5018069047682618,2.6525471096992597,0.7363948476274874,0.4151569170990528,converged,NA,Fun-CIM,0.419,3.2707210104062e-4,0.00176286318865965,0.8639396774899135,0.9162638559418108,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PRKCH,RFS,20,6,-0.13439686178461074,0.8742430420940336,0.3991233222755528,1.9149492249469715,0.7369098647102154,0.7515511898065066,converged,NA,Fun-CIM,0.499,1.18673725764808e-5,1.647958287913e-4,0.8639396774899135,0.9162638559418108,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
DTX3,RFS,20,6,0.14035753639867815,1.1506851371385864,0.5064241993027184,2.6145596649108236,0.7374886644313011,0.1894888718867565,converged,NA,Fun-CIM,0.429,5.084685078962e-4,0.00249556570583734,0.8639396774899135,0.9162638559418108,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
DPT,RFS,20,6,-0.14562734517651948,0.8644797957319256,0.3684778796574431,2.0281416022135867,0.7378426903513909,0.397012087065832,converged,NA,Fun-CIM,0.525,2.94149634837675e-6,6.40682081358772e-5,0.8639396774899135,0.9162638559418108,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MAP3K14,RFS,20,6,-0.14021445536757687,0.8691718168488212,0.38229217658787934,1.9761315911486348,0.7379363214211618,0.4874436017488093,converged,NA,Fun-CIM,0.532,1.96436676305021e-6,4.7704149562066e-5,0.8639396774899135,0.9162638559418108,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MAFB,RFS,20,6,-0.15411129879381527,0.8571766129790452,0.34029944129186396,2.159132977265322,0.7436972806434795,0.5848812002191925,converged,NA,Fun-CIM,0.499,7.92118063350616e-7,2.67971855473932e-5,0.8699965818586044,0.921263243495407,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
VPS9D1,RFS,20,6,-0.15273916488815528,0.8583535813673067,0.3418368403600846,2.155329044903355,0.7450648145947932,0.07121592865641635,converged,NA,Fun-CIM,0.389,4.668954515131e-4,0.00234925243008176,0.8709084375808119,0.921263243495407,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SLC7A9,RFS,20,6,0.1352789551457085,1.1448561033125249,0.5036641998316453,2.602320152454853,0.7467702454787158,0.10713319745520285,converged,NA,Fun-CIM,0.493,6.92108724117362e-5,5.6433480581877e-4,0.8714499429347342,0.921263243495407,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ZNF335,RFS,20,6,0.1275809864501158,1.1360768713484783,0.5231625935488965,2.467054551545105,0.7470998617655256,0.5311971333248381,converged,NA,Fun-CIM,0.462,1.3820459440086e-4,9.2969721323067e-4,0.8714499429347342,0.921263243495407,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
LAIR1,RFS,20,6,0.14671479966487888,1.1580236471967424,0.4740785394904947,2.8286848185705162,0.7474709617556367,0.18869032945642028,converged,NA,Fun-CIM,0.483,4.60174451533679e-6,8.76260332860538e-5,0.8714499429347342,0.921263243495407,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
SDHAP2,RFS,20,6,0.11169601354013999,1.1181728995546318,0.5642035487427095,2.2160630433549167,0.7489366596300128,0.18534064071978085,converged,NA,Fun-CIM,0.402,7.2813824683678e-4,0.00330310930804702,0.8714499429347342,0.921263243495407,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PDLIM1,RFS,20,6,0.12953824870482794,1.1383026492321833,0.5147601456777976,2.517158587603714,0.7490249656694737,0.3235482886226492,converged,NA,Fun-CIM,0.334,0.0037510714149505,0.0114696222110987,0.8714499429347342,0.921263243495407,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
LTB4R2,RFS,20,6,-0.15503245346036457,0.8563873842985904,0.3307246762973147,2.2175525582084794,0.7494477729082473,0.060342668952758985,converged,NA,Fun-CIM,0.349,0.00260735993083436,0.00858323455492056,0.8714499429347342,0.921263243495407,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
KIR2DS4,RFS,20,6,-0.12093280796574785,0.8860934960172014,0.4215948597858937,1.8623606655990288,0.7496470137061793,0.8163719132625734,converged,NA,Fun-CIM,0.399,0.00118534525020646,0.00464211563504501,0.8714499429347342,0.921263243495407,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
NLRP4,RFS,20,6,0.12660195348812356,1.1349651589344185,0.5191025994498781,2.481486151986427,0.7510881963059258,0.5257559762254214,converged,NA,Fun-CIM,0.407,7.4463432700401e-4,0.00335401864004643,0.8724404852777068,0.9218657157984158,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
TREML2,RFS,20,6,0.14199820607826355,1.1525745809065568,0.4779927928426963,2.7791803233089762,0.7518459962026005,0.9361961802151008,converged,NA,Fun-CIM,0.4,8.1209305364473e-4,0.00354525038953932,0.87263630123515,0.9218657157984158,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ANKRD20A5P,RFS,20,6,0.1326020683771591,1.1417955513607754,0.498872026416693,2.613289605495574,0.7536119907225656,0.6821372211781093,converged,NA,Fun-CIM,0.344,0.00484486153728208,0.0139426784511828,0.8740010636336097,0.9229822224627108,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
KCNIP4,RFS,20,6,-0.13360050262250486,0.8749395308413013,0.37730212163972526,2.0289289106085873,0.7555589305210397,0.746168979601652,converged,NA,Fun-CIM,0.394,3.1731483133721e-4,0.00173378206813115,0.8751814766305659,0.9234205602739521,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
P2RY10,RFS,20,6,0.13020594632894994,1.1390629450022007,0.5013715118709152,2.5878303053866696,0.7558116871103941,0.656739345015957,converged,NA,Fun-CIM,0.469,7.79209989180337e-6,1.2838796712919e-4,0.8751814766305659,0.9234205602739521,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
LGMN,RFS,20,6,0.13256572534568084,1.1417540558031523,0.4924639358149378,2.6471021107073027,0.7573341757252614,0.27744478602765604,converged,NA,Fun-CIM,0.533,4.77032794228757e-6,9.02954931933004e-5,0.8756434327059018,0.9234205602739521,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
TRAT1,RFS,20,6,-0.1288641257174117,0.8790934036166628,0.3881013466584914,1.991245892177634,0.7573931379448078,0.9099404399271631,converged,NA,Fun-CIM,0.504,7.6503630585822e-6,1.2670913815776e-4,0.8756434327059018,0.9234205602739521,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RGS18,RFS,20,6,0.12565843813900698,1.1338948069124364,0.504260786755236,2.549707347692431,0.761176134772447,0.7781700270363958,converged,NA,Fun-CIM,0.425,1.0518255028434e-4,7.5827161085805e-4,0.8793306205912591,0.926985383091953,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
LINC00649,RFS,20,6,0.12476204959683107,1.1328788520126807,0.504795502482506,2.5424443899082614,0.7622718424397865,0.0634090390643249,converged,NA,Fun-CIM,0.34,0.00396894757985456,0.0119293509489012,0.8799100535099951,0.9272731882666625,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PDE1B,RFS,20,6,0.1470281543600162,1.158386576203456,0.44364894426298407,3.02459743741201,0.7639824994129739,0.12338594820873842,converged,NA,Fun-CIM,0.56,5.03742546462312e-7,2.19438533938377e-5,0.8811978828898867,0.9283075640389626,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CNTLN,RFS,20,6,0.13486129377028586,1.1443780409787898,0.4726224927808707,2.770924195691303,0.7650162214379065,0.22344095753682652,converged,NA,Fun-CIM,0.343,0.00382669976880895,0.0116448854208732,0.8817035205832991,0.9285180010478078,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
AKAP17A,RFS,20,6,0.11835888869595798,1.1256480212341127,0.5148154485191365,2.4612382385824496,0.7668233543933547,0.08627252686750922,converged,NA,Fun-CIM,0.53,1.72983985872272e-5,2.0680040416309e-4,0.8826252495889331,0.9288457030522893,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PARP14,RFS,20,6,-0.14401382919356012,0.8658757736127344,0.3339830629732824,2.2448469352154787,0.7670078975158385,0.16665017360693946,converged,NA,Fun-CIM,0.369,0.00179183682899517,0.00643846453808435,0.8826252495889331,0.9288457030522893,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
LPL,RFS,20,6,-0.11459958768482582,0.891723129354096,0.4099988037045024,1.9394450233522225,0.7725246043252683,0.9086482873436186,converged,NA,Fun-CIM,0.412,5.7644970103222e-4,0.00274829092845947,0.888283337737362,0.9339758251248462,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PLEKHH2,RFS,20,6,-0.11696592863386146,0.889615503062586,0.4005789836264322,1.975679642812585,0.7738648265179895,0.3519346289791508,converged,NA,Fun-CIM,0.427,6.97095514004515e-5,5.6694724668397e-4,0.8886415219406917,0.9339758251248462,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
GPR65,RFS,20,6,0.12205693101949054,1.1298184216639875,0.49105530452052526,2.59948249042476,0.7740361669841271,0.5779418647917743,converged,NA,Fun-CIM,0.446,2.200594334946e-4,0.00131966324276593,0.8886415219406917,0.9339758251248462,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
RPSAP9,RFS,20,6,-0.116002979517266,0.8904725701151225,0.4023827142024263,1.9706149646590618,0.7747065463269114,0.68777908781831,converged,NA,Fun-CIM,0.358,0.00390754065269211,0.0118291655642207,0.8887222270411741,0.9339758251248462,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
BTLA,RFS,20,6,-0.11315259083904615,0.893014383904909,0.4090533180439134,1.9495617189333057,0.7763711544272203,0.5338740176700271,converged,NA,Fun-CIM,0.385,8.8275879273018e-4,0.00375792899716466,0.8899424765531835,0.9344400259389781,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
S1PR4,RFS,20,6,-0.11431830547352748,0.8919739904875198,0.40338668384676385,1.9723447291791727,0.7776719046318342,0.6544904872967213,converged,NA,Fun-CIM,0.491,2.16376558685248e-5,2.4228079458418e-4,0.8900760329754872,0.9344400259389781,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
IGFLR1,RFS,20,6,0.11800469090367849,1.1252493897914637,0.4959932664957974,2.5528293925675505,0.7776896601419855,0.22548561574048478,converged,NA,Fun-CIM,0.486,2.04910224705015e-5,2.3271946948641e-4,0.8900760329754872,0.9344400259389781,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PCSK1,RFS,20,6,0.12807021803694185,1.1366328120197842,0.46115304549176295,2.801530125388879,0.7808162556349111,0.7278371542566634,converged,NA,Fun-CIM,0.34,0.00454613036626764,0.0131862035496954,0.8929643819268752,0.9371532144939588,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
APOL6,RFS,20,6,-0.11803417352445157,0.8886656832572503,0.3854609507229215,2.048785214476238,0.7818078379616624,0.467086735344871,converged,NA,Fun-CIM,0.571,1.61690185791182e-6,4.32079656147863e-5,0.8934084938435355,0.9373007301784819,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MPP4,RFS,20,6,0.1104862224922224,1.1168209619366312,0.5026212062364641,2.481568715256833,0.7862163424470335,0.8943859184377768,converged,NA,Fun-CIM,0.33,0.00647304068588665,0.017745059811309902,0.8977535876361269,0.9415398817983898,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
APOBEC3F,RFS,20,6,-0.10829381596447596,0.8973638978537722,0.4086915475064257,1.9703416184761067,0.7872612257585911,0.6402422593035683,converged,NA,Fun-CIM,0.426,6.7990503533395e-4,0.00314258432029356,0.898254141254602,0.9417459673985809,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
HAAO,RFS,20,6,-0.10733636332721318,0.8982234927293801,0.4090722595201414,1.9722809946521007,0.7891043707098921,0.6098561169813165,converged,NA,Fun-CIM,0.53,2.73457570245378e-7,1.47388995488187e-5,0.8996640284998847,0.9423881072075243,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
FNDC5,RFS,20,6,-0.11592314743176275,0.8905436612351166,0.3759798519612852,2.1093364669118193,0.7921741193236909,0.7688159065598658,converged,NA,Fun-CIM,0.381,0.00223086052800895,0.00760583525454346,0.9010825317540487,0.9423881072075243,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MYBPC3,RFS,20,6,-0.1362811774020764,0.8725972433654494,0.31657751712159954,2.4051801152907286,0.7922093271206994,6.096678804296862e-4,converged,NA,Fun-CIM,0.399,3.1961966352668e-4,0.00174337998287282,0.9010825317540487,0.9423881072075243,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ARHGAP15,RFS,20,6,-0.11256892901791732,0.8935357544437513,0.3861463861029339,2.067625577250735,0.7925671289707483,0.6713806192243297,converged,NA,Fun-CIM,0.558,1.12428568550999e-6,3.37285705652997e-5,0.9010825317540487,0.9423881072075243,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MS4A4A,RFS,20,6,-0.10875181981126747,0.8969529958411175,0.39755541184802684,2.0236793482663007,0.7933514435307243,0.334527286804736,converged,NA,Fun-CIM,0.484,2.04164800582378e-6,4.84510496904448e-5,0.9010825317540487,0.9423881072075243,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TYK2,RFS,20,6,-0.10953972100917686,0.8962465638370823,0.39448347490937524,2.0362270013320836,0.7936158192460835,0.10937595426654097,converged,NA,Fun-CIM,0.492,3.40088433934867e-5,3.3276345228088e-4,0.9010825317540487,0.9423881072075243,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CRISP3,RFS,20,6,-0.10842649607830168,0.8972448434079153,0.39761494024551736,2.02469330887063,0.7939991248744318,0.6056039318565295,converged,NA,Fun-CIM,0.423,3.0176872342778e-4,0.00166312745320685,0.9010825317540487,0.9423881072075243,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TMEM175,RFS,20,6,-0.11229378207534832,0.8937816419007023,0.3834795987658741,2.083150253545651,0.7947851506569482,0.037103482592515016,converged,NA,Fun-CIM,0.567,1.17439854769363e-5,1.6451926791479e-4,0.9012839265872438,0.9423881072075243,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RPS10-NUDT3,RFS,20,6,0.10995220565357151,1.1162247199529978,0.48275476113660054,2.5809328581258497,0.7971002171885894,0.05142253856253815,converged,NA,Dys-CIM,-0.508,6.50487355722632e-5,0.00144653831552306,0.9032176141211177,0.8071392627451207,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
P2RY12,RFS,20,6,0.10269388303819607,1.1081521329854076,0.5041173006666324,2.435943277916131,0.798303366639406,0.9622392660067193,converged,NA,Fun-CIM,0.452,2.072594421988e-4,0.00126503843798888,0.9038893623799391,0.9455206724521615,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
LINC02878,RFS,20,6,-0.10545217748011325,0.8999175081406766,0.39486245664322944,2.0509711871388445,0.80189172584602,0.2902311275384952,converged,NA,Fun-CIM,0.374,0.00290475111164062,0.00935877257853815,0.9072587058655123,0.94872935546914,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
NFKBID,RFS,20,6,-0.10623255080415817,0.8992155104692362,0.39028095854939043,2.0718113875548485,0.8030061577780548,0.10402892011670842,converged,NA,Fun-CIM,0.408,3.139128054972e-4,0.00172408069340433,0.9078260455490833,0.9487378657854221,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ALDH1A2,RFS,20,6,0.10694238016969367,1.1128701292439007,0.4724550085397483,2.621371140484251,0.806729190798647,0.4081912615236186,converged,NA,Fun-CIM,0.411,2.9261842122765e-4,0.00162960229369537,0.9108059719647426,0.9487378657854221,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
SLC2A5,RFS,20,6,0.10400867604888811,1.1096100819051378,0.4818860410806847,2.5550325780434346,0.8069118499438834,0.43253767928438525,converged,NA,Fun-CIM,0.406,6.6315458895141e-4,0.00307409853187389,0.9108059719647426,0.9487378657854221,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CCL3L3,RFS,20,6,0.10397934933177327,1.109577541161317,0.47931078953159645,2.5686096510632264,0.8081667944230365,0.29830286189646305,converged,NA,Fun-CIM,0.428,2.3975238742371e-4,0.00140149373530773,0.9108059719647426,0.9487378657854221,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PRDM5,RFS,20,6,-0.09629541036339148,0.9081956860192812,0.41679921765548217,1.9789370257067325,0.8085289043425421,0.2592008919534613,converged,NA,Fun-CIM,0.338,0.00486034044241365,0.0139745774022382,0.9108059719647426,0.9487378657854221,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PABIR3,RFS,20,6,-0.10158528480141679,0.9034041294148972,0.3967633875452064,2.056991765529019,0.8088002538892274,0.7259956183882244,converged,NA,Fun-CIM,0.384,0.0011158786661812,0.00443561769807027,0.9108059719647426,0.9487378657854221,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
FCER1A,RFS,20,6,0.1055812548858892,1.1113564039919546,0.4700001823393122,2.627899101116199,0.8099783966779016,0.36787289254679034,converged,NA,Fun-CIM,0.405,3.1669215633667e-4,0.0017333581018083,0.9108059719647426,0.9487378657854221,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
NBPF1,RFS,20,6,-0.09735359311358248,0.907235157307624,0.4098840942165704,2.0080692133910936,0.8102102524498169,0.8061297716787693,converged,NA,Fun-CIM,0.434,1.7314453430269e-4,0.00110340605026569,0.9108059719647426,0.9487378657854221,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CD1C,RFS,20,6,0.09578124082244455,1.1005182891832628,0.5016520136046441,2.4143040832710887,0.8111428417883442,0.8049109912633964,converged,NA,Fun-CIM,0.399,5.7492220953307e-4,0.00274829092845947,0.9108059719647426,0.9487378657854221,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
IKZF3,RFS,20,6,-0.09609313022816908,0.9083794145471469,0.4126934181724187,1.999433779261964,0.8113234728927168,0.7951395225736354,converged,NA,Fun-CIM,0.484,5.69908934969246e-6,1.0239041882498e-4,0.9108059719647426,0.9487378657854221,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SH2D1A,RFS,20,6,0.0974567403241383,1.102363752633209,0.4942439534389758,2.4587166614059797,0.8117919534054423,0.5274137626986588,converged,NA,Fun-CIM,0.497,1.90043411288333e-5,2.2056133134923e-4,0.9108059719647426,0.9487378657854221,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ABCC3,RFS,20,6,0.10019970871969042,1.1053916523852851,0.4782678245799884,2.5548252304786074,0.814664057893992,0.006784848951525876,converged,NA,Fun-CIM,0.486,1.0985994669463e-4,7.7608821421314e-4,0.9126239754791483,0.9487378657854221,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CD3G,RFS,20,6,0.09630391430371739,1.1010936512588259,0.48857403544132,2.4815220230590995,0.8163120698221418,0.5997825690478066,converged,NA,Fun-CIM,0.508,9.66299532803544e-6,1.491666269085e-4,0.9126239754791483,0.9487378657854221,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CLDN18,RFS,20,6,-0.09132225029035332,0.912723538078015,0.4208851145347781,1.9793150866893223,0.8171367328113711,0.5944753939923028,converged,NA,Fun-CIM,0.457,3.2312905475195e-4,0.0017595040995055,0.9126239754791483,0.9487378657854221,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TMEM178A,RFS,20,6,-0.0906667996380074,0.9133219794194186,0.42341609491241877,1.9700645490652535,0.8171871521510212,0.7126385892179982,converged,NA,Fun-CIM,0.439,5.61207009157283e-5,4.8233467273517e-4,0.9126239754791483,0.9487378657854221,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ABHD6,RFS,20,6,-0.09212840433920429,0.9119880388050028,0.4168993587341962,1.995019098730921,0.8175671875372571,0.5543956905232998,converged,NA,Fun-CIM,0.414,6.1235819700908e-4,0.00288966416446454,0.9126239754791483,0.9487378657854221,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SHFL,RFS,20,6,0.09122694261443913,1.0955175966769592,0.5043233867470496,2.3797405319036233,0.8177154820964488,0.2878710009413942,converged,NA,Fun-CIM,0.543,9.93099392924389e-6,1.5107874616973e-4,0.9126239754791483,0.9487378657854221,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PSD4,RFS,20,6,0.09823383630722521,1.1032207280102169,0.4784691638015027,2.543729182130358,0.817725871344247,0.1307915013162318,converged,NA,Fun-CIM,0.358,0.00450182718249219,0.0130857499454526,0.9126239754791483,0.9487378657854221,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
DNAH8,RFS,20,6,-0.08995046501232265,0.9139764579625104,0.42151270999614743,1.981797810361001,0.8198090099124841,0.21089220749026508,converged,NA,Fun-CIM,0.371,8.9642612039837e-4,0.00380592131223876,0.9142598973496904,0.9501331060102796,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MYOZ2,RFS,20,6,0.10453138375684103,1.1101902352598776,0.44661530721912934,2.7596957348836506,0.8219833652885316,0.45742585985433526,converged,NA,Fun-CIM,0.316,0.0068394473146886,0.018621097997183,0.9159950067662267,0.9516309561655854,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
HEXA-AS1,RFS,20,6,-0.0838687471153413,0.9195519420197471,0.4403902531989112,1.9200601464954925,0.8233225096035339,0.8271861387910143,converged,NA,Fun-CIM,0.428,4.7538237320323e-4,0.00237691186601616,0.9167974712201759,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
