gene,endpoint,n_patients,n_events,coefficient,hazard_ratio,conf_low,conf_high,p_value,ph_p_value,model_status,warning_text,signature_direction,signature_r_rb,signature_correlation_p_value,signature_correlation_padj,fdr_all_genes,fdr_within_signature,association_direction,fdr_supported,nominal_p_below_0_05,expected_survival_direction,observed_survival_direction,direction_concordant
FOLR2,RFS,20,6,-0.09227254155084548,0.9118565968651042,0.4016407473515027,2.0702143861880704,0.8254272009716845,0.24921808501388854,converged,NA,Fun-CIM,0.452,5.68501346159811e-5,4.8556964947353e-4,0.9184505519452028,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TRGC2,RFS,20,6,-0.09762064422748867,0.9069929114957368,0.3796166724568118,2.1670179451802216,0.8261224605038062,0.9483958082312547,converged,NA,Fun-CIM,0.438,5.71078770135541e-5,4.8556964947353e-4,0.9185340570616645,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CCKAR,RFS,20,6,-0.0918355322073263,0.9122551738024635,0.40060607393725367,2.077376146472783,0.8268675580626962,0.4286401973533413,converged,NA,Fun-CIM,0.36,0.00260335491781811,0.00858323455492056,0.9186728083202199,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
IKZF1,RFS,20,6,0.0863815022407729,1.090222171178836,0.4944902467317183,2.4036558665933647,0.830434385913403,0.8001194850060537,converged,NA,Fun-CIM,0.488,1.49213940587083e-6,4.12608983536455e-5,0.9219440221422412,0.9520166385254322,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
P2RY13,RFS,20,6,0.08953301080747149,1.0936634354295731,0.47919420603411556,2.4960646329485487,0.831593868591099,0.7516000351390035,converged,NA,Fun-CIM,0.506,4.27983556276218e-6,8.40115869727392e-5,0.9225397148939457,0.9520166385254322,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
GPX3,RFS,20,6,0.0853087471319108,1.0890532568664086,0.4918041357676668,2.4116043563562624,0.8334168026119381,0.6085501670742984,converged,NA,Fun-CIM,0.642,8.43512643546264e-8,7.24964920669491e-6,0.9227774853907044,0.9520166385254322,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
MPL,RFS,20,6,0.0883919720031475,1.0924162346984112,0.4785728019442631,2.4936085481340005,0.8337396270119889,0.973129286201249,converged,NA,Fun-CIM,0.32,0.00582391968368889,0.0161606148290844,0.9227774853907044,0.9520166385254322,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
GTSF1,RFS,20,6,-0.0940306663370231,0.9102548476308153,0.3781054286459868,2.1913567615321603,0.8338445570969558,0.24503820448342356,converged,NA,Fun-CIM,0.491,4.72673923943171e-5,4.2329072670226e-4,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TNFAIP2,RFS,20,6,-0.08663978822265793,0.9170073529967441,0.40418880849800554,2.0804694928960275,0.8357910298945243,0.9495478533957605,converged,NA,Fun-CIM,0.523,1.03567286534266e-5,1.5318324240882e-4,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TSPOAP1-AS1,RFS,20,6,-0.08147985878842894,0.9217512748543686,0.4258061690131878,1.9953337328688154,0.8361784214125024,0.5196414266068186,converged,NA,Fun-CIM,0.333,0.00493845804630658,0.0141480149434729,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
DENND4B,RFS,20,6,0.08515555395447395,1.0888864341159712,0.4841266219662884,2.4490982577784335,0.8368626454586445,0.10225886907735442,converged,NA,Fun-CIM,0.386,5.0148194504055e-4,0.00247242261275808,0.9227774853907044,0.9520166385254322,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
OAT,RFS,20,6,0.08816980954613547,1.0921735677803683,0.4694281855099714,2.5410555628700333,0.8378444832164728,0.41386340437304525,converged,NA,Dys-CIM,-0.336,0.00374108764707752,0.0268547600851163,0.9227774853907044,0.8462650307864876,Higher change associated with higher relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Detrimental,TRUE
HLA-E,RFS,20,6,-0.08622397420491824,0.9173887367953601,0.3989526336303302,2.109528859956883,0.8391724880916037,0.40009872948033004,converged,NA,Fun-CIM,0.613,5.33886241162395e-8,5.65919415632139e-6,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ENTHD1,RFS,20,6,0.07966287157772553,1.0829219223688518,0.5008043377981163,2.3416727880256403,0.8395584775438839,0.12013604166019934,converged,NA,Fun-CIM,0.492,1.06200399149316e-5,1.5563007801604e-4,0.9227774853907044,0.9520166385254322,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ATP2B2,RFS,20,6,-0.08962672372628985,0.9142723977777983,0.38273513361175965,2.1840012685803805,0.840126354191663,0.03772037875987285,converged,NA,Fun-CIM,0.471,9.61899794673085e-5,7.1748634918867e-4,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RUFY4,RFS,20,6,-0.08496247352854328,0.9185467535732298,0.4011870142126766,2.103079383453433,0.8406778077914991,0.04951716910969408,converged,NA,Fun-CIM,0.363,0.00114280677723964,0.00452568561845836,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
KLRD1,RFS,20,6,0.08199888145078775,1.085454595694487,0.4858578049485985,2.4250133831624496,0.8415319311625916,0.31558364423038165,converged,NA,Fun-CIM,0.445,2.7170919623252e-4,0.00154845025809933,0.9227774853907044,0.9520166385254322,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CD2,RFS,20,6,-0.0823597423057425,0.9209405978035508,0.40981153228167155,2.0695649533352416,0.84198046816339,0.4056095981657734,converged,NA,Fun-CIM,0.449,1.4475084069568e-4,9.6097635367907e-4,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
KISS1R,RFS,20,6,-0.0799955598090623,0.9231204452085712,0.4200029490053198,2.0289175549366854,0.8421869379003453,0.11708224373368849,converged,NA,Dys-CIM,-0.361,0.00132996315413476,0.0124757605609101,0.9227774853907044,0.8485191705161373,Higher change associated with lower relapse hazard,FALSE,FALSE,Detrimental (HR > 1),Beneficial,FALSE
DNASE2B,RFS,20,6,-0.07866234755217445,0.9243519814679082,0.42597038303220647,2.0058356629433725,0.8422572224650098,0.5935893178246623,converged,NA,Fun-CIM,0.313,0.00776998071262914,0.0208510874819921,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
GADD45G,RFS,20,6,-0.08386443878856084,0.9195559037585392,0.40220867615417905,2.1023491293684713,0.8424384708622144,0.3274178927740293,converged,NA,Fun-CIM,0.428,1.8607338019325e-4,0.00116708747340145,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
GRIN2D,RFS,20,6,-0.09070688544846571,0.9132853689014502,0.3722638000881467,2.240588971723701,0.842968354598715,0.7513921814028457,converged,NA,Fun-CIM,0.373,0.00116609131771022,0.00459500667945293,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RAB39A,RFS,20,6,-0.08148445799617668,0.9217470355385124,0.4094989530639123,2.0747735523305044,0.8439497275917067,0.3579155340186911,converged,NA,Fun-CIM,0.379,0.0010207975202743,0.00415638426949075,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PTPN7,RFS,20,6,-0.0833343736518326,0.9200434574905965,0.39965211412407475,2.1180420014204038,0.8447017958556933,0.28738932652742905,converged,NA,Fun-CIM,0.493,2.25784405964648e-5,2.5192786349739e-4,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
LINC01546,RFS,20,6,-0.08665733282940988,0.9169912646044798,0.384679961360051,2.1859027342832826,0.8449861341286857,0.9798997641703208,converged,NA,Fun-CIM,0.418,7.9130911979509e-4,0.00351447346501175,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
IDO2,RFS,20,6,0.09336930158076875,1.097867104468886,0.4303314636005117,2.8008925236148183,0.8450840622962115,0.12950388955696066,converged,NA,Fun-CIM,0.365,0.00212502099503388,0.00733720604148505,0.9227774853907044,0.9520166385254322,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
LAMP3,RFS,20,6,-0.08945837040157985,0.914426331532921,0.3709995466912283,2.2538451145243017,0.8458907165245959,0.5628747121289873,converged,NA,Fun-CIM,0.497,2.3820500551511e-4,0.00139758656372335,0.9227774853907044,0.9520166385254322,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
SPPL2B,RFS,20,6,0.08249822388944619,1.0859967445870642,0.4720023903675904,2.4986927043636484,0.8461389771509633,0.005621698031410446,converged,NA,Fun-CIM,0.345,0.00454882556415595,0.0131862035496954,0.9227774853907044,0.9520166385254322,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PRRT2,RFS,20,6,-0.08265480944196346,0.9206688985854535,0.3926919971322089,2.1585141205135825,0.8492114453150572,0.061967956139434816,converged,NA,Fun-CIM,0.473,2.0835706709334e-4,0.0012668747100513,0.9254467627016923,0.954478280723903,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
POU3F1,RFS,20,6,0.07809512939639307,1.0812255101080492,0.47746062187703664,2.4484712458852442,0.8514537384489486,0.547528212006886,converged,NA,Fun-CIM,0.362,0.00405034336619898,0.0121053495343165,0.9272080784138917,0.9560026886435126,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
WHRN,RFS,20,6,-0.07627530552434553,0.926561084057592,0.4095710381378971,2.096133179712109,0.8547007409618584,0.5103783262535968,converged,NA,Fun-CIM,0.436,9.237887071362e-4,0.00387552518297248,0.9299592631350073,0.9573832739332082,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CLLU1,RFS,20,6,-0.0756136748345148,0.9271743281549939,0.4096330919509448,2.098590791811837,0.8560362339879825,0.6848750596395616,converged,NA,Fun-CIM,0.523,3.49056024332522e-6,7.30261945643039e-5,0.9299592631350073,0.9573832739332082,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
STAT2,RFS,20,6,0.07723731517042823,1.0802984171776047,0.468774607476175,2.489564604276804,0.8561129931413289,0.04040327693796956,converged,NA,Fun-CIM,0.677,3.2965431257439104e-9,1.3103758924832e-6,0.9299592631350073,0.9573832739332082,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
BTN2A2,RFS,20,6,-0.07540504683358895,0.9273677828609193,0.4092271414445505,2.101549280559894,0.8566374642920586,0.6392250983499929,converged,NA,Fun-CIM,0.453,2.75679873387572e-5,2.893273918721e-4,0.9299592631350073,0.9573832739332082,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CCDC88B,RFS,20,6,-0.07824199856467288,0.9247406135622447,0.3945548386390408,2.1673671657941775,0.8571197799995173,0.7468098854525548,converged,NA,Fun-CIM,0.439,3.0172588550152e-4,0.00166312745320685,0.9299592631350073,0.9573832739332082,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
ZSWIM8,RFS,20,6,-0.08105797056375308,0.9221402329059513,0.37884622608549157,2.2445587433460434,0.8582570461412744,0.095611167377466,converged,NA,Fun-CIM,0.352,0.00216742234689431,0.00745124655472855,0.930511482675862,0.9576622055702534,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CLNK,RFS,20,6,-0.06724588404623373,0.9349652800248032,0.44011350723688486,1.9862150569747323,0.8611410753106941,0.9299483991091846,converged,NA,Fun-CIM,0.372,9.6789171250853e-4,0.00399497093767272,0.9329553273848851,0.9588387130090597,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
RFPL1S,RFS,20,6,0.07326055534315541,1.0760108607722456,0.4689587981527759,2.4688722699315786,0.8627352932308403,0.31090300922704256,converged,NA,Fun-CIM,0.344,0.00566108942340983,0.0158192129757849,0.9332600675791528,0.9588387130090597,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
CCL3,RFS,20,6,-0.0706355343271369,0.9318014398858452,0.4175069164994424,2.0796156639826444,0.8630866749080284,0.5242954962264889,converged,NA,Fun-CIM,0.431,6.06492279228893e-5,5.0356278014305e-4,0.9332600675791528,0.9588387130090597,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CEP162,RFS,20,6,0.0726998390597856,1.0754076930803043,0.47002863498738423,2.460492021655963,0.863312824161674,0.045466933015716963,converged,NA,Fun-CIM,0.457,7.25207195605799e-5,5.75126415894e-4,0.9332600675791528,0.9588387130090597,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
ZNF674,RFS,20,6,-0.07191714746949415,0.9306079958445599,0.4084431447269426,2.120322627788987,0.8640910299582498,0.06684241203078152,converged,NA,Fun-CIM,0.398,8.3455046342302e-4,0.00361562734834499,0.933357373655617,0.9588387130090597,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PSMA8,RFS,20,6,-0.0662143340326004,0.9359302410893916,0.43708083837837836,2.0041267867875017,0.864663279308242,0.42324327203779444,converged,NA,Fun-CIM,0.372,0.00198477727302583,0.0069973300756343,0.933357373655617,0.9588387130090597,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
CASP1,RFS,20,6,0.06827113465365656,1.0706555609529487,0.48472754848528293,2.3648404836521824,0.8659091033823956,0.6817740030355993,converged,NA,Fun-CIM,0.452,3.76919640513228e-5,3.5624699493281e-4,0.9340213999339605,0.9588387130090597,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
MRGPRX2,RFS,20,6,-0.07088546489377372,0.9315685833241798,0.4057242533905827,2.1389404704904003,0.8672534107817134,0.11394222499133068,converged,NA,Fun-CIM,0.362,0.00238096409770945,0.00797836230844684,0.9341708118636607,0.9588387130090597,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
NXF1,RFS,20,6,-0.07039435148435123,0.9320262015092627,0.40812502470689777,2.1284478718834694,0.8673091602380374,0.12288490768733669,converged,NA,Fun-CIM,0.479,1.54497135357634e-5,1.9048141518245e-4,0.9341708118636607,0.9588387130090597,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
APOL2,RFS,20,6,-0.0832115031182715,0.9201565106664275,0.34157013822907845,2.4788115510085165,0.8692791065217222,0.03219551399612133,converged,NA,Fun-CIM,0.626,7.86819170322241e-9,2.08507080135394e-6,0.9356121778769408,0.9600329129344303,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
MRPS31P5,RFS,20,6,-0.06608612563917005,0.9360502428944194,0.42344971211503635,2.069171455676115,0.8702909183636263,0.1992950840549296,converged,NA,Fun-CIM,0.367,0.0027966172052266,0.00905625530816762,0.9360209514136023,0.9601675878469864,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
PIK3CG,RFS,20,6,0.07090982601988928,1.073484421140948,0.4513784963922335,2.5529988948143085,0.872550768954207,0.5687060590000803,converged,NA,Fun-CIM,0.597,7.068413684478321e-9,2.08507080135394e-6,0.9371736810683255,0.9607815625008511,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
KRT2,RFS,20,6,-0.06497338351582187,0.937092405150646,0.42346280131827535,2.073717391603919,0.872628295876584,0.6565919594872544,converged,NA,Fun-CIM,0.408,6.7949626536088e-4,0.00314258432029356,0.9371736810683255,0.9607815625008511,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
LCP2,RFS,20,6,0.06527402003567259,1.0674514874066565,0.464808627323856,2.4514447688441217,0.8777059160939943,0.6037701600139413,converged,NA,Fun-CIM,0.582,4.0736436718277e-8,4.79988112665488e-6,0.9419438128515982,0.9653870371716818,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
EEPD1,RFS,20,6,-0.07448253766390382,0.9282236828713838,0.35308261749653785,2.440219831699202,0.8799504810884132,0.25994322684830684,converged,NA,Fun-CIM,0.568,2.66410296277339e-6,6.0084024266804e-5,0.943230119795599,0.9661366825339082,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
TNFSF14,RFS,20,6,-0.061968466101479366,0.9399125254299707,0.41992350943672424,2.1038011342712526,0.8801782751907615,0.9815484819931898,converged,NA,Fun-CIM,0.452,4.85460594873694e-5,4.3001801997168e-4,0.943230119795599,0.9661366825339082,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
WDFY4,RFS,20,6,0.06321205483052085,1.0652527072645561,0.46367666033419624,2.4473160445828404,0.8815933353575529,0.4842505724491628,converged,NA,Fun-CIM,0.468,1.49836416384129e-5,1.8877579514226e-4,0.9439737800298956,0.9663315901758822,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
PCDHGC3,RFS,20,6,0.06120465570499651,1.0631164647745435,0.47332532422299006,2.387821990150399,0.8821470030799294,0.8119460737172879,converged,NA,Fun-CIM,0.367,0.00167441334656868,0.00616277134500974,0.9439737800298956,0.9663315901758822,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
FAT2,RFS,20,6,0.05994810536207763,1.0617814443520104,0.4718527962583465,2.3892617454215195,0.8848122515618837,0.5717390437410411,converged,NA,Fun-CIM,0.487,2.5162756159532e-4,0.001457514837656,0.9461421982405415,0.9682681738694446,Higher change associated with higher relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Detrimental,FALSE
SEMA5B,RFS,20,6,-0.06602218739994632,0.9361100942121486,0.37415281387287413,2.3420968010776972,0.8877886143651703,0.46460755248213537,converged,NA,Fun-CIM,0.43,7.9260417179669e-4,0.003515315573659,0.9483753854669867,0.9699875861823889,Higher change associated with lower relapse hazard,FALSE,FALSE,Beneficial (HR < 1),Beneficial,TRUE
