"","gene_id","NEO11 _Patient_11_T1_B_Rep1","NEO11 _Patient_11_T4_S_Rep1","NEO15 _Patient_15_T1_B_Rep1","NEO15 _Patient_15_T4_S_Rep1","NEO16 _Patient_16_T1_B_Rep1","NEO16 _Patient_16_T4_S_Rep1","NEO18 _Patient_18_T1_B_Rep1","NEO18 _Patient_18_T4_S_Rep1","NEO19 _Patient_19_T1_B_Rep1","NEO19 _Patient_19_T4_S_Rep1","NEO21 _Patient_21_T1_B_Rep1","NEO21 _Patient_21_T4_S_Rep1","NEO22 _Patient_22_T1_B_Rep1","NEO22 _Patient_22_T4_S_Rep1","NEO27 _Patient_27_T1_B_Rep1","NEO27 _Patient_27_T4_S_Rep1","NEO3 _Patient_3_T1_B_Rep1","NEO3 _Patient_3_T4_S_Rep1","NEO33 _Patient_33_T1_B_Rep1","NEO33 _Patient_33_T4_S_Rep1","NEO34 _Patient_34_T1_B_Rep1","NEO34 _Patient_34_T4_S_Rep1","NEO42 _Patient_42_T1_B_Rep1","NEO42 _Patient_42_T4_S_Rep1","NEO43 _Patient_43_T1_B_Rep1","NEO43 _Patient_43_T4_S_Rep1","NEO45 _Patient_45_T1_B_Rep1","NEO45 _Patient_45_T4_S_Rep1","NEO46 _Patient_46_T1_B_Rep1","NEO46 _Patient_46_T4_S_Rep1","NEO47 _Patient_47_T1_B_Rep1","NEO47 _Patient_47_T4_S_Rep1","NEO49 _Patient_49_T1_B_Rep1","NEO49 _Patient_49_T4_S_Rep1","NEO51 _Patient_51_T1_B_Rep1","NEO51 _Patient_51_T4_S_Rep1","NEO8 _Patient_8_T1_B_Rep1","NEO8 _Patient_8_T4_S_Rep1"
"97","SLC35E2A",5.281,0.4004,7.237,1.891,1.711,5.133,3.636,1.711,2.004,2.398,1.995,2.33,2.241,3.022,5.133,2.489,1.976,1.71,4.173,2.15,1.985,11.89,7.356,2.874,9.963,2.988,10.9,4.809,6.344,12.36,4.639,2.735,3.208,1.801,1.73,5.341,3.37,4.145
"98","LOC112268218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07881,0,0,0,0,0,0,0,0
"99","NADK",0.8709,0.8939,3.12,0.5591,1.927,1.308,3.548,0.8848,0.8129,2.69,0.5618,0.7291,1.096,1.015,1.308,1.961,0.683,4.666,1.573,0.6357,0.6201,0.3648,1.597,1.542,1.041,1.684,8.787,8.86,3.988,4.214,4.128,3.614,2.518,0.9216,1.18,3.28,1.182,0.5568
"100","GNB1",51.78,6.281,61.55,10.19,17.9,43.8,48.87,22.55,67.61,53.3,19.96,19.02,27.18,32.84,43.8,19.54,11.24,39.77,31.16,28.86,20.33,57.56,98.93,47.22,83.39,36.11,166,116.9,120.7,308.3,38.4,45.84,50.87,18.96,29.14,51.06,57.55,22.08
"101","GNB1-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09286,0,0,0,0,0,0,0
"102","CALML6",0.06812,0,0.1966,0.1463,0.227,0.618,0,0.3169,0.2458,0.3389,0,0.05334,0.2259,0.4092,0.618,0.1694,0.4156,0.4276,1.519,2.163,0.9514,0.9827,0.1449,0,0.4216,0.09204,0.5625,0.06203,0.163,0.9987,0.1216,0.2634,0,0.4181,0.05354,0.1771,0.1141,0.2105
"103","TMEM52",0.9813,0,0.1573,0,0.8176,0.4451,0,0.1691,0.5903,0.4069,0,0,0.1356,0.6141,0.4451,0.4068,0,0.5134,0.4241,0.5326,0.6953,0.3726,0.6959,0.376,4.252,0.3315,0.9648,0.2979,0.9784,5.652,0.438,0.2372,0.1595,0.08365,0.1286,0.5671,0.137,0.3791
"104","CFAP74",0,0,0.01988,0,0,0,0,0.0534,0,0,0,0.01618,0.01713,0.03104,0,0,0,0,0.03215,0.01682,0.03765,0.2511,0.02198,0,0.02558,0.02792,0.02438,0,0,0,0,0.009988,0,0,0,0,0,0
"105","LOC107984872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","LOC105378589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02622,0.01956,0,0,0,0.03987,0,0.038,0,0,0,0,0,0.0314,0,0,0,0,0
"107","GABRD",0.05966,0.02651,0.4017,0.1068,0.348,0.7037,0.1588,0.1079,0,0.2226,0.1641,0.2103,0.02473,0.08962,0.7037,0.4081,0.09928,0.4214,0.3249,0.6072,0.3261,0.4304,0.2539,0.3886,0.3324,0.3225,0.3168,0.2717,0.2855,0.09373,0.07989,0.1586,0.1164,0.1678,0.2345,0.07758,0.4498,0.1152
"108","LOC105378590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","PRKCZ-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","PRKCZ",1.353,0.1387,0.5606,0.5217,0.7283,1.265,1.817,1.312,1.39,2.434,0.4695,0.7824,0.3969,1.923,1.265,0.5566,0.508,0.196,2.083,2.711,1.846,1.644,8.236,3.461,2.989,1.041,3.217,0.8719,0.3237,8.479,1.17,1.207,1.766,0.8516,0.8835,2.237,0.9414,0.6914
"111","PRKCZ-AS1",0,0,0.1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","FAAP20",0.2144,0,0.5063,0,0.04873,0.05306,0.02075,0.03023,0.3518,0.0485,0.01073,0.01527,0.1455,0.02928,0.05306,0.02425,0.05407,0,0.02022,0,0.01184,0.1184,0.2074,0.04482,0.2655,0.02634,0.138,0.03551,0.06997,0.1225,0.1566,0.08481,0,0.009971,0.01532,0,0.147,0.03012
"113","LOC112268219",0,0,0,0,0,0.05194,0,0,0,0,0,0,0.04747,0,0.05194,0,0,0,0.08907,0.1864,0.03477,0,0,0,0,0,0,0,0,0.05996,0,0.02767,0,0,0,0,0,0
"114","LOC105378593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07169,0,0,0,0,0,0
"115","SKI",3,0.129,5.333,0.396,0.5414,3.537,1.516,0.7074,6.137,2.132,0.677,0.7254,0.7795,0.5918,3.537,0.3525,0.4984,0.5208,1.613,1.531,1.15,1.648,16,3.867,6.35,0.9715,13.03,3.059,1.207,10.86,1.95,2.693,2.48,0.5657,1.13,3.643,1.969,0.6302
"116","MORN1",2.096,0.1315,2.514,0.4944,0.5957,3.713,2.415,2.37,1.335,1.012,1.126,0.9847,0.5929,2.5,3.713,0.828,1.217,0.4644,4.974,8.371,6.798,5.429,3.331,1.285,4.335,0.7996,4.014,1.774,0.3245,6.12,1.056,1.144,0.9617,0.6558,0.5621,1.005,1.446,1.619
"117","LOC100129534",0.5442,0.06044,0.3926,0.1461,0.05667,0.9874,0.362,0.2813,0.1228,0.1692,0.2246,0.1065,0.0564,0.4087,0.9874,0.1692,0.1509,0.2135,1.905,0.8307,1.198,1.136,0.5789,0.3128,0.7579,0.09192,0.7223,0.6194,0.08139,0.07124,0.3036,0.4274,0.1327,0.1044,0.1069,0.1179,0.5128,0.2102
"118","RER1",30.71,11.02,43.67,20.69,28.57,46.23,51.34,25.63,26.61,29.4,43.29,37.85,36.35,112.8,46.23,39.82,23.39,40.5,29.6,21.75,28.34,89.54,63.55,48.64,57.58,50.36,72.03,39.14,12.21,120.9,38.36,37.79,34.27,28.26,27.47,33.05,31.47,27.62
"119","PEX10",16.93,4.514,18.77,8.594,7.851,14.23,17.55,12.44,18.47,13.83,9.6,9.571,11.11,57.95,14.23,15.16,7.882,7.742,19.24,27.99,15.83,27.78,25.06,20.54,20.14,8.407,26.93,10.39,17.62,49.12,7.624,11.96,16.94,8.096,11.17,12.7,16.71,9.101
"120","PLCH2",1.83,0.1541,0.8709,0.02759,0.4654,0.4544,0.6562,0.229,2.468,0.5272,0.4557,0.528,0.8306,1.288,0.4544,0.2037,0.3206,0.6047,4.696,3.921,3.908,1.229,3.135,0.7529,0.3339,0.1432,0.9318,0.7719,0.3688,0.9684,1.187,1.266,0.6762,1.439,0.8934,1.453,1.355,0.759
"121","PANK4",6.687,1.046,6.104,1.637,3.212,6.222,5.375,2.046,4.987,3.904,4.186,3.66,2.687,5.125,6.222,3.098,3.123,5.194,5.167,3.444,4.268,5.207,11.87,6.118,13.05,3.919,14.41,7.612,8.409,20.62,8.832,7.075,4.624,3.001,3.272,6.447,6.315,3.532
"122","HES5",0.4469,0.03971,0,0.064,0.07446,0.08108,0.1903,0.3234,0.8064,0,0,0.06999,0.2223,0.1342,0.08108,0.05558,0,0.2805,0.04635,0,0.2714,9.297,0.1901,0.2739,0.3319,0.1208,0.2109,0,0.2139,1.123,0,0.1296,0.5229,0,0.1405,0.2324,0.2246,0.4143
"123","TNFRSF14-AS1",0.1655,0.02942,0.1911,0.166,0.08275,0.09011,0.1762,0.2053,0.4182,0.08236,0.2368,0.3111,0.1098,0.4724,0.09011,0.04118,0.2387,0.05196,0.5323,0.6199,0.4222,0.07541,0.3874,0.1015,0.5738,0.02237,0.4296,0.2412,0.8714,0.2427,0.4137,0.4161,0.226,0.1185,0.02602,0.6313,0.305,0.3837
"124","TNFRSF14",4.943,1.355,4.631,2,3.958,4.776,11.86,2.422,4.634,7.426,1.36,1.533,4.418,5.617,4.776,3.833,1.602,7.355,7.974,10.45,7.427,3.534,5.907,4.452,4.888,1.865,17.19,7.892,8.871,11.9,11.6,8.254,8.263,1.379,2.473,11.63,4.812,2.331
"125","LOC100996583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2585,0,0,0,0,0,0,0,0,0,0,0
"126","PRXL2B",7.3,1.269,10.18,4.318,3.614,17.71,7.151,8.011,5.154,8.487,5.966,5.716,2.456,15.02,17.71,8.388,6.543,3.57,14.76,24.33,14.58,12.01,15.3,8.917,20.1,9.471,26.08,5.298,3.86,22.49,10.43,8.923,8.252,4.058,5.946,8.895,3.721,7.601
"127","MMEL1",0.1381,0,0,0,0.07668,0,0.09797,0,0.1661,0,0.02532,0.03604,0.03816,0,0,0,0,0,0.1193,0.03746,0.0559,0,0.04895,0.1411,0.1709,0,0.05429,0.04191,0,0,0.04108,0.04449,0,0,0,0,0,0
"128","MMEL1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","TTC34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","LOC105378603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","LOC105378602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","LOC105378601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","LOC112268220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","LOC107985732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","LOC105378600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","LOC105378598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01667,0,0,0,0
"137","LOC107984904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","LOC105378599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","ACTRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08664,0.06463,0,0,0,0.2635,0,0,0,0,0,0,0.05144,0.1038,0,0,0.09224,0,0
"140","PRDM16-DT",0.1192,0,0.07645,0,0,0.03605,0,0.02054,0.1434,0,0.02186,0,0,0,0.03605,0,0.02204,0,0.1237,0.3559,0.1931,0,0,0,0,0,0.04688,0.07238,0,0,0,0.07683,0,0,0,0.06889,0.1664,0.0307
"141","PRDM16",0.05274,0,0.05073,0,0.02929,0.0638,0,0,0.1269,0,0.07738,0.0413,0.01458,0.0132,0.0638,0,0,0.02759,0.08206,0.02863,0.02135,0.04005,0,0.04042,0.08706,0.01188,0.08297,0.01601,0.02103,0,0.03139,0.017,0,0,0.04146,0.09144,0.2209,0
"142","MIR4251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","LOC105378606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","LOC107984909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","LOC105378605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","LOC105378604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","ARHGEF16",0.6161,0.2224,0.7038,0.8273,0.6096,1.502,1.681,1.791,0.6949,2.539,1.144,0.8745,0.3831,2.487,1.502,1.365,0.833,0.2418,5.212,6.364,4.631,2.164,2.908,0.7967,1.716,1.327,3.907,0.8416,1.152,10.57,0,0.6329,0.8636,1.458,0.3935,0.6008,0.5806,0.9818
"148","MEGF6",0.1059,0.01568,0.5772,0.06319,0.02941,0.4163,0.1503,0.1277,0.2229,0.06586,0.05826,0.04146,0.1756,0.07952,0.4163,0.1427,0.1273,0.0277,0.3569,0.6178,0.09646,0.134,0.4505,0,0.6117,0.03577,1.457,0.08035,0.2956,0.573,0.126,0.2047,0.2065,0.1083,0.1387,0.2295,0.3695,0.2045
"149","LOC105378608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05299,0,0,0,0,0,0,0,0
"150","MIR551A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","LOC105378607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1294,0
"152","TPRG1L",31.53,6.027,42.27,9.031,8.861,26.75,24.54,12.87,37.7,21.71,18.92,18.85,20.65,21.95,26.75,18.1,14.55,12.99,21.24,25.87,16.94,32.11,58.74,18.2,20.26,34.51,51.09,33.46,38.56,55.23,28.2,27.49,20.99,8.144,20.18,25.67,23.47,13.68
"153","WRAP73",8.026,3.306,8.203,4.969,8.219,14.64,11.04,8.124,5.13,10.09,6.578,4.976,6.308,11.99,14.64,9.879,5.24,12.33,12.88,14.23,11.32,11.05,20.81,13.9,28.67,9.208,17.16,14.39,2.801,31.08,12.84,13.17,10.03,7.398,8.281,10.22,11.83,10.66
"154","TP73",0.02745,0,0.07921,0,0.2287,0.07471,0.263,0.1844,0.2477,0.03414,0,0,0,0.1443,0.07471,0.01707,0,0.2154,0.5125,0.2458,0.1334,0.1251,0.3212,0.1683,0.7816,0.2226,0.06477,0.2,0.197,0.1725,0.07351,0.05307,0.2676,0.3931,0,0.2617,0.115,0.3393
"155","TP73-AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","LOC105378609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","GFOD3P",0.07107,0,0.09115,0,0.01974,0.02149,0.05043,0,0,0,0.02607,0.01855,0.09821,0,0.02149,0.01473,0.01314,0,0.06143,0.1543,0.01439,0.01799,0,0.01815,0.08798,0.01601,0.1118,0,0.02834,0.07443,0.06344,0.0229,0,0.02423,0.03724,0,0.05953,0.09151
"158","CCDC27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02526,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","SMIM1",5.071,1.66,1.797,5.351,0.2223,11.14,2.557,1.517,4.816,1.66,3.671,1.672,4.647,14.23,11.14,15.27,3.405,0.4189,6.782,6.735,6.645,8.713,3.69,15.95,1.982,5.59,3.778,3.159,1.597,3.354,1.906,2.451,1.041,0.819,7.972,1.851,2.459,6.598
"160","LRRC47",11.37,1.721,16.27,3.334,7.254,8.415,8.776,6.466,10.45,10.83,5.748,5.872,5.805,7.82,8.415,4.973,4.475,3.235,10.1,11.14,6.906,10.07,20.56,12.12,22.61,10.88,25.49,4.498,8.376,35.25,8.66,10.27,9.841,6.907,5.252,9.981,9.019,4.393
"161","CEP104",8.278,3.861,7.303,2.407,4.306,10.58,7.205,4.763,9.945,5.888,5.335,5.838,5.195,8.433,10.58,6.329,5.645,4.271,10.85,10.09,9.777,7.623,13.23,10.02,11.13,6.088,14.08,8.871,9.467,26.99,8.757,11.1,7.024,4.994,6.579,10.19,10.78,5.123
"162","DFFB",2.257,0.4836,2.707,0.8365,1.969,1.999,2.204,1.756,1.054,2.279,1.212,1.372,1.079,1.256,1.999,0.8585,0.7363,2,1.446,2.334,1.596,2.137,4.18,1.648,3.977,1.578,5.387,4.062,2.192,5.867,3.389,3.375,2.382,1.494,1.983,4.533,2.602,1.538
"163","LOC107984910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","C1ORF174",6.294,0.8898,6.157,1.665,6.585,7.462,6.852,3.937,7.873,8.052,4.152,5.265,5.515,4.646,7.462,2.046,1.904,8.531,3.097,2.213,3.084,6.544,12.48,7.481,6.951,5.847,7.805,9.9,5.947,12.7,7.949,9.663,8.16,5.048,4.948,6.572,6.889,3.26
"165","LINC01134",0.3917,0.1392,0.1507,0,0,0.1421,0.5003,0.04049,0.1414,0.4872,0,0.1227,0.06495,0.1765,0.1421,0.2923,0.2607,0.123,0.7313,0.06378,0.1427,0.2974,1.583,0.06003,0.9698,0.3705,0.8318,0.07134,0.09373,1.067,0.1399,0.1136,0.2292,0.2805,0.1232,0.06791,0.1312,0.06052
"166","LINC01346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","LINC01345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","LINC02780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","LINC01777",0.07373,0,0,0,0,0,0,0.03811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0.09128,0,0,0,0,0,0,0,0,0.1508,0,0,0,0
"170","LOC105376674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","LINC01646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","LOC107985376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","AJAP1",0.1054,0.03641,0.4054,0.03353,0.01951,0.4779,0.09969,0.07866,0.2746,0,0.103,0.06417,0.05824,0.03517,0.4779,0.04368,0.07792,0,0.1761,0.02859,0.04266,0.05333,0.03736,0.04485,2.087,0.01582,0.04143,0.1066,0.1261,0.1471,0.1672,0.1754,0.1484,0.1018,0.02761,0.2841,0.2647,0.07235
"174","LINC02781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","LOC102724429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","LINC02782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1682,0,0,0,0
"177","LOC105376682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","LOC107984911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","LOC105376686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","MIR4689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","NPHP4",0.8967,0.187,0.4753,0.249,0.3049,0.7305,0.4675,0.5865,0.5284,0.6374,0.2718,0.4013,0.258,0.4261,0.7305,0.2618,0.1624,0.1149,1.3,1.669,1.389,0.139,1.908,0.9255,2.968,0.3833,2.612,0.8332,0.5255,6.689,0.5881,0.5484,0.6959,0.9641,0.4891,1.174,0.889,0.2969
"182","KCNAB2",2.026,0.3169,2.827,0.6129,0.927,1.475,4.95,1.312,1.339,4.436,0.3453,0.3798,1.467,0.4285,1.475,1.277,0.3323,1.254,1.391,1.254,0.1733,0.4333,4.674,1.989,18.01,1.157,13.8,3.663,8.295,3.585,4.355,2.841,7.177,0.5837,2.579,14.94,2.246,0.9037
"183","CHD5",0.04657,0,0.01493,0,0,0.01408,0,0.008024,0.02802,0.01931,0,0,0,0,0.01408,0,0,0,0.008051,0,0,0,0.09909,0,0.05766,0.03147,0,0,0,0.4227,0,0,0,0,0,0,0.03901,0
"184","LOC105376687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","RPL22",30.5,42.46,33.11,22.32,36.1,30.63,38.86,30.45,54.36,36.92,62.58,35.68,42.51,36.5,30.63,47.3,37.7,26.43,21.97,12.81,14.33,29.24,31.25,54.13,42.8,53.19,39.22,18.11,21.31,94.64,22.72,29.23,23.87,76.92,20.7,19.94,42.51,24.13
"186","LOC107985733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1622,0,0,0,0,0,0,0,0,0.1976,0,0,0,0,0,0,0,0.1495,0,0,0,0
"187","RNF207-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","RNF207",3.553,0.7359,6.923,0.5823,2.534,3.852,2.18,1.51,3.913,1.423,0.9775,2.099,0.9238,1.696,3.852,0.7866,3.424,4.254,9.386,18.53,13.86,1.463,11.18,2.238,4.921,1.2,13.32,1.536,2.054,15.11,1.989,3.086,1.997,2.249,0.9942,2.532,4.263,3.722
"189","ICMT",11.82,2.744,12.97,3.837,9.768,21.79,21.57,7.005,12.97,15.05,8.722,7.799,6.428,7.409,21.79,9.526,5.14,8.656,9.039,5.978,6.814,8.783,24.71,15.96,21.65,16.2,30.15,15.47,19.46,82.02,7.877,11.53,11.43,4.352,11.27,10.95,14.47,5.478
"190","ICMT-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06292,0,0,0,0,0,0,0,0,0,0,0,0
"191","HES3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067,0,0,0,0,0,0.1923,0,0,0,0,0,0,0
"192","GPR153",2.417,0.09763,5.284,0.2473,0.4969,3.133,2.54,1.217,2.436,1.132,0.7945,1.696,0.5727,0.6837,3.133,0.2148,0.6269,1.133,2.051,1.125,1.01,1.716,10.49,10.01,3.381,0.7636,5.148,3.802,4.92,7.43,2.774,1.836,1.622,0.6262,1.11,4.436,4.023,1.528
"193","ACOT7",3.94,1.75,3.474,1.128,6.783,7.982,12.58,4.921,4.739,8.82,1.481,1.543,2.559,7.101,7.982,6.247,1.93,14.01,5.244,1.817,2.034,3.34,8.87,10.92,40.48,8.074,21.3,16.38,4.713,44.76,6.33,6.887,7.875,3.56,5.574,9.618,3.905,3.399
"194","HES2",0,0,0.06902,0,0,0.0651,1.146,0.2225,0.1295,0,0,0.0562,0,0,0.0651,0.04463,0,0,0.07443,0.05842,0.04358,0.1362,0.7633,0.08248,0.08884,0.1697,0.4233,0.06535,0,2.781,0.06405,0.01734,0.06997,0.09176,0,0.0933,0.03005,0
"195","ESPN",1.048,0.07758,2.923,0.4127,0.7711,5.149,2.323,4.793,2.71,4.757,0.9992,1.244,0.4054,2.859,5.149,0.3041,1.463,0.3289,10.05,9.653,11.59,3.103,3.009,1.311,5.167,2.147,1.895,0.2544,0.02089,10.35,0,0.5993,0.7662,0.3573,0.3294,0.4087,0.5265,2.644
"196","MIR4252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","TNFRSF25",4.23,0.851,13.9,0.743,4.056,3.765,8.156,4.909,3.169,4.368,0.966,2.563,2.382,3.237,3.765,3.673,2.169,3.132,12.96,13.52,6.98,3.212,17.91,6.605,8.102,2.588,30.88,7.995,4.106,49.4,18.95,16.63,11.36,4.939,2.07,20.06,6.15,5.796
"198","PLEKHG5",3.075,0.2618,3.598,0.5505,0.4696,1.86,1.2,0.7019,2.589,0.8924,0.7049,0.8428,0.8286,0.5773,1.86,0.3028,0.5969,0.4826,3.296,2.879,1.883,1.051,3.87,1.963,2.316,0.7098,3.628,0.3967,3.188,4.106,1.006,1.969,1.324,0.7339,0.6445,1.555,2.683,0.9502
"199","NOL9",8.674,3.406,8.753,2.912,4.565,7.729,6.265,4.964,13.24,7.032,5.891,6.899,6.1,5.802,7.729,5.406,5.735,3.768,7.34,6.683,7.02,4.587,9.577,9.199,13.3,5.154,11.24,7.476,10.63,20.87,7.414,9.115,5.947,7.546,4.779,8.408,9.941,4.876
"200","TAS1R1",0,0,0,0,0,0,0,0,0.2594,0,0.0593,0,0.02979,0,0,0,0,0,0,0,0,0,0.03822,0.02753,0,0,0,0,0.172,0.03763,0.03207,0,0,0,0.05649,0,0,0
