"","gene_id","NEO11 _Patient_11_T1_B_Rep1","NEO11 _Patient_11_T4_S_Rep1","NEO15 _Patient_15_T1_B_Rep1","NEO15 _Patient_15_T4_S_Rep1","NEO16 _Patient_16_T1_B_Rep1","NEO16 _Patient_16_T4_S_Rep1","NEO18 _Patient_18_T1_B_Rep1","NEO18 _Patient_18_T4_S_Rep1","NEO19 _Patient_19_T1_B_Rep1","NEO19 _Patient_19_T4_S_Rep1","NEO21 _Patient_21_T1_B_Rep1","NEO21 _Patient_21_T4_S_Rep1","NEO22 _Patient_22_T1_B_Rep1","NEO22 _Patient_22_T4_S_Rep1","NEO27 _Patient_27_T1_B_Rep1","NEO27 _Patient_27_T4_S_Rep1","NEO3 _Patient_3_T1_B_Rep1","NEO3 _Patient_3_T4_S_Rep1","NEO33 _Patient_33_T1_B_Rep1","NEO33 _Patient_33_T4_S_Rep1","NEO34 _Patient_34_T1_B_Rep1","NEO34 _Patient_34_T4_S_Rep1","NEO42 _Patient_42_T1_B_Rep1","NEO42 _Patient_42_T4_S_Rep1","NEO43 _Patient_43_T1_B_Rep1","NEO43 _Patient_43_T4_S_Rep1","NEO45 _Patient_45_T1_B_Rep1","NEO45 _Patient_45_T4_S_Rep1","NEO46 _Patient_46_T1_B_Rep1","NEO46 _Patient_46_T4_S_Rep1","NEO47 _Patient_47_T1_B_Rep1","NEO47 _Patient_47_T4_S_Rep1","NEO49 _Patient_49_T1_B_Rep1","NEO49 _Patient_49_T4_S_Rep1","NEO51 _Patient_51_T1_B_Rep1","NEO51 _Patient_51_T4_S_Rep1","NEO8 _Patient_8_T1_B_Rep1","NEO8 _Patient_8_T4_S_Rep1"
"23844","MCRS1",14.31,1.487,10.97,10.52,11.46,16.08,15.43,13.51,11.74,25.43,6.204,8.346,9.247,11.73,16.08,8.554,3.334,15.75,16.93,25.93,12.76,14.91,28.34,23.64,33.9,11.93,20.39,16.48,6.672,19.27,12.55,16.86,17.4,4.468,11.79,18.96,17.39,17.18
"23845","FAM186B",0.3516,0.03472,0.6764,0.08393,0.0651,0.2481,0.1248,0.2019,0.423,0.6318,0.1075,0.1224,0.162,0.08803,0.2481,0.1215,0.1084,0.3066,0.5673,0.5089,0.4034,0.2967,0.7896,0.1796,0.3386,0.132,0.1383,0.4625,0.6077,0.2864,0.06975,0.2644,0.1905,0.5395,0.2457,0.1016,0.3272,0.1207
"23846","PRPF40B",2.9,0.3666,3.334,0.8611,0.9625,1.861,1.38,3.193,2.042,2.639,1.012,1.699,0.9383,2.089,1.861,0.6598,1.752,0.111,4.866,11.61,6.83,2.649,11.16,1.951,2.364,3.027,4.645,1.889,0.6488,6.667,0.7997,1.219,0.9655,3.461,1.242,1.267,2.073,3.206
"23847","FMNL3",5.003,2.017,13.39,2.241,2.828,10.99,6.792,3.782,5.469,2.508,4.408,5.592,3.527,3.674,10.99,2.899,5.477,9.322,7.058,6.881,3.5,4.652,15.03,8.833,4.024,2.68,20.28,14.96,8.913,10.11,10.13,12.65,7.328,4.774,4.201,11.91,8.104,4.827
"23848","TMBIM6",327.6,26.8,203.4,115,153.9,384.9,381.7,214.1,326.9,276.6,173.3,161,232.5,328.7,384.9,165.8,90.41,141.6,244.7,170.7,220.3,430.3,431.9,259.5,440.4,204.2,339.3,250.5,332.9,275.7,304.9,228.9,181.5,87.44,253,224.1,217,242.5
"23849","NCKAP5L",3.206,1.21,7.45,1.524,1.371,3.732,1.963,2.317,7.884,2.506,2.373,2.355,1.764,2.557,3.732,1.535,2.691,1.069,3.075,4.735,2.292,1.896,8.722,4.087,7.341,2.243,6.828,1.938,5.703,2.496,2.33,4.073,2.573,1.727,2.029,3.049,4.491,2.433
"23850","BCDIN3D-AS1",1.089,0.198,1.477,0.8511,0.8664,0.7188,1.212,0.6655,0.5362,0.6776,0.7084,0.5817,0.6159,1.562,0.7188,0.8623,0.6867,0.9327,1.181,1.29,1.474,1.579,1.475,0.9487,1.778,0.9034,0.409,0.7666,0.7702,0.4668,1.017,0.742,0.9174,0.5066,0.7396,0.8585,1.369,1.377
"23851","BCDIN3D",0.9955,0.1895,1.368,0.8147,0.8293,0.6881,1.161,0.686,0.5132,0.6486,0.6781,0.5939,0.7074,1.388,0.6881,0.8254,0.6573,0.8928,1.18,1.158,1.353,1.476,1.412,0.9444,1.702,0.9608,0.3915,0.6906,0.7373,0.4964,0.9732,0.7103,0.8782,0.4849,0.708,0.8218,1.31,1.245
"23852","FAIM2",1.432,0.1131,0.8876,0.2051,0.1325,0.1732,1.253,0.04934,0.8039,0.03958,0.14,0.3239,0.7914,0.2868,0.1732,0.01979,0.05295,0.1498,0.8086,0.2072,1.353,1.16,0.8123,0.4389,0.4333,0.0215,0.6381,0.02897,0.4568,0.3666,1.818,0.769,0.4654,0.04882,0.02501,0.855,2.692,0.1721
"23853","LINC02396",0,0,0,0,0,0,0,0,0,0,0,0.05115,0,0,0,0,0,0,0.06775,0,0.03967,0,0,0,0.08087,0,0,0,0,0,0,0,0,0,0,0.1699,0,0
"23854","LINC02395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23855","LOC105369763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04619,0,0,0,0,0,0,0,0,0,0,0
"23856","AQP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23857","AQP5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23858","AQP5",6.726,15.21,0.2854,0.425,0.1648,0,35.8,0.9714,13.03,7.997,0.2177,0.4648,1.312,0.8914,0,59.97,0.05486,0,14.47,23.43,61.57,86.9,53.77,68.82,0.3674,0.7351,12.02,7.746,2.84,13.78,0.08829,23.52,3.858,0.3035,39.96,3.687,0.7456,0.3057
"23859","LOC105369764",0,0.03338,0,0,0,0.03408,0.12,0.01942,0.06779,0.09345,0,0,0.03114,0,0.03408,0.09344,0,0,0.0974,0.06116,0.2281,0.5134,0.919,0.5181,0,0,0,0.06841,0,0.07868,0,0.07263,0,0,0.08858,0,0.03146,0.02902
"23860","AQP6",0.06011,0.1602,0.05782,0,0,0.05453,0.128,0.03107,0.1085,0.1495,0,0.04707,0.04984,0,0.05453,0.07476,0,0,0.06235,0,0.3285,0.3195,1.343,0.9673,0.07442,0,0,0.1095,0,0.2518,0,0.05811,0,0,0.1417,0,0,0.04644
"23861","LOC102723963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23862","RACGAP1",3.574,5.694,1.84,7.083,17.93,9.203,5.687,11.7,2.085,28.24,3.595,3.59,4.46,3.064,9.203,13.9,3.324,13.2,4.156,1.469,1.469,7.428,6.221,33.11,27.62,14.32,8.433,23.54,5.917,16.94,2.578,6.666,11.76,8.623,12.74,6.853,3.719,7.223
"23863","ASIC1",0.766,0.08508,0.6447,0.2057,0.1861,0.4633,0.1359,0.1155,0.7488,1.151,0.1405,0.04999,0.02646,0.4554,0.4633,0.397,0.03541,0.3006,0.7449,1.299,0.4265,0.3635,4.957,2.299,4.07,0.151,0.7908,0.5522,0.2673,0.1671,0.4559,0.3548,0.4357,0.09795,0.2509,0.581,0.3743,0.148
"23864","SMARCD1",11.72,4.453,7.07,6.38,6.494,12.49,6.354,6.009,10.61,9.53,3.897,5.965,6.242,6.356,12.49,5.513,5.732,8.599,8.386,5.077,6.574,7.373,19.85,12.36,28.46,5.026,13.09,9.532,7.248,9.33,9.264,8.031,8.122,4.557,7.983,9.614,10.33,8.706
"23865","GPD1",61.13,0.3295,11.06,4.21,1.324,1.297,1.128,19.41,17.01,0.1318,1.923,21.74,25.08,4.336,1.297,1.878,0.2938,0.3325,7.225,6.512,0.4182,16.09,0.2254,16.52,1.574,3.436,0.06249,7.717,120.9,0.3328,7.518,21.38,2.944,0,9.784,4.545,10.51,11.79
"23866","COX14",13.43,6.886,8.746,11.39,4.821,5.437,14.08,10.36,7.458,10.8,6.026,10.84,12.85,18.31,5.437,11.05,5.731,8.108,7.823,13.46,6.777,9.258,10.11,5.542,10.23,8.377,7.801,9.597,4.45,9.522,10.15,7.292,9.269,9.724,7.472,5.911,7.616,14.53
"23867","CERS5",15.59,4.391,15.19,7.532,5.869,11.45,8.814,7.904,14.28,10.05,6.54,8.236,11.41,14.42,11.45,6.831,9.093,10.85,12.64,6.687,8.922,13.44,26.32,12.92,13.97,8.234,24.19,19.58,14.3,14.62,8.434,11.15,8.53,7.309,8.162,12.01,18.68,10.29
"23868","LIMA1",61.96,2.891,39.57,18.75,9.358,41.35,37.76,17.32,105.4,15.62,36.85,50.07,43.99,30.29,41.35,15.86,20.76,17.38,24.22,17.92,18.44,53.9,27.89,21.8,20,16.84,23.03,35.46,41.21,12.98,18,28.18,10.7,13.74,12.82,19.47,56.88,28.58
"23869","MIR1293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23870","LOC107984505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23871","FAM186A",0,0,0,0,0,0,0,0,0,0,0.01095,0,0,0,0,0,0,0,0.01032,0.03241,0.03626,0,0,0,0,0,0,0,0,0,0,0.009621,0,0,0,0,0,0.01538
"23872","LARP4",5.179,1.541,7.967,2.96,5.172,8.523,7.686,3.929,9.136,10.03,4.986,3.302,3.358,6.756,8.523,5.223,4.613,7.893,4.855,4.013,5.212,8.784,10.05,5.545,16.21,7.144,6.834,10.1,9.175,7.127,5.778,6.218,4.354,3.141,4.514,3.957,5.978,5.706
"23873","SNORD133",0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23874","DIP2B",4.919,2.537,9.361,2.793,1.976,7.108,4.787,3.232,7.101,7.429,6.707,5.214,2.753,3.549,7.108,4.938,5.554,1.158,4.728,5.635,8.343,7.149,16.11,7.511,9.547,7.335,5.181,3.327,3.741,5.225,6.382,6.105,3.905,2.327,3.135,4.781,4.944,3.257
"23875","ATF1",11.08,5.296,8.725,9.244,5.934,8.572,7.86,4.974,12.75,8.1,10.68,9.084,11.98,7.904,8.572,7.503,7.805,13.14,5.805,2.414,4.361,12.8,18.18,12.76,15.15,6.443,9.844,14.9,11.51,9.926,12.14,7.715,5.386,3.911,7.061,7.812,12.1,10.24
"23876","TMPRSS12",0,0.1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06527,0,0,0,0,0,0,0.2233,0.08043,0,0,0,0,0,0.2198,0,0,0.1023,0,0.165,0,0,0
"23877","TMT1A",44.69,0.5449,38.03,6.535,4.7,10.19,16.35,10.04,46.21,14.4,6.289,8.26,17.25,8.806,10.19,7.536,3.021,9.086,20.38,14.3,7.747,14.9,56.99,14.29,23.2,12.07,17.42,30.33,205.3,14.13,43.49,31.89,14.4,0.6524,41.3,25.01,35.67,14.86
"23878","HIGD1C",0,0.02507,0.1086,0,0,0.05119,0.06006,0,0.1018,0,0.03105,0.08838,0,0.04238,0.05119,0.03509,0.0939,0,0.02926,0,0.03427,0,0.06002,0,0.06986,0.03813,0,0,0.2025,0.0591,0.05037,0.1364,0.05502,0,0,0.1467,0,0
"23879","SLC11A2",7.608,6.245,6.093,4.675,4.445,6.113,14.53,4.457,10.06,11.33,9.081,5.403,4.678,6.803,6.113,5.413,6.652,5.844,5.76,4.96,5.267,7.6,59.96,15.79,8.281,10.37,11.62,8.939,5.361,16.16,4.82,6.365,7.387,3.108,13.81,4.401,7.79,6.426
"23880","LETMD1",8.856,1.7,8.733,4.581,4.189,3.193,6.096,2.859,7.663,4.17,3.105,5.557,7.69,4.783,3.193,2.832,3.92,7.673,5.433,7.028,5.819,4.624,11.17,4.474,11,3.945,6.591,4.579,8.723,5.208,8.578,5.671,5.475,3.315,3.645,8.451,8.493,5.568
"23881","CSRNP2",1.643,0.2237,1.096,0.3796,0.9274,1.25,0.9027,1.041,3.539,3.494,0.7874,0.4773,0.7471,1.194,1.25,0.3296,0.588,0.7487,2.392,2.568,1.513,3.22,5.61,1.99,1.805,0.8595,2.501,2.244,1.427,2.165,0.7334,1.114,1.318,0.5558,1.375,1.539,1.709,1.31
"23882","TFCP2",15.71,7.031,16.5,9.953,13.25,14.58,12.74,6.228,12.25,12.29,12.71,10.44,11.32,13.82,14.58,9.467,11.59,9.267,12.31,9.516,10.54,18.7,45.76,20.78,17.65,9.77,12.89,14.59,6.728,14.93,15.7,14.02,12.02,8.115,8.62,13.96,15.24,13.78
"23883","POU6F1",1.233,0.01129,2.836,0.07281,0.1694,0.7379,0.3923,0.2956,2.018,0.332,0.2517,0.2488,0.3372,0.2577,0.7379,0.03162,0.2608,0.1795,1.588,1.759,1.25,0.5115,2.677,0.6136,0.9598,0.2061,2.234,1.296,0.7603,0.9583,1.361,1.167,0.57,0.065,0.2897,1.432,1.182,0.2455
"23884","DAZAP2",126.1,5.054,63.2,36.54,47.79,66.64,125.6,54.15,143.2,112.7,44.32,66.43,128.5,116.3,66.64,30.22,14.51,66.06,56.13,12.17,32.9,111.7,198.6,95.8,102.4,16.07,89.09,122.7,82.63,69.32,107.9,77.37,72.62,35.74,72.6,138.8,123.2,62.9
"23885","SMAGP",7.62,2.145,2.54,2.539,8.485,4.175,4.417,7.643,16.06,9.478,2.573,3.899,7.318,2.663,4.175,1.783,1.841,2.723,4.186,2.764,2.657,7.16,47.03,15.72,6.818,3.058,5.073,10.1,4.964,19.36,3.973,6.017,9.195,2.662,8.539,4.054,9.415,3.147
"23886","LOC102723983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23887","BIN2",5.667,2.735,12.78,3.254,8.385,8.687,24.65,5.177,5.466,11.85,2.123,3.635,8.102,5.32,8.687,8.295,4.282,29.44,6.309,5.091,2.463,3.598,24.53,13.74,10.4,5.348,23.63,30.65,26.48,15.86,38.64,33.13,22.87,1.724,6.106,44.76,12.07,6.907
"23888","LOC105369767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23889","CELA1",0,0,0,0,0,0.1456,0,0,0,0,0.1766,0,0,0,0.1456,0,0,0,0.3329,0.3919,0.09745,0.1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124
"23890","GALNT6",1.375,0.1222,0.7696,1.683,0.3958,2.609,2.954,3.179,1.579,2.55,9.272,12.2,0.5597,1.577,2.609,1.011,1.276,0.4709,14.3,9.893,15.85,6.911,1.968,0.843,1.579,0.794,3.038,1.48,0.6282,3.299,0.491,0.6284,0.8045,0.422,0.6093,1.235,1.068,5.157
"23891","SLC4A8",0.5014,0.06819,0.8268,0.9819,0.2558,1.736,0.6644,0.7722,0.2955,0.07637,4.667,3.069,0.3988,0.4688,1.736,0.2164,0.8911,0.3212,4.654,2.049,6.059,4.149,0.09797,0.196,0.8488,0.1452,0.3139,0.233,0.07346,0.1286,0.3471,0.3907,0.1197,0.06281,0.1448,0.1064,0.3857,2.759
"23892","SLC4A8-AS1",0,0,0,0,0,0,0,0,0,0,0.02706,0.03852,0,0,0,0,0,0,0,0.08009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23893","LOC105369768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23894","SCN8A",0.1969,0.05248,0.1389,0.1128,0.3937,0.2501,0.05588,0.1967,0.1895,0.2286,0.1228,0.04111,0.1197,0.03943,0.2501,0.02449,0.1019,0.3708,0.633,0.6518,0.8768,0.009966,0.3909,0.5733,0.7474,0.0266,0.6039,0.2868,0,0.1787,0.05858,0.1078,0.1792,0.1611,0.1548,0.273,0.1539,0.07098
"23895","FIGNL2",0,0,0,0,0,0,0,0,0.04527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01213,0,0.01283,0,0,0.02101,0
"23896","FIGNL2-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23897","ANKRD33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05333,0,0,0
"23898","ACVRL1",9.347,1.266,12.93,1.816,3.04,7.849,6.694,4.059,6.96,3.155,1.682,3.864,6.453,2.975,7.849,3.284,2.332,7.308,6.055,7.779,2.849,3.614,7.392,8.227,0.6883,3.381,15.5,8.416,12.51,7.387,8.746,13.03,5.692,2.115,5.544,9.698,8.323,4.188
"23899","ACVR1B",6.115,1.915,10.08,2.482,2.395,5.598,5.399,3.19,9.814,4.486,5.55,3.862,3.481,3.576,5.598,3.294,3.47,3.759,6.854,9.979,7.615,8.194,35.1,5.506,9.349,4.588,10.5,7.544,6.237,6.581,4.351,6.156,4.149,2.046,3.344,3.908,5.641,4.049
"23900","TAMALIN-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23901","TAMALIN",7.291,0.4648,8.812,0.9761,0.7395,3.02,1.721,1.147,15.04,0.6309,1.308,1.092,2.733,1.047,3.02,1.163,1.864,3.632,2.548,4.052,1.636,1.661,6.879,3.814,2.551,0.921,5.236,3.175,8.23,2.423,2.49,4.689,1.391,1.248,1.62,3.132,6.08,1.469
"23902","NR4A1",18.72,0.1262,0.5463,0.01356,0.142,0.9962,0.1209,0.3425,29.35,0.73,0.08333,0.1038,3.972,0.3412,0.9962,0.4239,0.2415,0.1486,0.5106,14.86,0.3679,0.23,3.323,2.771,20.72,0.1151,1.206,0.6034,0.09061,3.212,0.2197,0.6223,0.6277,0.3389,1.101,1.001,2.68,0.1316
"23903","LOC107984510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06788,0,0,0,0,0,0,0,0,0,0,0,0,0.0813,0,0,0,0,0
"23904","ATG101",22.67,21.03,7.471,21.95,13.64,23.14,20.89,20.4,31.25,39.82,12.3,11.67,19.93,25.85,23.14,45.36,12.63,14.17,13.66,17.6,17.85,25.5,61.63,34.82,28.85,19.08,18.7,20.55,8.539,40.56,11.24,15.63,24.25,13.42,22.11,20.38,17.32,29.92
"23905","SMIM41",0,0.04751,0,0,0,0.09702,0,0.05527,0,0,0,0,0,0,0.09702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05469,0,0,0,0
"23906","OR7E47P",0,0.04689,0,0,0,0.09574,0,0.05455,0,0,0,0,0,0,0.09574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05398,0,0,0,0
"23907","LOC112268096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23908","LOC105369771",0,0,0,0,0,0,0,0.02194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05254,0,0,0,0,0,0,0,0,0,0,0,0,0
"23909","KRT80",1.008,0.988,1.036,0.6718,0.6369,10.88,5.585,2.856,21.44,9.379,0.9749,1.224,0.461,0.7307,10.88,7.109,1.927,0.1091,2.234,1.33,0.6753,0.9498,98.83,5.405,16.43,3.287,17.83,3.923,0.04157,39.81,0,0.4367,1.084,0.3732,7.893,0.2711,0.9313,2.577
"23910","LINC02874",0,0,0,0,0,0,0,0.03336,0,0,0,0.05055,0,0,0,0,0,0,0,0,0,0,0.06866,0,0.07991,0,0.07615,0,0,0,0,0,0,0.06603,0,0,0,0
"23911","LINC00592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23912","KRT7",56.77,75.94,2.482,32.88,51.81,62.82,250.1,93.06,312.5,291.5,9.966,4.124,33.62,3.915,62.82,280,24.16,0.6612,58.63,59.63,26.16,16.27,1215,135.4,11.34,196.1,112.5,96.53,1.701,245.8,0.09401,52.89,77.02,20.77,339.7,24.56,35.5,12.94
"23913","KRT7-AS",0.09006,0.08002,0,0.129,0.07503,0.1634,0.3834,0.3258,0.1625,0.4481,0.04955,0.07053,0.07467,0,0.1634,0.6721,0.04995,0,0.1868,0.07332,0,0.06838,1.341,0.138,0.1115,0.3651,0.3187,0.08201,0,0.4716,0,0.1306,0.1756,0.09212,1.203,0.07806,0,0
"23914","KRT87P",0,0,0,0,0,0.3104,0,0,0,0,0,0,0,0,0.3104,0,0,0,0,0,0,0.1732,0,0,0,0,0,0,0,0,0,0,0,0,0.1793,0,0,0
"23915","KRT86",0.1168,0.1556,0.06739,0.1338,0.1751,1.186,10.52,0.2897,0.4214,0.6681,0.03855,0.03658,0.1162,0.08769,1.186,0.1598,0.2591,0.03665,0.2059,0.07605,0.04255,0.01773,68.84,1.825,1.619,0.01578,0.6061,0.4041,0.08382,0.7337,0.02085,0.2032,0.6376,0.02389,92.94,0.3644,0.3325,0.1624
"23916","KRT81",0.2378,0.1409,0.07625,0,0.06605,2.301,0.1688,0.2049,0.1431,0.5916,0.04361,0.06208,0.06573,0.1191,2.301,0.0493,0.4837,0.1244,0.2467,0.1936,0.09629,0,1.518,0.5467,0.4907,0,0.4676,0.2166,0,1.079,0,0.07664,0.2319,0.08109,0.4985,0.1374,0.1328,0.1225
"23917","KRT83",0.08156,0.03623,0,0,0,0.148,0,0.1265,0.4415,0,0,0,0,0.06125,0.148,0.1522,0.04524,0,0.2538,0,0.04953,0,12.49,0.8124,1.212,0,0.2887,7.204,0,0.5125,0,0.1971,0.4771,0.04171,2.051,0.7069,0,0.189
"23918","KRT85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2407,0.04335,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0
"23919","KRT84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03314,0,0,0,0.2719,0,0,0,0,0,0,0,0.05704,0,0,0.1307,0,0.05539,0,0
"23920","KRT82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23921","KRT75",0,0.09393,0,0,0,0.959,0,0.03642,0.3815,0.08766,0,0,0,0.05292,0.959,0.2629,0.1954,0,0,0,0.0428,0,4.798,1.134,0,0.1428,0.1663,0.06417,0,8.561,0,1.601,0,0.2883,4.653,0,0.7083,0.05444
"23922","KRT6B",20.93,151.6,6.326,3.996,0,11.39,52.96,17.79,97.7,10.58,3.399,3.381,11.84,3.143,11.39,2.685,4.127,0,14.37,13.3,10.57,4.994,4778,890.2,5.674,0.8079,198.3,17.54,0.159,606,0,16.44,56.68,39.89,73.57,4.376,31.71,2.207
"23923","KRT6C",7.815,55.49,2.548,1.66,0,4.326,21.64,5.648,39.2,3.954,1.494,1.245,4.118,0.8953,4.326,0.9061,1.653,0,4.774,4.421,3.137,1.861,2131,329.3,12.38,0.4922,74.93,5.488,0.1585,229.7,0,5.09,22.92,13.21,29.31,1.493,13.04,0.4093
"23924","KRT6A",0.3313,3.091,1.211,0.09489,0,1.683,355,2.294,3.587,0.989,0.1458,0.4151,0.3296,0.199,1.683,0.2472,0.1103,0,0.4123,0.2697,0.2414,0.2012,2746,175.3,10.75,14.73,33.85,3.861,0,150.2,0,0.4804,1.744,31.04,2.708,0.4595,1.332,0.2559
"23925","KRT5",155.1,2.702,22.15,12.67,28.63,19.77,84.59,39.41,1014,62.89,11.77,19.69,91.55,15.04,19.77,2.337,13.64,1.287,175.8,55.91,27.51,30.04,2909,707.4,0.2538,4.986,60.3,68.01,1.635,478.3,1.037,79.86,198.3,267.4,14.77,48.09,308.1,34.58
"23926","KRT71",0,0,0,0,0,0,0,0,0,0,0.07435,0,0,0,0,0,0,0,0,0,0,0,0.07188,0.05178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23927","KRT74",0,0,0,0,0,0,0,0,0,0,0,0,0.0446,0,0,0,0.02983,0,0,0,0,0,0,0,0,0,0.06346,0,0,0,0,0,0,0.02751,0,0,0,0
"23928","KRT72",0,0,0,0,0.1082,0,0,0,0,0,0,0,0.05382,0,0,0.04036,0,0,0,0,0,0.04928,0.3452,0.04974,0.08035,0.08771,0,0,0,0,0.1159,0.2824,0.06329,0.06639,0.05102,0.4501,0,0
"23929","KRT73",0,0.03196,0,0,0.09989,0,0,0,0,0,0,0,0,0,0,0,0,0.07527,0,0.03905,0,0,0.1275,0.03675,0.08906,0,0.02829,0,0,0.05023,0.06422,0.03477,0.02338,0.1717,0.01885,0.08314,0,0
"23930","KRT73-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04971,0,0,0,0,0,0,0,0,0,0,0,0,0
"23931","LOC105369772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23932","KRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1959,0,0,0,0,0.06639,0,0,0,0,0,0,0,0,0,0,0.1596,0,0,0,0
"23933","KRT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3318,0,0.07724,0,0,0,0,0,0,0,0,8.424,0,0,0,0
"23934","KRT77",0,0,0.6129,0,1.725,0.07226,0,0,0.07186,0,0,0,0,0,0.07226,0,0,14.69,0,0,0,0,368.3,0.7934,0,0,0,0,0,0.08341,0,0.01925,0,0.1426,0,0,0,0
"23935","KRT76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23936","KRT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03696,0,0,0,0,0,0,0.4425,0,0,0.08031,0.07012,0,0,0,0,0,0.1159,0,0,0,0,0.04592
"23937","KRT4",0.07142,0.1587,0.1374,0,0.1785,0.3888,0.4562,0.2215,0.1289,0,0,0,0,0,0.3888,7.196,0.3169,0,0.6297,0,0,0.3254,108.4,2.135,0,4.102,0.08426,1.561,0,0,0,0.03452,0.1393,0.6941,0,0.1857,0,0.1104
"23938","KRT79",0.1441,0.032,0.2079,0,15.54,0,0.1533,0.07446,0.26,0.0896,0,0.5077,0.2389,0.0541,0,0,0,0.5652,0.03736,0,0,0.05469,1.532,0.4968,0,0,0.2549,0.328,1.293,0.1509,0.1929,0.2785,0.1405,19.49,0.05662,0.1873,0.1207,0
"23939","KRT78",0,0,0,0,0.2971,0,0.05422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0.03442,0.0601,0,0,0,0,0,0,0.02605,0,0,0,0
"23940","KRT8",23.14,34.86,16.3,43.52,17.12,148,67.59,85.05,142.8,97.1,17.82,28.67,22.51,62.92,147.9,82.11,55.41,1.175,78.6,71.53,62.82,68.88,112.5,121.4,278,39.54,38.86,27.27,1.14,63.72,1.397,19.18,40.61,10.27,90.83,15.16,40.81,67.4
