"Method","Cell_Type","Timepoint","test","p_value","FDR","n_clusters","note","Fun-CIM_n","Dys-CIM_n","Fun-CIM_mean","Dys-CIM_mean","Fun-CIM_sd","Dys-CIM_sd"
"CIBERSORTx","NK cells resting","Surgery","wilcox_rank_sum",0.966418473530137,0.977128312456566,2,NA,25,11,0.00480304431878486,0.00931076432684054,0.00820673065901494,0.0201048897010859
"CIBERSORTx","Neutrophils","Surgery","wilcox_rank_sum",0.283309717864081,0.436345942961559,2,NA,25,11,0.00601676735211457,0.0088244523393048,0.00850051819753787,0.00912457083834629
"CIBERSORTx","Plasma cells","Surgery","wilcox_rank_sum",0.263297290483886,0.412117498148692,2,NA,25,11,0.0096894942203808,0.00320555830939402,0.0137958441055679,0.00271224848433052
"CIBERSORTx","T cells CD4+ (general)","Surgery","wilcox_rank_sum",0.114170062299678,0.226245261070921,2,NA,25,11,0.144498044458767,0.1235161646966,0.0616450770085546,0.0222888857693479
"CIBERSORTx","T cells CD8+ (total)","Surgery","wilcox_rank_sum",0.0741356835039068,0.163401098335141,2,NA,25,11,0.0800519953265431,0.105712894057535,0.0441522604157217,0.0396909190400078
"CIBERSORTx","T cells follicular helper","Surgery","wilcox_rank_sum",0.050290565257808,0.122053506693107,2,NA,25,11,0.0558924176783779,0.0770565939174742,0.023894497913854,0.0256080558234649
"CIBERSORTx","T cells gamma delta","Surgery","wilcox_rank_sum",0.0530454651121293,0.125910114991428,2,NA,25,11,0.00374911504386037,0.0069074557741824,0.011575761546379,0.0123504351969726
"CIBERSORTx","T cells regulatory (Tregs)","Surgery","wilcox_rank_sum",0.130393307762964,0.243517925473375,2,NA,25,11,0.00549842763214043,0.0157962930166333,0.0087999836782595,0.0161680592413847
"consensus_tme","B cell","Surgery","wilcox_rank_sum",0.731283806182691,0.840198415614155,2,NA,25,11,-0.0643145076230753,-0.0910393006189557,0.100819244552552,0.0530037095226772
"consensus_tme","Cancer associated fibroblast","Surgery","wilcox_rank_sum",0.00177740765082308,0.0112917662522878,2,NA,25,11,0.356338676631427,0.18651151966032,0.0906637235922726,0.161161180352876
"consensus_tme","Endothelial cell","Surgery","wilcox_rank_sum",0.00140418201506217,0.00978397791140089,2,NA,25,11,0.259290538397029,0.0772902994574319,0.148921695237924,0.130005549099908
"consensus_tme","Eosinophil","Surgery","wilcox_rank_sum",0.836751096730251,0.899195208426539,2,NA,25,11,0.0884545439810207,0.0626598955432293,0.16005210955648,0.0609940524690024
"consensus_tme","Macrophage","Surgery","wilcox_rank_sum",0.836751096730251,0.899195208426539,2,NA,25,11,0.173258320608385,0.151505436396141,0.154170481522669,0.0703578874624791
"consensus_tme","Macrophage M1","Surgery","wilcox_rank_sum",0.582683458340535,0.71107133899184,2,NA,25,11,0.0972689367116068,0.106267622360724,0.162985186460495,0.0763294253227578
"consensus_tme","Macrophage M2","Surgery","wilcox_rank_sum",0.449936901560855,0.589008307497846,2,NA,25,11,0.232547331392273,0.18699800998949,0.155927348317487,0.0652516377549755
"consensus_tme","Mast cell","Surgery","wilcox_rank_sum",0.680264706017982,0.802935390709749,2,NA,25,11,-0.00560271139051143,-0.0316723245430477,0.142018815221992,0.0789293145778827
"consensus_tme","Monocyte","Surgery","wilcox_rank_sum",0.257096546009365,0.405349298817684,2,NA,25,11,0.128650282004215,0.0663989557516375,0.137194046502065,0.0610479074502993
"consensus_tme","Myeloid dendritic cell","Surgery","wilcox_rank_sum",0.836751096730251,0.899195208426539,2,NA,25,11,0.10202435662849,0.0933407487228423,0.143794801355247,0.0673358165035492
"consensus_tme","NK cell","Surgery","wilcox_rank_sum",0.180462840723322,0.306928925954626,2,NA,25,11,-0.132765875791184,-0.110837049871232,0.164893446769386,0.0940871205912265
"consensus_tme","Neutrophil","Surgery","wilcox_rank_sum",0.705608807329843,0.81503477210292,2,NA,25,11,0.0111599898089248,0.018495860170712,0.123345500376088,0.0617131270955428
"consensus_tme","T cell CD4+","Surgery","wilcox_rank_sum",0.890740465989802,0.938536295872181,2,NA,25,11,0.0318429876817812,0.0089644442324372,0.157776843783346,0.0721568937792198
"consensus_tme","T cell CD8+","Surgery","wilcox_rank_sum",0.94524142742881,0.963076171342561,2,NA,25,11,0.0216401213660757,-0.00319419277129106,0.162650703396116,0.0829343908640907
"consensus_tme","T cell gamma delta","Surgery","wilcox_rank_sum",0.203854026539793,0.333579316156025,2,NA,25,11,-0.0767583452705978,-0.0576283273638028,0.173294548046968,0.0885371978783277
