gene,direction,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,correlation_p_value,correlation_padj,directional_correlation_strength,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,passes_correlation_threshold,selected_for_analysis,in_expression_matrix
RYR3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00241236450389188,0.00327430313684905,0.428,0.428,7.1766958691314e-4,0.00327430313684905,0.428,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
S100A14,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00187576747674493,0.00171361344080713,0.453,-0.453,8.40640555867648e-5,0.00171361344080713,0.453,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
S100A16,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00124272510470039,0.00670178265711195,0.468,-0.468,5.5848188809266e-4,0.00670178265711195,0.468,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
S1PR4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.5568579022265e-4,2.4228079458418e-4,0.491,0.491,2.16376558685248e-5,2.4228079458418e-4,0.491,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SAAL1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00124272510470039,0.00205733312145004,0.482,-0.482,1.0416057627467e-4,0.00205733312145004,0.482,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SAFB2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00412945078145822,0.00617106352262331,0.404,0.404,0.00167860690159408,0.00617106352262331,0.404,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SAMD3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00189660243459759,0.00117498356071521,0.412,0.412,1.8799234468379e-4,0.00117498356071521,0.412,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SAMD5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.8648629560092e-4,1.8877579514226e-4,0.498,0.498,1.49557689480722e-5,1.8877579514226e-4,0.498,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SAMD9L,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.08968994686325e-5,1.42593292290802e-5,0.59,0.59,2.54389160428967e-7,1.42593292290802e-5,0.59,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SAMHD1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.0920321597881e-4,1.0875943558431e-4,0.473,0.473,6.22459662778129e-6,1.0875943558431e-4,0.473,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SAMSN1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.3692365490879e-4,1.7957270292039e-4,0.452,0.452,1.34961874207468e-5,1.7957270292039e-4,0.452,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SAP30L-AS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0159661839998117,0.0147505048339261,0.332,0.332,0.005222977497799,0.0147505048339261,0.332,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SCARA5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00154948993570737,9.2740422622906e-4,0.413,0.413,1.3736081463958e-4,9.2740422622906e-4,0.413,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SCML1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0150759318820761,0.0130397085571083,0.333,0.333,0.004473917820747,0.0130397085571083,0.333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SCN11A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.67386061186e-4,3.6892093263176e-4,0.436,0.436,3.97519185703061e-5,3.6892093263176e-4,0.436,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SCN3A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.6864382532391e-4,6.6724753592452e-4,0.5,0.5,8.7497554239159e-5,6.6724753592452e-4,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SCN4B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00102852433957934,5.9782530004234e-4,0.431,0.431,7.59501324582102e-5,5.9782530004234e-4,0.431,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SCN7A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00526757496739032,0.00660149165541872,0.393,0.393,0.00185173916875267,0.00660149165541872,0.393,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SCPEP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.55088797809496e-5,2.21332240545807e-5,0.51,0.51,5.69433026554211e-7,2.21332240545807e-5,0.51,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SCTR,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0126154712270862,0.0129959635639825,0.348,0.348,0.00444482534025636,0.0129959635639825,0.348,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SDHAP2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00387892762614542,0.00330310930804702,0.402,0.402,7.2813824683678e-4,0.00330310930804702,0.402,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SELENOM,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0113167913573822,0.00924335807440537,0.347,0.347,0.00286311562996519,0.00924335807440537,0.347,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SELP,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.8844412131202e-4,3.1901920225033e-4,0.494,0.494,3.1901920225033e-5,3.1901920225033e-4,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SELPLG,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.2318798820183e-4,1.4770810520721e-4,0.507,0.507,9.52206338599995e-6,1.4770810520721e-4,0.507,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SEMA5B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00225691906535257,0.003515315573659,0.43,0.43,7.9260417179669e-4,0.003515315573659,0.43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SEMA6D,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.2550302081896e-4,2.0140090635837e-4,0.492,0.492,1.67834088631981e-5,2.0140090635837e-4,0.492,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SENP3-EIF4A1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.9486128408718e-4,0.00119472798654352,0.501,-0.501,4.69625780874024e-5,0.00119472798654352,0.501,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SERPING1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.80144311377401e-5,1.88332298743899e-5,0.531,0.531,4.11240440659658e-7,1.88332298743899e-5,0.531,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SERPINI1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00382321190184729,0.00561306969432558,0.408,0.408,0.00149681858515349,0.00561306969432558,0.408,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SESN1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.16981691752217e-5,2.49652491721434e-5,0.501,0.501,7.27449284994138e-7,2.49652491721434e-5,0.501,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SET,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0079337027427623,0.00834617180663658,0.392,-0.392,7.795009517519e-4,0.00834617180663658,0.392,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SETDB2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.6015410896549e-4,1.9468682458567e-4,0.46,0.46,1.58565684175122e-5,1.9468682458567e-4,0.46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SFXN2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0153207766851841,0.017610326088656,0.362,-0.362,0.0021542191347444,0.017610326088656,0.362,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SFXN4,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00118518420689633,9.4082886133341e-4,0.453,-0.453,3.37112717490901e-5,9.4082886133341e-4,0.453,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SH2B1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00693747137119111,0.00724141603110394,0.378,0.378,0.00209044651463944,0.00724141603110394,0.378,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SH2D1A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.2550302081896e-4,2.2056133134923e-4,0.497,0.497,1.90043411288333e-5,2.2056133134923e-4,0.497,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SH2D1B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00903661865136347,0.0102894470993039,0.366,0.366,0.00328097464109878,0.0102894470993039,0.366,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SH2D4B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00481602441765726,0.00636205636989669,0.397,0.397,0.00175656776502179,0.00636205636989669,0.397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SH3BGRL2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00404813732135069,0.00263114448492529,0.38,0.38,5.4112216765444e-4,0.00263114448492529,0.38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SH3BP4,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0293165032711483,0.0420893568392431,0.331,-0.331,0.00664429469600631,0.0420893568392431,0.331,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SH3BP5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00243245861774904,0.00166312745320685,0.411,0.411,3.0074382157683e-4,0.00166312745320685,0.411,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SHE,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.97448958809963e-5,4.7704149562066e-5,0.506,0.506,1.98017224597255e-6,4.7704149562066e-5,0.506,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SHFL,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.1910457112648e-4,1.5107874616973e-4,0.543,0.543,9.93099392924389e-6,1.5107874616973e-4,0.543,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SHISA9,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00257256186394557,0.00264528999564927,0.423,0.423,5.4652689532753e-4,0.00264528999564927,0.423,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SHOX2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.0240594424545e-4,1.6191295948776e-4,0.454,0.454,1.1456105624134e-5,1.6191295948776e-4,0.454,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SHPK,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.0091826975467e-4,0.00178205610743003,0.516,-0.516,8.85424103691651e-5,0.00178205610743003,0.516,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SHROOM1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00480326124828762,0.00648393416488105,0.397,0.397,0.00180856905794009,0.00648393416488105,0.397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SIDT1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00468622552381417,0.00535810514470519,0.399,0.399,0.00141534852879005,0.00535810514470519,0.399,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SINHCAF,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.9600776455494e-4,0.00129067232474194,0.535,-0.535,5.27633340303309e-5,0.00129067232474194,0.535,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SIRPA,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.2016027121077e-4,3.757447726214e-4,0.493,0.493,4.10010805344745e-5,3.757447726214e-4,0.493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SKAP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00138909228481437,0.00365557216492817,0.444,0.444,8.4491998151641e-4,0.00365557216492817,0.444,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLA,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.76861901058132e-5,9.04389148763276e-6,0.513,0.513,1.16603632387718e-7,9.04389148763276e-6,0.513,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLA2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.0678450522535e-4,4.8500119005483e-4,0.487,0.487,5.65834721730644e-5,4.8500119005483e-4,0.487,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLAMF1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.6641138582863e-5,1.8535957834742e-5,0.502,0.502,3.84708558834269e-7,1.8535957834742e-5,0.502,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLAMF6,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.75621767775613e-5,3.45536736398822e-5,0.532,0.532,1.16265505643629e-6,3.45536736398822e-5,0.532,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC15A3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.5287048377233e-4,5.0481690925782e-4,0.492,0.492,6.0959023004718e-5,5.0481690925782e-4,0.492,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC19A2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0136490017139027,0.0212435156322139,0.373,-0.373,0.00275898489185671,0.0212435156322139,0.373,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC24A4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0140486556182004,0.014564298500678,0.342,0.342,0.00513414421989309,0.014564298500678,0.342,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC25A13,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00323954280064376,0.00462228141216941,0.443,-0.443,3.2995530835297e-4,0.00462228141216941,0.443,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC25A15,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00557185649237296,0.00759381283045092,0.418,-0.418,6.6863760771266e-4,0.00759381283045092,0.418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC25A27,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.2231259403575e-4,2.540419196646e-4,0.502,0.502,2.3017932748593e-5,2.540419196646e-4,0.502,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC25A3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.6013153105483e-4,0.00135872838491345,0.494,-0.494,5.81091384742858e-5,0.00135872838491345,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC25A34,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.6841520600038e-4,3.3276345228088e-4,0.458,0.458,3.39083141837761e-5,3.3276345228088e-4,0.458,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC25A53,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00333512159785516,0.00276258997955551,0.409,0.409,5.8118638249139e-4,0.00276258997955551,0.409,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC28A3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00139387188511677,8.1308916719971e-4,0.417,0.417,1.173609835675e-4,8.1308916719971e-4,0.417,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC2A5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00361588764715873,0.00307409853187389,0.406,0.406,6.6315458895141e-4,0.00307409853187389,0.406,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC30A3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.7431354344721e-4,0.00121239151727829,0.498,0.498,1.9596516977391e-4,0.00121239151727829,0.498,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC30A9,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00235858412342848,0.00483668876523455,0.456,-0.456,3.635121430475e-4,0.00483668876523455,0.456,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC35B2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,7.818612001875e-4,0.452,-0.452,2.45868301945757e-5,7.818612001875e-4,0.452,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC36A1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.4270176968654e-4,2.9836513280187e-4,0.439,0.439,2.88982581455907e-5,2.9836513280187e-4,0.439,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC37A4,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00373623347500882,0.00388147245663955,0.429,-0.429,2.5022070868273e-4,0.00388147245663955,0.429,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC38A10,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0149715995497956,0.0165362360118257,0.339,0.339,0.00597804754884321,0.0165362360118257,0.339,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC38A11,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00390743251967416,0.00718156064685067,0.405,0.405,0.00204606727863104,0.00718156064685067,0.405,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC47A1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00481049980573922,0.00628462348793775,0.397,0.397,0.0017253070141414,0.00628462348793775,0.397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC5A1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0093802557614966,0.00911241630103638,0.362,0.362,0.00281682554211282,0.00911241630103638,0.362,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC6A1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0102813338212768,0.0112160282992031,0.359,0.359,0.00364344567077887,0.0112160282992031,0.359,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC7A9,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.5287048377233e-4,5.6433480581877e-4,0.493,0.493,6.92108724117362e-5,5.6433480581877e-4,0.493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC8A3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00240929852160606,0.0055096293892756,0.423,0.423,0.00146057156451551,0.0055096293892756,0.423,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLC9A1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.9822330890632e-4,0.00231511212988205,0.474,0.474,4.5938231256464e-4,0.00231511212988205,0.474,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLCO5A1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00172621207968603,0.00117498356071521,0.425,0.425,1.8807126805158e-4,0.00117498356071521,0.425,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLFN14,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00116360743121727,7.8208708574271e-4,0.442,0.442,1.1190239748834e-4,7.8208708574271e-4,0.442,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SLURP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00916403181026659,0.00881191129574752,0.379,-0.379,8.479386341191e-4,0.00881191129574752,0.379,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SMAP2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.2410768072109e-4,1.2649058067609e-4,0.491,0.491,7.55761331083557e-6,1.2649058067609e-4,0.491,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SMPDL3A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.5565037202098e-4,7.51905055410555e-5,0.475,0.475,3.6885908378631e-6,7.51905055410555e-5,0.475,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SMS,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.35991918810916e-5,2.6986843840182e-4,0.581,-0.581,4.66753588430828e-6,2.6986843840182e-4,0.581,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SMYD1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.004225423390554,0.00681362170013042,0.402,0.402,0.0019269936620062,0.00681362170013042,0.402,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SMYD2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0179879018502217,0.0213907139567037,0.355,-0.355,0.00279155543774593,0.0213907139567037,0.355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SNAI3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.7431354344721e-4,1.5088924069249e-4,0.461,0.461,9.82203547904e-6,1.5088924069249e-4,0.461,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SNHG16,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.67990427103474e-5,5.13162859375334e-5,0.617,-0.617,3.38881133549749e-7,5.13162859375334e-5,0.617,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SNORA11,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0216816154610221,0.0237318649361777,0.341,-0.341,0.00320902576181019,0.0237318649361777,0.341,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SNORA9,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00860242771254987,0.00905359639473529,0.367,0.367,0.00279294907648909,0.00905359639473529,0.367,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SNRNP70,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00210731811527105,0.00288966416446454,0.433,0.433,6.1246341095883e-4,0.00288966416446454,0.433,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SNX7,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0123726708360158,0.0248156795277987,0.378,-0.378,0.00339459767125548,0.0248156795277987,0.378,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SOCS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.001271185814644,7.5932434474603e-4,0.425,0.425,1.0665898069585e-4,7.5932434474603e-4,0.425,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SOD3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.32686571492921e-5,2.21332240545807e-5,0.594,0.594,5.74129815172865e-7,2.21332240545807e-5,0.594,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SORD,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00721700147559037,0.00810055245172863,0.399,-0.399,7.5146634379243e-4,0.00810055245172863,0.399,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SOWAHD,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00439994157283166,0.0042426644323866,0.4,0.4,0.00104865856725027,0.0042426644323866,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SOX7,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.6408004393974e-4,7.7888034881249e-4,0.491,0.491,1.1095371006668e-4,7.7888034881249e-4,0.491,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SP110,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.2031180645524e-4,0.00258400890450291,0.468,0.468,5.2867277599509e-4,0.00258400890450291,0.468,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SP140,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.57801878005212e-5,4.29455243325099e-5,0.518,0.518,1.5935760601371601e-06,4.29455243325099e-5,0.518,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SPARCL1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.5703902993404e-4,1.6373904834206e-4,0.5,0.5,1.16368002909768e-5,1.6373904834206e-4,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SPATA31C2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00693747137119111,0.00581132446983203,0.372,0.372,0.00155882382791406,0.00581132446983203,0.372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SPATA31F1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00540757332723808,0.00574609010060653,0.39,0.39,0.00153951847978514,0.00574609010060653,0.39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SPATA8,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00700547153346764,0.010219718189257,0.378,0.378,0.00323945784112296,0.010219718189257,0.378,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SPATC1L,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.6704548101999e-4,0.00322166149318464,0.494,-0.494,1.9426732454926e-4,0.00322166149318464,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SPMIP4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00243241208794765,0.00243186922733566,0.425,0.425,4.901975392208e-4,0.00243186922733566,0.425,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SPPL2B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0131733920441938,0.0131862035496954,0.345,0.345,0.00454882556415595,0.0131862035496954,0.345,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SPRN,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0116037939037326,0.0116293602000621,0.352,0.352,0.00381428386435998,0.0116293602000621,0.352,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SPRR1B,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0155818849700344,0.0259901953882654,0.367,-0.367,0.00359612766378515,0.0259901953882654,0.367,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
SPX,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0022041075370184,0.00177947918624056,0.425,0.425,3.3142055226751e-4,0.00177947918624056,0.425,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
