gene,direction,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,correlation_p_value,correlation_padj,directional_correlation_strength,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,passes_correlation_threshold,selected_for_analysis,in_expression_matrix
BHLHE22,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.6062432441574e-4,3.1396300192272e-4,0.45,0.45,3.12635901126843e-5,3.1396300192272e-4,0.45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BHMT2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00488605202814297,0.00370747383924425,0.386,0.386,8.6289023411722e-4,0.00370747383924425,0.386,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BICRA,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00985873595422906,0.0129959635639825,0.362,0.362,0.00444641772251979,0.0129959635639825,0.362,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BLNK,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.70525818330201e-5,4.37802738771641e-5,0.54,0.54,1.6938880791451e-6,4.37802738771641e-5,0.54,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BMAL1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0151472660796359,0.0132677969195661,0.334,0.334,0.00458531723729658,0.0132677969195661,0.334,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BMP3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0165453646087339,0.0152049046308599,0.33,0.33,0.00540778211871151,0.0152049046308599,0.33,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BNIP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00390907430492832,0.00400356665876878,0.426,-0.426,2.6579159798415e-4,0.00400356665876878,0.426,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BOD1L1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.8549051871881e-4,4.8664312586894e-4,0.51,0.51,5.76553245224086e-5,4.8664312586894e-4,0.51,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BOLL,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00180101989257534,0.00437374470622855,0.434,0.434,0.00109134626348135,0.00437374470622855,0.434,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BORA,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00699977842799338,0.00702668893117346,0.394,-0.394,6.0102496518213e-4,0.00702668893117346,0.394,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BORCS7,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00477659711008517,0.00760583525454346,0.397,0.397,0.0022317301581101902,0.00760583525454346,0.397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BPHL,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0037701321041154,0.00445602362812264,0.434,-0.434,3.1528469066905e-4,0.00445602362812264,0.434,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BST1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.448167445662e-4,3.4556646878125e-4,0.503,0.503,3.58606712886208e-5,3.4556646878125e-4,0.503,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BTF3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00751162947082358,0.00759381829010316,0.392,-0.392,6.7102608160974e-4,0.00759381829010316,0.392,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BTG2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.26112515475178e-5,2.30075523312573e-5,0.612,0.612,6.36686982751774e-7,2.30075523312573e-5,0.612,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BTLA,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0049822473373116,0.00375792899716466,0.385,0.385,8.8275879273018e-4,0.00375792899716466,0.385,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BTN2A2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.1281294675024e-4,2.893273918721e-4,0.453,0.453,2.75679873387572e-5,2.893273918721e-4,0.453,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BTNL8,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00548263855338003,0.00769728130258355,0.39,0.39,0.00226803540267949,0.00769728130258355,0.39,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BUB1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,7.9970705424615e-4,0.461,-0.461,2.53995007795162e-5,7.9970705424615e-4,0.461,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BZW1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0102791178758192,0.0182707309528317,0.388,-0.388,0.0022637320740301,0.0182707309528317,0.388,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
BZW2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.318611867e-5,5.13162859375334e-5,0.629,-0.629,2.7352269498736e-7,5.13162859375334e-5,0.629,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
C1QB,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0023685747857469,0.00176286318865965,0.419,0.419,3.2707210104062e-4,0.00176286318865965,0.419,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
C1QTNF2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.080482403484e-4,2.9901770224118e-4,0.539,0.539,2.90554937083416e-5,2.9901770224118e-4,0.539,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
C1QTNF7,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00609493424666941,0.00439379843945875,0.372,0.372,0.0011025947027321,0.00439379843945875,0.372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
C3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.9235599043147e-4,1.7226928204138e-4,0.524,0.524,1.2730591597398e-5,1.7226928204138e-4,0.524,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
C4BPA,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.0085994065121e-4,0.00181900437908864,0.479,0.479,3.4320837341295e-4,0.00181900437908864,0.479,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
C5AR1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.6054511330215e-4,7.16817671302e-4,0.456,0.456,9.58011038689783e-5,7.16817671302e-4,0.456,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CA11,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.8404410588883e-4,0.00264508226708848,0.469,0.469,5.4565219094655e-4,0.00264508226708848,0.469,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CA4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00516368516659624,0.00610813310141223,0.394,0.394,0.00164996425601041,0.00610813310141223,0.394,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CACNA1E,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00165686885261391,0.00139655203558206,0.437,0.437,2.3758951297166e-4,0.00139655203558206,0.437,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CACNA1G,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.62070237734e-4,1.0287441955962e-4,0.52,0.52,5.79072990602931e-6,1.0287441955962e-4,0.52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CACNB2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0181465530298696,0.0152268948136775,0.322,0.322,0.00542039148713301,0.0152268948136775,0.322,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CALHM5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00898288391749228,0.0068543261360272,0.355,0.355,0.00194205907187437,0.0068543261360272,0.355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CALM2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00653561064387848,0.0112764604139971,0.411,-0.411,0.00116310660873932,0.0112764604139971,0.411,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CALML4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00412879027019053,0.00712950726237516,0.403,0.403,0.00202451102450465,0.00712950726237516,0.403,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CAMKMT,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00194189611410311,0.00528808468297911,0.461,-0.461,4.1029485707842e-4,0.00528808468297911,0.461,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CANT1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00125997146192321,0.00428243944889384,0.476,-0.476,2.976160749074e-4,0.00428243944889384,0.476,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CAPN1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00125550069806474,0.00154781178585086,0.479,-0.479,7.25232566326345e-5,0.00154781178585086,0.479,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CAPN3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.7897713394191e-4,1.7589699722289e-4,0.528,0.528,1.31646180311474e-5,1.7589699722289e-4,0.528,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CAPN6,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00160414740885106,0.00459229452411707,0.436,0.436,0.00116395892655294,0.00459229452411707,0.436,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CARD16,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.508386182613e-4,1.4759786686838e-4,0.491,0.491,9.46854240287722e-6,1.4759786686838e-4,0.491,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CARD8-AS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.5791383802889e-4,1.4213642703396e-4,0.469,0.469,8.88091047169541e-6,1.4213642703396e-4,0.469,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CARINH,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.9469025447772e-5,4.29308414247355e-5,0.546,0.546,1.57953095807989e-6,4.29308414247355e-5,0.546,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CASC15,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00695195761418047,0.00511552508513123,0.366,0.366,0.00133679287602014,0.00511552508513123,0.366,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CASP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.2081291090533e-4,3.5624699493281e-4,0.452,0.452,3.76919640513228e-5,3.5624699493281e-4,0.452,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CASP7,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0034680259196035,0.00603604961285622,0.411,0.411,0.00162669638937666,0.00603604961285622,0.411,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CASQ1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00437257446163178,0.00427964429750442,0.4,0.4,0.00106049047372122,0.00427964429750442,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CASS4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.71994206688229e-5,1.42593292290802e-5,0.547,0.547,2.27379936692696e-7,1.42593292290802e-5,0.547,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CAVIN2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.2114270984129e-4,2.3522982417071e-4,0.461,0.461,2.07860316326951e-5,2.3522982417071e-4,0.461,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CBLC,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0017222013906488,0.00476838031366263,0.466,-0.466,3.4856734199017e-4,0.00476838031366263,0.466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CBX3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.5822946966227e-4,5.601746693039e-4,0.453,-0.453,1.46209111799448e-5,5.601746693039e-4,0.453,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCDC136,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00139810127792066,9.0626952247858e-4,0.431,0.431,1.3337551462892e-4,9.0626952247858e-4,0.431,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCDC142,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0019624521135792,0.00176284653245099,0.433,0.433,3.2547081661315e-4,0.00176284653245099,0.433,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCDC144A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00464230989606956,0.0079695629737955,0.397,0.397,0.00237332582898878,0.0079695629737955,0.397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCDC146,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.71994206688229e-5,1.68373283380086e-5,0.575,0.575,3.38864469695772e-7,1.68373283380086e-5,0.575,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCDC159,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.65703002167433e-5,4.22833186240787e-5,0.581,0.581,1.5424103649035e-6,4.22833186240787e-5,0.581,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCDC178,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0036939081639048,0.0032764183031298,0.406,0.406,7.1916351433477e-4,0.0032764183031298,0.406,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCDC8,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00481049980573922,0.0035361435820674,0.385,0.385,8.0508426208075e-4,0.0035361435820674,0.385,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCDC81,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00844753912063135,0.0095120843611868,0.369,0.369,0.00297255031437356,0.0095120843611868,0.369,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCDC85A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00689218548762718,0.00477217196642101,0.362,0.362,0.00122605801778804,0.00477217196642101,0.362,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCDC88B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0017163444094936,0.00166312745320685,0.439,0.439,3.0172588550152e-4,0.00166312745320685,0.439,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCKAR,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00935150277418801,0.00858323455492056,0.36,0.36,0.00260335491781811,0.00858323455492056,0.36,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCL19,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00969060522917168,0.00719377329523804,0.348,0.348,0.00205180892414494,0.00719377329523804,0.348,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCL21,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00771077782412535,0.00611037980212501,0.364,0.364,0.00165249265088915,0.00611037980212501,0.364,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCL3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.878438063343e-4,5.0356278014305e-4,0.431,0.431,6.06492279228893e-5,5.0356278014305e-4,0.431,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCL3L3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00188523779872135,0.00140149373530773,0.428,0.428,2.3975238742371e-4,0.00140149373530773,0.428,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCL4L2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00526473636922334,0.00370069456298586,0.376,0.376,8.5998428089686e-4,0.00370069456298586,0.376,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCL7,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.006612782538536,0.00732730076080271,0.381,0.381,0.00211984801884858,0.00732730076080271,0.381,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCM2L,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00727661695516467,0.00720540554037366,0.375,0.375,0.00206175330569608,0.00720540554037366,0.375,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCR2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.86597867708256e-7,7.4603685760387e-7,0.672,0.672,1.1162635432966902e-9,7.4603685760387e-7,0.672,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCR7,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00101032158205307,7.4369268488799e-4,0.454,0.454,1.0217800328728e-4,7.4369268488799e-4,0.454,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCT3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.7358493840634e-4,7.6747886435349e-4,0.461,-0.461,2.38932099279862e-5,7.6747886435349e-4,0.461,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCT4,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.2737040539344e-4,6.9354746510677e-4,0.525,-0.525,2.02829919040659e-5,6.9354746510677e-4,0.525,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CCT8,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.1126754973933e-4,5.601746693039e-4,0.511,-0.511,1.41001026936422e-5,5.601746693039e-4,0.511,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD101,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00755500254909082,0.00720260489555141,0.372,0.372,0.00205659284439015,0.00720260489555141,0.372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD14,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00357814325654445,0.00246980220935985,0.395,0.395,5.0017378076344e-4,0.00246980220935985,0.395,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD160,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00240429220343801,0.00240522571030659,0.426,0.426,4.8407058320635e-4,0.00240522571030659,0.426,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD1C,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0036939081639048,0.00274829092845947,0.399,0.399,5.7492220953307e-4,0.00274829092845947,0.399,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD1D,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.7453408402707e-4,2.6350528330688e-4,0.453,0.453,2.4444672508029e-5,2.6350528330688e-4,0.453,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00120938658018126,9.6097635367907e-4,0.449,0.449,1.4475084069568e-4,9.6097635367907e-4,0.449,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD244,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00109959017346212,7.0586954732085e-4,0.44,0.44,9.38939680870189e-5,7.0586954732085e-4,0.44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD28,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.11073258421644e-5,1.01581140963548e-5,0.545,0.545,1.3735814658593e-7,1.01581140963548e-5,0.545,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD300LB,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0134911712674944,0.0113452511437162,0.338,0.338,0.00370326122238285,0.0113452511437162,0.338,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD300LF,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00209453782345375,0.00134192541882299,0.411,0.411,2.2492020384674e-4,0.00134192541882299,0.411,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD37,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00241838117977658,0.00149313190270818,0.398,0.398,2.6106331380683e-4,0.00149313190270818,0.398,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD38,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.79064069899661e-5,1.86900914003229e-5,0.509,0.509,3.93784944597997e-7,1.86900914003229e-5,0.509,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD3G,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.228917117353e-4,1.491666269085e-4,0.508,0.508,9.66299532803544e-6,1.491666269085e-4,0.508,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.56728040832774e-5,3.17627956449644e-5,0.547,0.547,1.03878325379758e-6,3.17627956449644e-5,0.547,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD48,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00111113978986246,7.8678549505272e-4,0.449,0.449,1.1282207098869e-4,7.8678549505272e-4,0.449,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00169595633684956,0.00126223156111548,0.431,0.431,2.0640264521385e-4,0.00126223156111548,0.431,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD53,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.9302108963923e-4,3.3004731452599e-4,0.443,0.443,3.35236737710366e-5,3.3004731452599e-4,0.443,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD8A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00248194445321609,0.00165418475035836,0.407,0.407,2.9806536539476e-4,0.00165418475035836,0.407,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CD8B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00202746557407378,0.00125829188990725,0.408,0.408,2.0536273297542e-4,0.00125829188990725,0.408,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CDH23,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.2038370363992e-4,6.9139469290896e-4,0.466,0.466,9.10988604807722e-5,6.9139469290896e-4,0.466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CDIP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.0247603972816e-4,4.7266658920869e-4,0.497,0.497,5.4549886238865e-5,4.7266658920869e-4,0.497,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CDK11A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00448261682740207,0.00723483018907204,0.4,0.4,0.00208579967716941,0.00723483018907204,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CDK5,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00190169031619154,0.00148414796135513,0.433,-0.433,6.86068397230204e-5,0.00148414796135513,0.433,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CDK5RAP3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.018983083809502,0.0159601829109645,0.319,0.319,0.00574165070759226,0.0159601829109645,0.319,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CDK8,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.47176389488255e-5,6.7815452844955e-4,0.567,-0.567,1.94063088329905e-5,6.7815452844955e-4,0.567,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CDKN1A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.9344739377037e-4,1.2670913815776e-4,0.512,0.512,7.61197869861902e-6,1.2670913815776e-4,0.512,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CEBPA,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.7013109842059e-4,0.00104536069905772,0.509,0.509,1.620637813319e-4,0.00104536069905772,0.509,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CEBPD,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0136945006935229,0.013538710409658,0.342,0.342,0.0046910647317208,0.013538710409658,0.342,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CELF6,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.76719798865117e-5,2.78218360875769e-5,0.509,0.509,8.48653490721686e-7,2.78218360875769e-5,0.509,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CENATAC,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0103570901723396,0.00859081917496348,0.353,0.353,0.00261236545351877,0.00859081917496348,0.353,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CENPT,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0017163444094936,0.00148523330689814,0.437,0.437,2.5781408346156e-4,0.00148523330689814,0.437,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CEP126,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00717016568114117,0.0101853155418126,0.377,0.377,0.00322214699215831,0.0101853155418126,0.377,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CEP162,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.370920328463e-4,5.75126415894e-4,0.457,0.457,7.25207195605799e-5,5.75126415894e-4,0.457,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CEP164,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00314757356107236,0.00207146849792166,0.398,0.398,3.9996278544776e-4,0.00207146849792166,0.398,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CEP20,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0149071862810217,0.0166057482615154,0.363,-0.363,0.00201578053733392,0.0166057482615154,0.363,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CFAP210,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00618943861628429,0.00732399092118295,0.385,0.385,0.00211658731338589,0.00732399092118295,0.385,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CFAP44,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00491764837899042,0.00636890244959932,0.396,0.396,0.0017625157623911,0.00636890244959932,0.396,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
