scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,neg_log10_stouffer,cim_label,highlight,proteostasis_branch,is_proteostatic
"NKI.NEO","Fun","Fun_only",0.3,"TXNDC15",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.1892255989105,0.000116066920478481,0.00035761586950425,"YES",3.83601213003684,0.000062524117116443,0.000202566593626366,"YES",0.463,3.69343217496773,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"C3ORF80",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.1843813802381,0.000116326012663133,0.000358086727285722,"YES",3.79605989899262,0.0000735069957999362,0.000229455539375491,"YES",0.522,3.63930145337063,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"UCP2",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.1834071895939,0.00011637818636786,0.000358086727285722,"YES",3.73805523957682,0.0000927246032500304,0.000273752584382846,"YES",0.522,3.56264177214119,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"GFI1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.1790694172145,0.000116610781986796,0.000358558322843755,"YES",3.87611232756137,0.0000530693501795282,0.000179143736229625,"YES",0.514,3.74679837236233,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"DIPK2B",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.1652975668702,0.000117352304361541,0.000360409140092243,"YES",3.8501727326053,0.0000590172758428443,0.000193583517278415,"YES",0.471,3.71313162357604,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"ADGRE4P",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.1649296157542,0.000117372180136235,0.000360409140092243,"YES",3.86391580021485,0.0000557918491976347,0.000186661109084611,"YES",0.478,3.72894615805177,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"EPHA4",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.1593681553956,0.000117673003175233,0.000360860817079919,"YES",3.88184401511433,0.0000518336841183869,0.000176024231566573,"YES",0.51,3.75442754291725,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"OLFML3",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.155550356788,0.000117879953256915,0.000361232127946614,"YES",3.77922065961245,0.000078659984217829,0.000242526008638873,"YES",0.522,3.61524168055591,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"STAMBPL1",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.1436016876719,0.000118529987980968,0.000362978011974237,"YES",3.77108688442213,0.000081269032319608,0.000247865064834432,"YES",0.438,3.60578468024627,"Fun-CIM","background",NA,FALSE
"NKI.NEO","Fun","Fun_only",0.3,"MYLIP",2,2,"YES",2,"YES","YES","Fun","YES","Fun","NO",NA,23.1178066527297,0.00011994545215339,0.000367063942947408,"YES",3.85403271735531,0.000058094029449952,0.000192153786155349,"YES",0.517,3.71635105387371,"Fun-CIM","background",NA,FALSE
