column,normalized_symbol,selected_signature_gene,detection_method
PARD6G,PARD6G,FALSE,user-specified first gene-column index: 39
MCM3AP,MCM3AP,FALSE,user-specified first gene-column index: 39
UBE2MP1,UBE2MP1,FALSE,user-specified first gene-column index: 39
DZIP3,DZIP3,FALSE,user-specified first gene-column index: 39
RUFY3,RUFY3,FALSE,user-specified first gene-column index: 39
BMF,BMF,FALSE,user-specified first gene-column index: 39
LDHC,LDHC,FALSE,user-specified first gene-column index: 39
KIAA2012,KIAA2012,FALSE,user-specified first gene-column index: 39
FILIP1L,FILIP1L,FALSE,user-specified first gene-column index: 39
RDH5,RDH5,FALSE,user-specified first gene-column index: 39
SEC62,SEC62,FALSE,user-specified first gene-column index: 39
LINC00402,LINC00402,FALSE,user-specified first gene-column index: 39
FAM183A,FAM183A,FALSE,user-specified first gene-column index: 39
MAGOHB,MAGOHB,FALSE,user-specified first gene-column index: 39
SYMPK,SYMPK,FALSE,user-specified first gene-column index: 39
CSTA,CSTA,FALSE,user-specified first gene-column index: 39
ZNF890P,ZNF890P,FALSE,user-specified first gene-column index: 39
RAC2,RAC2,FALSE,user-specified first gene-column index: 39
SLC25A34,SLC25A34,FALSE,user-specified first gene-column index: 39
GPR83,GPR83,TRUE,user-specified first gene-column index: 39
GOLGA6L6,GOLGA6L6,FALSE,user-specified first gene-column index: 39
GLI3,GLI3,FALSE,user-specified first gene-column index: 39
TCEA1,TCEA1,FALSE,user-specified first gene-column index: 39
ASS1,ASS1,FALSE,user-specified first gene-column index: 39
TERF1,TERF1,FALSE,user-specified first gene-column index: 39
ITGB1,ITGB1,FALSE,user-specified first gene-column index: 39
ACADS,ACADS,FALSE,user-specified first gene-column index: 39
SLC12A9,SLC12A9,FALSE,user-specified first gene-column index: 39
SSR1,SSR1,FALSE,user-specified first gene-column index: 39
NEURL1,NEURL1,FALSE,user-specified first gene-column index: 39
S100A16,S100A16,FALSE,user-specified first gene-column index: 39
GSS,GSS,FALSE,user-specified first gene-column index: 39
C11orf40,C11ORF40,FALSE,user-specified first gene-column index: 39
OR2T35,OR2T35,FALSE,user-specified first gene-column index: 39
PLA2G2C,PLA2G2C,FALSE,user-specified first gene-column index: 39
SNTG2,SNTG2,FALSE,user-specified first gene-column index: 39
NDST2,NDST2,FALSE,user-specified first gene-column index: 39
TIPARP-AS1,TIPARP-AS1,FALSE,user-specified first gene-column index: 39
ARHGAP44,ARHGAP44,FALSE,user-specified first gene-column index: 39
SUSD2,SUSD2,FALSE,user-specified first gene-column index: 39
CD99P1,CD99P1,FALSE,user-specified first gene-column index: 39
GEMIN7,GEMIN7,FALSE,user-specified first gene-column index: 39
DNAJC17,DNAJC17,FALSE,user-specified first gene-column index: 39
SPTSSB,SPTSSB,FALSE,user-specified first gene-column index: 39
MAPK14,MAPK14,FALSE,user-specified first gene-column index: 39
NPL,NPL,FALSE,user-specified first gene-column index: 39
TSPAN4,TSPAN4,FALSE,user-specified first gene-column index: 39
USO1,USO1,FALSE,user-specified first gene-column index: 39
ECPAS,ECPAS,FALSE,user-specified first gene-column index: 39
S100A11,S100A11,FALSE,user-specified first gene-column index: 39
SYK,SYK,TRUE,user-specified first gene-column index: 39
C8orf88,C8ORF88,FALSE,user-specified first gene-column index: 39
EFS,EFS,FALSE,user-specified first gene-column index: 39
ANKAR,ANKAR,FALSE,user-specified first gene-column index: 39
TM2D2,TM2D2,FALSE,user-specified first gene-column index: 39
SLC16A3,SLC16A3,FALSE,user-specified first gene-column index: 39
ADAM23,ADAM23,FALSE,user-specified first gene-column index: 39
BCL2L15,BCL2L15,FALSE,user-specified first gene-column index: 39
ESRP1,ESRP1,FALSE,user-specified first gene-column index: 39
MYH1,MYH1,FALSE,user-specified first gene-column index: 39
DGLUCY,DGLUCY,FALSE,user-specified first gene-column index: 39
IL2RA,IL2RA,FALSE,user-specified first gene-column index: 39
CDCA5,CDCA5,FALSE,user-specified first gene-column index: 39
SPATA31E1,SPATA31E1,FALSE,user-specified first gene-column index: 39
PHF5A,PHF5A,FALSE,user-specified first gene-column index: 39
LINC00314,LINC00314,FALSE,user-specified first gene-column index: 39
KIAA1958,KIAA1958,FALSE,user-specified first gene-column index: 39
C20orf96,C20ORF96,FALSE,user-specified first gene-column index: 39
AGA,AGA,FALSE,user-specified first gene-column index: 39
IFT172,IFT172,FALSE,user-specified first gene-column index: 39
CFAP53,CFAP53,FALSE,user-specified first gene-column index: 39
MT1H,MT1H,FALSE,user-specified first gene-column index: 39
HSF2,HSF2,FALSE,user-specified first gene-column index: 39
ALKAL2,ALKAL2,FALSE,user-specified first gene-column index: 39
APCDD1L,APCDD1L,FALSE,user-specified first gene-column index: 39
EIF4H,EIF4H,FALSE,user-specified first gene-column index: 39
GALNT18,GALNT18,FALSE,user-specified first gene-column index: 39
ZC4H2,ZC4H2,FALSE,user-specified first gene-column index: 39
PDE1B,PDE1B,TRUE,user-specified first gene-column index: 39
LCK,LCK,FALSE,user-specified first gene-column index: 39
FAAH2,FAAH2,FALSE,user-specified first gene-column index: 39
ZCWPW2,ZCWPW2,FALSE,user-specified first gene-column index: 39
ACADL,ACADL,FALSE,user-specified first gene-column index: 39
MRTO4,MRTO4,FALSE,user-specified first gene-column index: 39
PUDP,PUDP,FALSE,user-specified first gene-column index: 39
H2BW4P,H2BW4P,FALSE,user-specified first gene-column index: 39
CSNK2A1,CSNK2A1,FALSE,user-specified first gene-column index: 39
PDE10A,PDE10A,FALSE,user-specified first gene-column index: 39
C3orf62,C3ORF62,FALSE,user-specified first gene-column index: 39
LINC01364,LINC01364,FALSE,user-specified first gene-column index: 39
ZNF174,ZNF174,FALSE,user-specified first gene-column index: 39
SPIDR,SPIDR,FALSE,user-specified first gene-column index: 39
TMPRSS2,TMPRSS2,FALSE,user-specified first gene-column index: 39
NDE1,NDE1,FALSE,user-specified first gene-column index: 39
IDS,IDS,FALSE,user-specified first gene-column index: 39
SMIM3,SMIM3,FALSE,user-specified first gene-column index: 39
DDX3Y,DDX3Y,FALSE,user-specified first gene-column index: 39
HDAC6,HDAC6,FALSE,user-specified first gene-column index: 39
ST20-AS1,ST20-AS1,FALSE,user-specified first gene-column index: 39
EFCAB13,EFCAB13,FALSE,user-specified first gene-column index: 39
SH3BP1,SH3BP1,FALSE,user-specified first gene-column index: 39
OLFML1,OLFML1,FALSE,user-specified first gene-column index: 39
APOF,APOF,FALSE,user-specified first gene-column index: 39
TAS2R14,TAS2R14,FALSE,user-specified first gene-column index: 39
RNF19B,RNF19B,FALSE,user-specified first gene-column index: 39
KLHL20,KLHL20,FALSE,user-specified first gene-column index: 39
RTP2,RTP2,FALSE,user-specified first gene-column index: 39
GPR107,GPR107,FALSE,user-specified first gene-column index: 39
CTTN,CTTN,FALSE,user-specified first gene-column index: 39
HYI,HYI,FALSE,user-specified first gene-column index: 39
SNX11,SNX11,FALSE,user-specified first gene-column index: 39
IGFN1,IGFN1,FALSE,user-specified first gene-column index: 39
OR5B2,OR5B2,FALSE,user-specified first gene-column index: 39
OR8G5,OR8G5,FALSE,user-specified first gene-column index: 39
IL9R,IL9R,FALSE,user-specified first gene-column index: 39
ZNF812P,ZNF812P,FALSE,user-specified first gene-column index: 39
STAT2,STAT2,TRUE,user-specified first gene-column index: 39
TRMT44,TRMT44,FALSE,user-specified first gene-column index: 39
FUT9,FUT9,FALSE,user-specified first gene-column index: 39
EDIL3,EDIL3,FALSE,user-specified first gene-column index: 39
UNC45B,UNC45B,FALSE,user-specified first gene-column index: 39
GSTA4,GSTA4,FALSE,user-specified first gene-column index: 39
CCDC125,CCDC125,FALSE,user-specified first gene-column index: 39
RNF122,RNF122,TRUE,user-specified first gene-column index: 39
HLA-J,HLA-J,FALSE,user-specified first gene-column index: 39
PPFIA1,PPFIA1,FALSE,user-specified first gene-column index: 39
FCGBP,FCGBP,FALSE,user-specified first gene-column index: 39
SOX12,SOX12,FALSE,user-specified first gene-column index: 39
PEX1,PEX1,FALSE,user-specified first gene-column index: 39
TRDV2,TRDV2,FALSE,user-specified first gene-column index: 39
BAG5,BAG5,FALSE,user-specified first gene-column index: 39
ZDHHC5,ZDHHC5,FALSE,user-specified first gene-column index: 39
NLE1,NLE1,FALSE,user-specified first gene-column index: 39
MED21,MED21,FALSE,user-specified first gene-column index: 39
RNASE6,RNASE6,FALSE,user-specified first gene-column index: 39
ARL8B,ARL8B,FALSE,user-specified first gene-column index: 39
AZIN2,AZIN2,FALSE,user-specified first gene-column index: 39
CDIP1,CDIP1,TRUE,user-specified first gene-column index: 39
IDH3GL,IDH3GL,FALSE,user-specified first gene-column index: 39
YPEL3,YPEL3,FALSE,user-specified first gene-column index: 39
PTPRZ1,PTPRZ1,FALSE,user-specified first gene-column index: 39
SLAIN1,SLAIN1,FALSE,user-specified first gene-column index: 39
R3HDM4,R3HDM4,FALSE,user-specified first gene-column index: 39
SMARCB1,SMARCB1,FALSE,user-specified first gene-column index: 39
DUSP15,DUSP15,FALSE,user-specified first gene-column index: 39
KBTBD6,KBTBD6,FALSE,user-specified first gene-column index: 39
ZNF142,ZNF142,FALSE,user-specified first gene-column index: 39
MANSC1,MANSC1,FALSE,user-specified first gene-column index: 39
PSME1,PSME1,FALSE,user-specified first gene-column index: 39
SEC24B,SEC24B,FALSE,user-specified first gene-column index: 39
DPEP1,DPEP1,FALSE,user-specified first gene-column index: 39
SCNN1D,SCNN1D,FALSE,user-specified first gene-column index: 39
ABHD14B,ABHD14B,FALSE,user-specified first gene-column index: 39
ST8SIA2,ST8SIA2,FALSE,user-specified first gene-column index: 39
IRF8,IRF8,FALSE,user-specified first gene-column index: 39
SEC11C,SEC11C,FALSE,user-specified first gene-column index: 39
RNF113B,RNF113B,FALSE,user-specified first gene-column index: 39
RBM33,RBM33,FALSE,user-specified first gene-column index: 39
TP53BP2,TP53BP2,FALSE,user-specified first gene-column index: 39
ANKRD53,ANKRD53,TRUE,user-specified first gene-column index: 39
S100A3,S100A3,FALSE,user-specified first gene-column index: 39
AUNIP,AUNIP,FALSE,user-specified first gene-column index: 39
UXT,UXT,FALSE,user-specified first gene-column index: 39
LINC02052,LINC02052,FALSE,user-specified first gene-column index: 39
ZNF706,ZNF706,FALSE,user-specified first gene-column index: 39
NUPR2,NUPR2,FALSE,user-specified first gene-column index: 39
MAP1S,MAP1S,FALSE,user-specified first gene-column index: 39
ABHD17A,ABHD17A,FALSE,user-specified first gene-column index: 39
ACBD5,ACBD5,FALSE,user-specified first gene-column index: 39
FNDC4,FNDC4,FALSE,user-specified first gene-column index: 39
OSGEP,OSGEP,FALSE,user-specified first gene-column index: 39
MMP10,MMP10,FALSE,user-specified first gene-column index: 39
HS6ST1,HS6ST1,FALSE,user-specified first gene-column index: 39
MAN2C1,MAN2C1,FALSE,user-specified first gene-column index: 39
LCA10,LCA10,FALSE,user-specified first gene-column index: 39
THAP10,THAP10,FALSE,user-specified first gene-column index: 39
HECTD3,HECTD3,FALSE,user-specified first gene-column index: 39
UBA1,UBA1,FALSE,user-specified first gene-column index: 39
ZNF616,ZNF616,TRUE,user-specified first gene-column index: 39
PKHD1L1,PKHD1L1,FALSE,user-specified first gene-column index: 39
SLC24A3,SLC24A3,FALSE,user-specified first gene-column index: 39
MAP3K7CL,MAP3K7CL,FALSE,user-specified first gene-column index: 39
HSPH1,HSPH1,FALSE,user-specified first gene-column index: 39
PPP2R5C,PPP2R5C,FALSE,user-specified first gene-column index: 39
TRIM42,TRIM42,FALSE,user-specified first gene-column index: 39
FABP4,FABP4,FALSE,user-specified first gene-column index: 39
OR8G1,OR8G1,FALSE,user-specified first gene-column index: 39
IRF3,IRF3,FALSE,user-specified first gene-column index: 39
TRANK1,TRANK1,TRUE,user-specified first gene-column index: 39
DOCK6,DOCK6,FALSE,user-specified first gene-column index: 39
MID1IP1,MID1IP1,FALSE,user-specified first gene-column index: 39
EPB41L4A-AS1,EPB41L4A-AS1,FALSE,user-specified first gene-column index: 39
PHOX2A,PHOX2A,FALSE,user-specified first gene-column index: 39
NUDT12,NUDT12,FALSE,user-specified first gene-column index: 39
LOC441052,LOC441052,FALSE,user-specified first gene-column index: 39
CCDC68,CCDC68,FALSE,user-specified first gene-column index: 39
CA12,CA12,FALSE,user-specified first gene-column index: 39
SLITRK2,SLITRK2,FALSE,user-specified first gene-column index: 39
NTN1,NTN1,FALSE,user-specified first gene-column index: 39
AMPD3,AMPD3,FALSE,user-specified first gene-column index: 39
SLIT1,SLIT1,FALSE,user-specified first gene-column index: 39
SMAD1,SMAD1,FALSE,user-specified first gene-column index: 39
FAM83D,FAM83D,FALSE,user-specified first gene-column index: 39
FMNL3,FMNL3,FALSE,user-specified first gene-column index: 39
CALR3,CALR3,FALSE,user-specified first gene-column index: 39
PMS2P5,PMS2P5,FALSE,user-specified first gene-column index: 39
EIF4G1,EIF4G1,FALSE,user-specified first gene-column index: 39
TAS2R5,TAS2R5,FALSE,user-specified first gene-column index: 39
YTHDC2,YTHDC2,FALSE,user-specified first gene-column index: 39
ROBO4,ROBO4,FALSE,user-specified first gene-column index: 39
LINC01001,LINC01001,FALSE,user-specified first gene-column index: 39
NTNG2,NTNG2,FALSE,user-specified first gene-column index: 39
WBP1L,WBP1L,FALSE,user-specified first gene-column index: 39
ZNHIT6,ZNHIT6,FALSE,user-specified first gene-column index: 39
SLC26A6,SLC26A6,FALSE,user-specified first gene-column index: 39
UGP2,UGP2,FALSE,user-specified first gene-column index: 39
DNTTIP2,DNTTIP2,FALSE,user-specified first gene-column index: 39
MYOCD,MYOCD,FALSE,user-specified first gene-column index: 39
C1orf113,C1ORF113,FALSE,user-specified first gene-column index: 39
MAGEB10,MAGEB10,FALSE,user-specified first gene-column index: 39
RPL36,RPL36,FALSE,user-specified first gene-column index: 39
BANF1,BANF1,FALSE,user-specified first gene-column index: 39
SORT1,SORT1,FALSE,user-specified first gene-column index: 39
MTMR6,MTMR6,FALSE,user-specified first gene-column index: 39
TPT1,TPT1,FALSE,user-specified first gene-column index: 39
LHX5,LHX5,FALSE,user-specified first gene-column index: 39
GPR12,GPR12,FALSE,user-specified first gene-column index: 39
IQCM,IQCM,FALSE,user-specified first gene-column index: 39
MS4A10,MS4A10,FALSE,user-specified first gene-column index: 39
CCDC69,CCDC69,FALSE,user-specified first gene-column index: 39
TMEM204,TMEM204,FALSE,user-specified first gene-column index: 39
LINC00652,LINC00652,FALSE,user-specified first gene-column index: 39
HSPA6,HSPA6,FALSE,user-specified first gene-column index: 39
MELK,MELK,FALSE,user-specified first gene-column index: 39
SMAP1,SMAP1,FALSE,user-specified first gene-column index: 39
SYNE2,SYNE2,TRUE,user-specified first gene-column index: 39
LINC01242,LINC01242,FALSE,user-specified first gene-column index: 39
DDX39B,DDX39B,FALSE,user-specified first gene-column index: 39
LINC01501,LINC01501,FALSE,user-specified first gene-column index: 39
PKM,PKM,FALSE,user-specified first gene-column index: 39
ZNF233,ZNF233,FALSE,user-specified first gene-column index: 39
FOXRED2,FOXRED2,FALSE,user-specified first gene-column index: 39
POTEE,POTEE,FALSE,user-specified first gene-column index: 39
RPP40,RPP40,FALSE,user-specified first gene-column index: 39
POGLUT2,POGLUT2,FALSE,user-specified first gene-column index: 39
ADCY10,ADCY10,FALSE,user-specified first gene-column index: 39
ANAPC7,ANAPC7,FALSE,user-specified first gene-column index: 39
CLEC16A,CLEC16A,FALSE,user-specified first gene-column index: 39
CBWD1,CBWD1,FALSE,user-specified first gene-column index: 39
RGCC,RGCC,FALSE,user-specified first gene-column index: 39
MBNL1,MBNL1,FALSE,user-specified first gene-column index: 39
LSM10,LSM10,FALSE,user-specified first gene-column index: 39
FXYD6,FXYD6,FALSE,user-specified first gene-column index: 39
SCAMP4,SCAMP4,FALSE,user-specified first gene-column index: 39
APOBEC3H,APOBEC3H,FALSE,user-specified first gene-column index: 39
AOPEP,AOPEP,FALSE,user-specified first gene-column index: 39
TSSC4,TSSC4,FALSE,user-specified first gene-column index: 39
SLC18B1,SLC18B1,FALSE,user-specified first gene-column index: 39
TUBA3C,TUBA3C,FALSE,user-specified first gene-column index: 39
METTL26,METTL26,FALSE,user-specified first gene-column index: 39
ZNF282,ZNF282,FALSE,user-specified first gene-column index: 39
SEMA6B,SEMA6B,FALSE,user-specified first gene-column index: 39
B3GALNT2,B3GALNT2,FALSE,user-specified first gene-column index: 39
TRH,TRH,FALSE,user-specified first gene-column index: 39
LOC284009,LOC284009,FALSE,user-specified first gene-column index: 39
CSPG5,CSPG5,FALSE,user-specified first gene-column index: 39
CARS2,CARS2,FALSE,user-specified first gene-column index: 39
ENDOV,ENDOV,FALSE,user-specified first gene-column index: 39
NCOA1,NCOA1,FALSE,user-specified first gene-column index: 39
TECRL,TECRL,FALSE,user-specified first gene-column index: 39
HMBOX1,HMBOX1,FALSE,user-specified first gene-column index: 39
LMX1A,LMX1A,FALSE,user-specified first gene-column index: 39
PCDHB14,PCDHB14,FALSE,user-specified first gene-column index: 39
AQP9,AQP9,FALSE,user-specified first gene-column index: 39
