gene,n_input_columns,method,cohort
SLC1A4,1,max_variance,SCANB
SLC1A5,1,max_variance,SCANB
SLC1A6,1,max_variance,SCANB
SLC1A7,1,max_variance,SCANB
SLC20A1,1,max_variance,SCANB
SLC20A2,1,max_variance,SCANB
SLC22A1,1,max_variance,SCANB
SLC22A10,1,max_variance,SCANB
SLC22A11,1,max_variance,SCANB
SLC22A12,1,max_variance,SCANB
SLC22A13,1,max_variance,SCANB
SLC22A14,1,max_variance,SCANB
SLC22A15,1,max_variance,SCANB
SLC22A16,1,max_variance,SCANB
SLC22A17,1,max_variance,SCANB
SLC22A18,1,max_variance,SCANB
SLC22A18AS,1,max_variance,SCANB
SLC22A2,1,max_variance,SCANB
SLC22A23,1,max_variance,SCANB
SLC22A24,1,max_variance,SCANB
SLC22A25,1,max_variance,SCANB
SLC22A3,1,max_variance,SCANB
SLC22A31,1,max_variance,SCANB
SLC22A4,1,max_variance,SCANB
SLC22A5,1,max_variance,SCANB
SLC22A6,1,max_variance,SCANB
SLC22A7,1,max_variance,SCANB
SLC22A8,1,max_variance,SCANB
SLC22A9,1,max_variance,SCANB
SLC23A1,1,max_variance,SCANB
SLC23A2,1,max_variance,SCANB
SLC23A3,1,max_variance,SCANB
SLC24A1,1,max_variance,SCANB
SLC24A2,1,max_variance,SCANB
SLC24A3,1,max_variance,SCANB
SLC24A4,1,max_variance,SCANB
SLC24A5,1,max_variance,SCANB
SLC25A1,1,max_variance,SCANB
SLC25A10,1,max_variance,SCANB
SLC25A11,1,max_variance,SCANB
SLC25A12,1,max_variance,SCANB
SLC25A13,1,max_variance,SCANB
SLC25A14,1,max_variance,SCANB
SLC25A15,1,max_variance,SCANB
SLC25A16,1,max_variance,SCANB
SLC25A17,1,max_variance,SCANB
SLC25A18,1,max_variance,SCANB
SLC25A19,1,max_variance,SCANB
SLC25A2,1,max_variance,SCANB
SLC25A20,1,max_variance,SCANB
SLC25A21,1,max_variance,SCANB
SLC25A22,1,max_variance,SCANB
SLC25A23,1,max_variance,SCANB
SLC25A24,1,max_variance,SCANB
SLC25A25,1,max_variance,SCANB
SLC25A26,1,max_variance,SCANB
SLC25A27,1,max_variance,SCANB
SLC25A28,1,max_variance,SCANB
SLC25A29,1,max_variance,SCANB
SLC25A3,1,max_variance,SCANB
SLC25A30,1,max_variance,SCANB
SLC25A31,1,max_variance,SCANB
SLC25A32,1,max_variance,SCANB
SLC25A33,1,max_variance,SCANB
SLC25A34,1,max_variance,SCANB
SLC25A35,1,max_variance,SCANB
SLC25A36,1,max_variance,SCANB
SLC25A37,1,max_variance,SCANB
SLC25A38,1,max_variance,SCANB
SLC25A39,1,max_variance,SCANB
SLC25A4,1,max_variance,SCANB
SLC25A40,1,max_variance,SCANB
SLC25A41,1,max_variance,SCANB
SLC25A42,1,max_variance,SCANB
SLC25A43,1,max_variance,SCANB
SLC25A44,1,max_variance,SCANB
SLC25A45,1,max_variance,SCANB
SLC25A46,1,max_variance,SCANB
SLC25A47,1,max_variance,SCANB
SLC25A48,1,max_variance,SCANB
SLC25A5,1,max_variance,SCANB
SLC25A51,1,max_variance,SCANB
SLC25A52,1,max_variance,SCANB
SLC25A53,1,max_variance,SCANB
SLC25A6,1,max_variance,SCANB
SLC25A6_1,1,max_variance,SCANB
SLC26A1,1,max_variance,SCANB
SLC26A10,1,max_variance,SCANB
SLC26A11,1,max_variance,SCANB
SLC26A2,1,max_variance,SCANB
SLC26A3,1,max_variance,SCANB
SLC26A4,1,max_variance,SCANB
SLC26A5,1,max_variance,SCANB
SLC26A6,1,max_variance,SCANB
SLC26A7,1,max_variance,SCANB
SLC26A8,1,max_variance,SCANB
SLC26A9,1,max_variance,SCANB
SLC27A1,1,max_variance,SCANB
SLC27A2,1,max_variance,SCANB
SLC27A3,1,max_variance,SCANB
SLC27A4,1,max_variance,SCANB
SLC27A5,1,max_variance,SCANB
SLC27A6,1,max_variance,SCANB
SLC28A1,1,max_variance,SCANB
SLC28A2,1,max_variance,SCANB
SLC28A3,1,max_variance,SCANB
SLC29A1,1,max_variance,SCANB
SLC29A2,1,max_variance,SCANB
SLC29A3,1,max_variance,SCANB
SLC29A4,1,max_variance,SCANB
SLC2A1,1,max_variance,SCANB
SLC2A10,1,max_variance,SCANB
SLC2A11,1,max_variance,SCANB
SLC2A12,1,max_variance,SCANB
SLC2A13,1,max_variance,SCANB
SLC2A14,1,max_variance,SCANB
SLC2A2,1,max_variance,SCANB
SLC2A3,1,max_variance,SCANB
SLC2A4,1,max_variance,SCANB
SLC2A4RG,1,max_variance,SCANB
SLC2A5,1,max_variance,SCANB
SLC2A6,1,max_variance,SCANB
SLC2A7,1,max_variance,SCANB
SLC2A8,1,max_variance,SCANB
SLC2A9,1,max_variance,SCANB
SLC30A1,1,max_variance,SCANB
SLC30A10,1,max_variance,SCANB
SLC30A2,1,max_variance,SCANB
SLC30A3,1,max_variance,SCANB
SLC30A4,1,max_variance,SCANB
SLC30A5,1,max_variance,SCANB
SLC30A6,1,max_variance,SCANB
SLC30A7,1,max_variance,SCANB
SLC30A8,1,max_variance,SCANB
SLC30A9,1,max_variance,SCANB
SLC31A1,1,max_variance,SCANB
SLC31A2,1,max_variance,SCANB
SLC32A1,1,max_variance,SCANB
SLC33A1,1,max_variance,SCANB
SLC34A1,1,max_variance,SCANB
SLC34A2,1,max_variance,SCANB
SLC34A3,1,max_variance,SCANB
SLC35A1,1,max_variance,SCANB
SLC35A2,1,max_variance,SCANB
SLC35A3,1,max_variance,SCANB
SLC35A4,1,max_variance,SCANB
SLC35A5,1,max_variance,SCANB
SLC35B1,1,max_variance,SCANB
SLC35B2,1,max_variance,SCANB
SLC35B3,1,max_variance,SCANB
SLC35B4,1,max_variance,SCANB
SLC35C1,1,max_variance,SCANB
SLC35C2,1,max_variance,SCANB
SLC35D1,1,max_variance,SCANB
SLC35D2,1,max_variance,SCANB
SLC35D3,1,max_variance,SCANB
SLC35E1,1,max_variance,SCANB
SLC35E2,1,max_variance,SCANB
SLC35E2B,1,max_variance,SCANB
SLC35E3,1,max_variance,SCANB
SLC35E4,1,max_variance,SCANB
SLC35F1,1,max_variance,SCANB
SLC35F2,1,max_variance,SCANB
SLC35F3,1,max_variance,SCANB
SLC35F4,1,max_variance,SCANB
SLC35F5,1,max_variance,SCANB
SLC35F6,1,max_variance,SCANB
SLC35G1,1,max_variance,SCANB
SLC35G2,1,max_variance,SCANB
SLC35G3,1,max_variance,SCANB
SLC35G4,1,max_variance,SCANB
SLC35G5,1,max_variance,SCANB
SLC35G6,1,max_variance,SCANB
SLC36A1,1,max_variance,SCANB
SLC36A2,1,max_variance,SCANB
SLC36A3,1,max_variance,SCANB
SLC36A4,1,max_variance,SCANB
SLC37A1,1,max_variance,SCANB
SLC37A2,1,max_variance,SCANB
SLC37A3,1,max_variance,SCANB
SLC37A4,1,max_variance,SCANB
SLC38A1,1,max_variance,SCANB
SLC38A10,1,max_variance,SCANB
SLC38A11,1,max_variance,SCANB
SLC38A2,1,max_variance,SCANB
SLC38A3,1,max_variance,SCANB
SLC38A4,1,max_variance,SCANB
SLC38A5,1,max_variance,SCANB
SLC38A6,1,max_variance,SCANB
SLC38A7,1,max_variance,SCANB
SLC38A8,1,max_variance,SCANB
SLC38A9,1,max_variance,SCANB
SLC39A1,1,max_variance,SCANB
SLC39A10,1,max_variance,SCANB
SLC39A11,1,max_variance,SCANB
SLC39A12,1,max_variance,SCANB
SLC39A13,1,max_variance,SCANB
SLC39A14,1,max_variance,SCANB
SLC39A2,1,max_variance,SCANB
SLC39A3,1,max_variance,SCANB
SLC39A4,1,max_variance,SCANB
SLC39A5,1,max_variance,SCANB
SLC39A6,1,max_variance,SCANB
SLC39A7,1,max_variance,SCANB
SLC39A8,1,max_variance,SCANB
SLC39A9,1,max_variance,SCANB
SLC3A1,1,max_variance,SCANB
SLC3A2,1,max_variance,SCANB
SLC40A1,1,max_variance,SCANB
SLC41A1,1,max_variance,SCANB
SLC41A2,1,max_variance,SCANB
SLC41A3,1,max_variance,SCANB
SLC43A1,1,max_variance,SCANB
SLC43A2,1,max_variance,SCANB
SLC43A3,1,max_variance,SCANB
SLC44A1,1,max_variance,SCANB
SLC44A2,1,max_variance,SCANB
SLC44A3,1,max_variance,SCANB
SLC44A4,1,max_variance,SCANB
SLC44A5,1,max_variance,SCANB
SLC45A1,1,max_variance,SCANB
SLC45A2,1,max_variance,SCANB
SLC45A3,1,max_variance,SCANB
SLC45A4,1,max_variance,SCANB
SLC46A1,1,max_variance,SCANB
SLC46A2,1,max_variance,SCANB
SLC46A3,1,max_variance,SCANB
SLC47A1,1,max_variance,SCANB
SLC47A2,1,max_variance,SCANB
SLC48A1,1,max_variance,SCANB
SLC4A1,1,max_variance,SCANB
SLC4A10,1,max_variance,SCANB
SLC4A11,1,max_variance,SCANB
SLC4A1AP,1,max_variance,SCANB
SLC4A2,1,max_variance,SCANB
SLC4A3,1,max_variance,SCANB
SLC4A4,1,max_variance,SCANB
SLC4A5,1,max_variance,SCANB
SLC4A7,1,max_variance,SCANB
SLC4A8,1,max_variance,SCANB
SLC4A9,1,max_variance,SCANB
SLC50A1,1,max_variance,SCANB
SLC51A,1,max_variance,SCANB
SLC51B,1,max_variance,SCANB
SLC52A1,1,max_variance,SCANB
SLC52A2,1,max_variance,SCANB
SLC52A3,1,max_variance,SCANB
SLC5A1,1,max_variance,SCANB
SLC5A10,1,max_variance,SCANB
SLC5A11,1,max_variance,SCANB
SLC5A12,1,max_variance,SCANB
SLC5A2,1,max_variance,SCANB
SLC5A3,1,max_variance,SCANB
SLC5A4,1,max_variance,SCANB
SLC5A5,1,max_variance,SCANB
SLC5A6,1,max_variance,SCANB
SLC5A7,1,max_variance,SCANB
SLC5A8,1,max_variance,SCANB
SLC5A9,1,max_variance,SCANB
SLC6A1,1,max_variance,SCANB
SLC6A11,1,max_variance,SCANB
SLC6A12,1,max_variance,SCANB
SLC6A13,1,max_variance,SCANB
SLC6A14,1,max_variance,SCANB
SLC6A15,1,max_variance,SCANB
SLC6A16,1,max_variance,SCANB
SLC6A17,1,max_variance,SCANB
SLC6A18,1,max_variance,SCANB
SLC6A19,1,max_variance,SCANB
SLC6A2,1,max_variance,SCANB
SLC6A20,1,max_variance,SCANB
SLC6A3,1,max_variance,SCANB
SLC6A4,1,max_variance,SCANB
SLC6A5,1,max_variance,SCANB
SLC6A6,1,max_variance,SCANB
SLC6A7,1,max_variance,SCANB
SLC6A8,1,max_variance,SCANB
SLC6A9,1,max_variance,SCANB
SLC7A1,1,max_variance,SCANB
SLC7A10,1,max_variance,SCANB
SLC7A11,1,max_variance,SCANB
SLC7A13,1,max_variance,SCANB
SLC7A14,1,max_variance,SCANB
SLC7A2,1,max_variance,SCANB
SLC7A3,1,max_variance,SCANB
SLC7A4,1,max_variance,SCANB
SLC7A5,1,max_variance,SCANB
SLC7A6,1,max_variance,SCANB
SLC7A6OS,1,max_variance,SCANB
SLC7A7,1,max_variance,SCANB
SLC7A8,1,max_variance,SCANB
SLC7A9,1,max_variance,SCANB
SLC8A1,1,max_variance,SCANB
SLC8A2,1,max_variance,SCANB
SLC8A3,1,max_variance,SCANB
SLC8B1,1,max_variance,SCANB
SLC9A1,1,max_variance,SCANB
SLC9A2,1,max_variance,SCANB
SLC9A3,1,max_variance,SCANB
SLC9A3R1,1,max_variance,SCANB
SLC9A3R2,1,max_variance,SCANB
SLC9A4,1,max_variance,SCANB
SLC9A5,1,max_variance,SCANB
SLC9A6,1,max_variance,SCANB
SLC9A7,1,max_variance,SCANB
SLC9A8,1,max_variance,SCANB
SLC9A9,1,max_variance,SCANB
SLC9B1,1,max_variance,SCANB
SLC9B2,1,max_variance,SCANB
SLC9C1,1,max_variance,SCANB
SLC9C2,1,max_variance,SCANB
SLCO1A2,1,max_variance,SCANB
SLCO1B1,1,max_variance,SCANB
SLCO1B3,1,max_variance,SCANB
SLCO1B7,1,max_variance,SCANB
SLCO1C1,1,max_variance,SCANB
SLCO2A1,1,max_variance,SCANB
SLCO2B1,1,max_variance,SCANB
SLCO3A1,1,max_variance,SCANB
SLCO4A1,1,max_variance,SCANB
SLCO4C1,1,max_variance,SCANB
SLCO5A1,1,max_variance,SCANB
SLCO6A1,1,max_variance,SCANB
SLF1,1,max_variance,SCANB
SLF2,1,max_variance,SCANB
SLFN11,1,max_variance,SCANB
SLFN12,1,max_variance,SCANB
SLFN12L,1,max_variance,SCANB
SLFN13,1,max_variance,SCANB
SLFN14,1,max_variance,SCANB
SLFN5,1,max_variance,SCANB
SLFNL1,1,max_variance,SCANB
SLIRP,1,max_variance,SCANB
SLIT1,1,max_variance,SCANB
SLIT2,1,max_variance,SCANB
SLIT3,1,max_variance,SCANB
SLITRK1,1,max_variance,SCANB
SLITRK2,1,max_variance,SCANB
SLITRK3,1,max_variance,SCANB
SLITRK4,1,max_variance,SCANB
SLITRK5,1,max_variance,SCANB
SLITRK6,1,max_variance,SCANB
SLK,1,max_variance,SCANB
SLMAP,1,max_variance,SCANB
SLN,1,max_variance,SCANB
SLPI,1,max_variance,SCANB
SLTM,1,max_variance,SCANB
SLU7,1,max_variance,SCANB
SLURP1,1,max_variance,SCANB
SLURP2,1,max_variance,SCANB
SLX1A,1,max_variance,SCANB
SLX1B,1,max_variance,SCANB
SLX4,1,max_variance,SCANB
SLX4IP,1,max_variance,SCANB
SMAD1,1,max_variance,SCANB
SMAD2,1,max_variance,SCANB
SMAD3,1,max_variance,SCANB
SMAD4,1,max_variance,SCANB
SMAD5,1,max_variance,SCANB
SMAD6,1,max_variance,SCANB
SMAD7,1,max_variance,SCANB
SMAD9,1,max_variance,SCANB
SMAGP,1,max_variance,SCANB
SMAP1,1,max_variance,SCANB
SMAP2,1,max_variance,SCANB
SMARCA1,1,max_variance,SCANB
SMARCA2,1,max_variance,SCANB
SMARCA4,1,max_variance,SCANB
SMARCA5,1,max_variance,SCANB
SMARCAD1,1,max_variance,SCANB
SMARCAL1,1,max_variance,SCANB
SMARCB1,1,max_variance,SCANB
SMARCC1,1,max_variance,SCANB
SMARCC2,1,max_variance,SCANB
SMARCD1,1,max_variance,SCANB
SMARCD2,1,max_variance,SCANB
SMARCD3,1,max_variance,SCANB
SMARCE1,1,max_variance,SCANB
SMC1A,1,max_variance,SCANB
SMC1B,1,max_variance,SCANB
SMC2,1,max_variance,SCANB
SMC3,1,max_variance,SCANB
SMC4,1,max_variance,SCANB
SMC5,1,max_variance,SCANB
SMC6,1,max_variance,SCANB
SMCHD1,1,max_variance,SCANB
SMCO1,1,max_variance,SCANB
SMCO2,1,max_variance,SCANB
SMCO3,1,max_variance,SCANB
SMCO4,1,max_variance,SCANB
SMCP,1,max_variance,SCANB
SMCR8,1,max_variance,SCANB
SMDT1,1,max_variance,SCANB
SMG1,1,max_variance,SCANB
SMG5,1,max_variance,SCANB
SMG6,1,max_variance,SCANB
SMG7,1,max_variance,SCANB
SMG8,1,max_variance,SCANB
SMG9,1,max_variance,SCANB
SMIM1,1,max_variance,SCANB
SMIM10,1,max_variance,SCANB
SMIM10L1,1,max_variance,SCANB
SMIM10L2A,1,max_variance,SCANB
SMIM10L2B,1,max_variance,SCANB
SMIM11A,1,max_variance,SCANB
SMIM11B,1,max_variance,SCANB
SMIM12,1,max_variance,SCANB
SMIM13,1,max_variance,SCANB
SMIM14,1,max_variance,SCANB
SMIM15,1,max_variance,SCANB
SMIM17,1,max_variance,SCANB
SMIM18,1,max_variance,SCANB
SMIM19,1,max_variance,SCANB
SMIM2,1,max_variance,SCANB
SMIM20,1,max_variance,SCANB
SMIM21,1,max_variance,SCANB
SMIM22,1,max_variance,SCANB
SMIM23,1,max_variance,SCANB
SMIM24,1,max_variance,SCANB
SMIM26,1,max_variance,SCANB
SMIM27,1,max_variance,SCANB
SMIM28,1,max_variance,SCANB
SMIM29,1,max_variance,SCANB
SMIM3,1,max_variance,SCANB
SMIM30,1,max_variance,SCANB
SMIM31,1,max_variance,SCANB
SMIM4,1,max_variance,SCANB
SMIM5,1,max_variance,SCANB
SMIM6,1,max_variance,SCANB
SMIM7,1,max_variance,SCANB
SMIM8,1,max_variance,SCANB
SMIM9,1,max_variance,SCANB
SMKR1,1,max_variance,SCANB
SMLR1,1,max_variance,SCANB
SMN1,1,max_variance,SCANB
SMN2,1,max_variance,SCANB
SMNDC1,1,max_variance,SCANB
SMO,1,max_variance,SCANB
SMOC1,1,max_variance,SCANB
SMOC2,1,max_variance,SCANB
SMOX,1,max_variance,SCANB
SMPD1,1,max_variance,SCANB
SMPD2,1,max_variance,SCANB
SMPD3,1,max_variance,SCANB
SMPD4,1,max_variance,SCANB
SMPDL3A,1,max_variance,SCANB
SMPDL3B,1,max_variance,SCANB
SMPX,1,max_variance,SCANB
SMR3A,1,max_variance,SCANB
SMR3B,1,max_variance,SCANB
SMS,1,max_variance,SCANB
SMTN,1,max_variance,SCANB
SMTNL1,1,max_variance,SCANB
SMTNL2,1,max_variance,SCANB
SMU1,1,max_variance,SCANB
SMUG1,1,max_variance,SCANB
SMURF1,1,max_variance,SCANB
SMURF2,1,max_variance,SCANB
SMYD1,1,max_variance,SCANB
SMYD2,1,max_variance,SCANB
SMYD3,1,max_variance,SCANB
SMYD4,1,max_variance,SCANB
SMYD5,1,max_variance,SCANB
SNAI1,1,max_variance,SCANB
SNAI2,1,max_variance,SCANB
SNAI3,1,max_variance,SCANB
SNAP23,1,max_variance,SCANB
SNAP25,1,max_variance,SCANB
SNAP29,1,max_variance,SCANB
SNAP47,1,max_variance,SCANB
SNAP91,1,max_variance,SCANB
SNAPC1,1,max_variance,SCANB
SNAPC2,1,max_variance,SCANB
SNAPC3,1,max_variance,SCANB
SNAPC4,1,max_variance,SCANB
SNAPC5,1,max_variance,SCANB
SNAPIN,1,max_variance,SCANB
SNCA,1,max_variance,SCANB
SNCAIP,1,max_variance,SCANB
SNCB,1,max_variance,SCANB
SNCG,1,max_variance,SCANB
SND1,1,max_variance,SCANB
SNED1,1,max_variance,SCANB
SNF8,1,max_variance,SCANB
SNHG28,1,max_variance,SCANB
SNIP1,1,max_variance,SCANB
SNN,1,max_variance,SCANB
SNPH,1,max_variance,SCANB
SNRK,1,max_variance,SCANB
SNRNP200,1,max_variance,SCANB
SNRNP25,1,max_variance,SCANB
SNRNP27,1,max_variance,SCANB
SNRNP35,1,max_variance,SCANB
SNRNP40,1,max_variance,SCANB
SNRNP48,1,max_variance,SCANB
SNRNP70,1,max_variance,SCANB
SNRPA,1,max_variance,SCANB
SNRPA1,1,max_variance,SCANB
SNRPB,1,max_variance,SCANB
SNRPB2,1,max_variance,SCANB
SNRPC,1,max_variance,SCANB
SNRPD1,1,max_variance,SCANB
SNRPD2,1,max_variance,SCANB
SNRPD3,1,max_variance,SCANB
SNRPE,1,max_variance,SCANB
SNRPF,1,max_variance,SCANB
SNRPG,1,max_variance,SCANB
SNRPN,1,max_variance,SCANB
SNTA1,1,max_variance,SCANB
SNTB1,1,max_variance,SCANB
SNTB2,1,max_variance,SCANB
SNTG1,1,max_variance,SCANB
SNTG2,1,max_variance,SCANB
SNTN,1,max_variance,SCANB
SNU13,1,max_variance,SCANB
SNUPN,1,max_variance,SCANB
SNURF,1,max_variance,SCANB
SNW1,1,max_variance,SCANB
SNX1,1,max_variance,SCANB
SNX10,1,max_variance,SCANB
SNX11,1,max_variance,SCANB
SNX12,1,max_variance,SCANB
SNX13,1,max_variance,SCANB
SNX14,1,max_variance,SCANB
SNX15,1,max_variance,SCANB
SNX16,1,max_variance,SCANB
SNX17,1,max_variance,SCANB
SNX18,1,max_variance,SCANB
SNX19,1,max_variance,SCANB
SNX2,1,max_variance,SCANB
SNX20,1,max_variance,SCANB
SNX21,1,max_variance,SCANB
SNX22,1,max_variance,SCANB
SNX24,1,max_variance,SCANB
SNX25,1,max_variance,SCANB
SNX27,1,max_variance,SCANB
SNX29,1,max_variance,SCANB
SNX3,1,max_variance,SCANB
SNX30,1,max_variance,SCANB
SNX31,1,max_variance,SCANB
SNX32,1,max_variance,SCANB
SNX33,1,max_variance,SCANB
SNX4,1,max_variance,SCANB
SNX5,1,max_variance,SCANB
SNX6,1,max_variance,SCANB
SNX7,1,max_variance,SCANB
SNX8,1,max_variance,SCANB
SNX9,1,max_variance,SCANB
SOAT1,1,max_variance,SCANB
SOAT2,1,max_variance,SCANB
SOBP,1,max_variance,SCANB
SOCS1,1,max_variance,SCANB
SOCS2,1,max_variance,SCANB
SOCS3,1,max_variance,SCANB
SOCS4,1,max_variance,SCANB
SOCS5,1,max_variance,SCANB
SOCS6,1,max_variance,SCANB
SOCS7,1,max_variance,SCANB
SOD1,1,max_variance,SCANB
SOD2,1,max_variance,SCANB
SOD3,1,max_variance,SCANB
SOGA1,1,max_variance,SCANB
SOGA3,1,max_variance,SCANB
SOHLH1,1,max_variance,SCANB
SOHLH2,1,max_variance,SCANB
SON,1,max_variance,SCANB
SORBS1,1,max_variance,SCANB
SORBS2,1,max_variance,SCANB
SORBS3,1,max_variance,SCANB
SORCS1,1,max_variance,SCANB
SORCS2,1,max_variance,SCANB
SORCS3,1,max_variance,SCANB
SORD,1,max_variance,SCANB
SORL1,1,max_variance,SCANB
SORT1,1,max_variance,SCANB
SOS1,1,max_variance,SCANB
SOS2,1,max_variance,SCANB
SOST,1,max_variance,SCANB
SOSTDC1,1,max_variance,SCANB
SOWAHA,1,max_variance,SCANB
SOWAHB,1,max_variance,SCANB
SOWAHC,1,max_variance,SCANB
SOWAHD,1,max_variance,SCANB
SOX1,1,max_variance,SCANB
SOX10,1,max_variance,SCANB
SOX11,1,max_variance,SCANB
SOX12,1,max_variance,SCANB
SOX13,1,max_variance,SCANB
SOX14,1,max_variance,SCANB
SOX15,1,max_variance,SCANB
SOX17,1,max_variance,SCANB
SOX18,1,max_variance,SCANB
SOX2,1,max_variance,SCANB
SOX21,1,max_variance,SCANB
SOX3,1,max_variance,SCANB
SOX30,1,max_variance,SCANB
SOX4,1,max_variance,SCANB
SOX5,1,max_variance,SCANB
SOX6,1,max_variance,SCANB
SOX7,1,max_variance,SCANB
SOX8,1,max_variance,SCANB
SOX9,1,max_variance,SCANB
SP1,1,max_variance,SCANB
SP100,1,max_variance,SCANB
SP110,1,max_variance,SCANB
SP140,1,max_variance,SCANB
SP140L,1,max_variance,SCANB
SP2,1,max_variance,SCANB
SP3,1,max_variance,SCANB
SP4,1,max_variance,SCANB
SP5,1,max_variance,SCANB
SP6,1,max_variance,SCANB
SP7,1,max_variance,SCANB
SP8,1,max_variance,SCANB
SP9,1,max_variance,SCANB
SPA17,1,max_variance,SCANB
SPAAR,1,max_variance,SCANB
SPACA1,1,max_variance,SCANB
SPACA3,1,max_variance,SCANB
SPACA4,1,max_variance,SCANB
SPACA5,1,max_variance,SCANB
SPACA5B,1,max_variance,SCANB
SPACA6,1,max_variance,SCANB
SPACA7,1,max_variance,SCANB
SPACA9,1,max_variance,SCANB
SPAG1,1,max_variance,SCANB
SPAG11A,1,max_variance,SCANB
SPAG11B,1,max_variance,SCANB
SPAG16,1,max_variance,SCANB
SPAG17,1,max_variance,SCANB
SPAG4,1,max_variance,SCANB
SPAG5,1,max_variance,SCANB
SPAG6,1,max_variance,SCANB
SPAG7,1,max_variance,SCANB
SPAG8,1,max_variance,SCANB
SPAG9,1,max_variance,SCANB
SPAM1,1,max_variance,SCANB
SPANXA1,1,max_variance,SCANB
SPANXA2,1,max_variance,SCANB
SPANXB1,1,max_variance,SCANB
SPANXC,1,max_variance,SCANB
SPANXD,1,max_variance,SCANB
SPANXN1,1,max_variance,SCANB
SPANXN2,1,max_variance,SCANB
SPANXN3,1,max_variance,SCANB
SPANXN4,1,max_variance,SCANB
SPANXN5,1,max_variance,SCANB
SPARC,1,max_variance,SCANB
SPARCL1,1,max_variance,SCANB
SPART,1,max_variance,SCANB
SPAST,1,max_variance,SCANB
SPATA1,1,max_variance,SCANB
SPATA12,1,max_variance,SCANB
SPATA13,1,max_variance,SCANB
SPATA16,1,max_variance,SCANB
SPATA17,1,max_variance,SCANB
SPATA18,1,max_variance,SCANB
SPATA19,1,max_variance,SCANB
SPATA2,1,max_variance,SCANB
SPATA20,1,max_variance,SCANB
SPATA21,1,max_variance,SCANB
SPATA22,1,max_variance,SCANB
SPATA24,1,max_variance,SCANB
SPATA25,1,max_variance,SCANB
SPATA2L,1,max_variance,SCANB
SPATA3,1,max_variance,SCANB
SPATA31A1,1,max_variance,SCANB
SPATA31A3,1,max_variance,SCANB
SPATA31A5,1,max_variance,SCANB
SPATA31A6,1,max_variance,SCANB
SPATA31A7,1,max_variance,SCANB
SPATA31D1,1,max_variance,SCANB
SPATA31D3,1,max_variance,SCANB
SPATA31D4,1,max_variance,SCANB
SPATA31E1,1,max_variance,SCANB
SPATA32,1,max_variance,SCANB
SPATA33,1,max_variance,SCANB
SPATA4,1,max_variance,SCANB
SPATA45,1,max_variance,SCANB
SPATA46,1,max_variance,SCANB
SPATA5,1,max_variance,SCANB
SPATA5L1,1,max_variance,SCANB
SPATA6,1,max_variance,SCANB
SPATA6L,1,max_variance,SCANB
SPATA7,1,max_variance,SCANB
SPATA8,1,max_variance,SCANB
SPATA9,1,max_variance,SCANB
SPATC1,1,max_variance,SCANB
SPATC1L,1,max_variance,SCANB
SPATS1,1,max_variance,SCANB
SPATS2,1,max_variance,SCANB
SPATS2L,1,max_variance,SCANB
SPC24,1,max_variance,SCANB
SPC25,1,max_variance,SCANB
SPCS1,1,max_variance,SCANB
SPCS2,1,max_variance,SCANB
SPCS3,1,max_variance,SCANB
SPDEF,1,max_variance,SCANB
SPDL1,1,max_variance,SCANB
SPDYA,1,max_variance,SCANB
SPDYC,1,max_variance,SCANB
SPDYE1,1,max_variance,SCANB
SPDYE16,1,max_variance,SCANB
SPDYE2,1,max_variance,SCANB
SPDYE2B,1,max_variance,SCANB
SPDYE3,1,max_variance,SCANB
SPDYE4,1,max_variance,SCANB
SPDYE5,1,max_variance,SCANB
SPDYE6,1,max_variance,SCANB
SPECC1,1,max_variance,SCANB
SPECC1L,1,max_variance,SCANB
SPEF1,1,max_variance,SCANB
SPEF2,1,max_variance,SCANB
SPEG,1,max_variance,SCANB
SPEM1,1,max_variance,SCANB
SPEN,1,max_variance,SCANB
SPERT,1,max_variance,SCANB
SPESP1,1,max_variance,SCANB
SPG11,1,max_variance,SCANB
SPG21,1,max_variance,SCANB
SPG7,1,max_variance,SCANB
SPHAR,1,max_variance,SCANB
SPHK1,1,max_variance,SCANB
SPHK2,1,max_variance,SCANB
SPHKAP,1,max_variance,SCANB
SPI1,1,max_variance,SCANB
SPIB,1,max_variance,SCANB
SPIC,1,max_variance,SCANB
SPICE1,1,max_variance,SCANB
SPIDR,1,max_variance,SCANB
SPIN1,1,max_variance,SCANB
SPIN2A,1,max_variance,SCANB
SPIN2B,1,max_variance,SCANB
SPIN3,1,max_variance,SCANB
SPIN4,1,max_variance,SCANB
SPINK1,1,max_variance,SCANB
SPINK13,1,max_variance,SCANB
SPINK14,1,max_variance,SCANB
SPINK2,1,max_variance,SCANB
SPINK4,1,max_variance,SCANB
SPINK5,1,max_variance,SCANB
SPINK6,1,max_variance,SCANB
SPINK7,1,max_variance,SCANB
SPINK8,1,max_variance,SCANB
SPINK9,1,max_variance,SCANB
SPINT1,1,max_variance,SCANB
SPINT2,1,max_variance,SCANB
SPINT3,1,max_variance,SCANB
SPINT4,1,max_variance,SCANB
SPIRE1,1,max_variance,SCANB
SPIRE2,1,max_variance,SCANB
SPN,1,max_variance,SCANB
SPNS1,1,max_variance,SCANB
SPNS2,1,max_variance,SCANB
SPNS3,1,max_variance,SCANB
SPO11,1,max_variance,SCANB
SPOCD1,1,max_variance,SCANB
SPOCK1,1,max_variance,SCANB
SPOCK2,1,max_variance,SCANB
