cohort,endpoint_original,endpoint_harmonized,signature,model_id,model_label,model_role,parameterization,exposure_variable,sample_mode,formula_text,configured_covariates,raw_median_cutoff,z_median_cutoff,n,events,censored,low_n,high_n,low_events,high_events,n_endpoint_score,excluded_covariate_missing,term,harmonized_variable,display_label,reference_level,comparison_level,estimate,hazard_ratio,conf_low,conf_high,p_value,term_ph_p,model_status,warning_text,p_adjust_model_terms,p_adjust_signature,exposure_coefficient,cox_fdr_supported,significance_value,significance_cutoff,significant,model_color,source_column,source_derivation
METABRIC,OS,OS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,available,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,402,216,186,202,200,120,96,412,10,tumor_size21-50 mm,tumor_size,Tumor size: 21-50 vs ≤20 mm,≤20 mm,21-50 mm,0.2032125898545317,1.2253329339105123,0.8946009323803646,1.6783358306263922,0.2054923185844299,NA,converged,NA,0.20726751925569029,NA,FALSE,FALSE,NA,0.05,FALSE,#E41A1C,Tumor_Size_Cat,harmonized or derived size category
METABRIC,OS,OS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,available,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,402,216,186,202,200,120,96,412,10,tumor_size>50 mm,tumor_size,Tumor size: >50 vs ≤20 mm,≤20 mm,>50 mm,0.30011942662839103,1.350020026288908,0.8467821776071779,2.1523292761442434,0.20726751925569029,NA,converged,NA,0.20726751925569029,NA,FALSE,FALSE,NA,0.05,FALSE,#E41A1C,Tumor_Size_Cat,harmonized or derived size category
METABRIC,OS,OS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,available,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,402,216,186,202,200,120,96,412,10,grade3,grade,Grade: 3 vs 1-2,1-2,3,0.2961268430243671,1.344640704309067,0.9111110690812625,1.984454678514636,0.13591095523538427,NA,converged,NA,0.18121460698051234,NA,FALSE,FALSE,NA,0.05,FALSE,#E41A1C,NHG_Cat,grade 1/2 versus grade 3
METABRIC,OS,OS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,available,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,402,216,186,202,200,120,96,412,10,clinical_subtypeHR+/HER2+,clinical_subtype,HR+/HER2+ vs HR+/HER2-,HR+/HER2-,HR+/HER2+,0.5575801795287957,1.7464413085683463,0.9913663220368071,3.0766197887451296,0.05361296988213908,NA,converged,NA,0.10722593976427816,NA,FALSE,FALSE,NA,0.05,FALSE,#E41A1C,Clinical_Subtype,harmonized receptor subtype
METABRIC,OS,OS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,available,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,402,216,186,202,200,120,96,412,10,clinical_subtypeHR-/HER2+,clinical_subtype,HR-/HER2+ vs HR+/HER2-,HR+/HER2-,HR-/HER2+,0.6959310244786535,2.0055754448207868,1.3548273133698148,2.9688897065881323,5.06469568606112e-4,NA,converged,NA,0.002025878274424448,NA,FALSE,FALSE,NA,0.05,FALSE,#E41A1C,Clinical_Subtype,harmonized receptor subtype
METABRIC,OS,OS,Fun-CIM,M2,M2: Prespecified adjusted,Primary adjusted,median_split,median_group,available,"survival::Surv(time, event) ~ median_group + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.23083688127430485,-0.03729392320029222,402,216,186,202,200,120,96,412,10,clinical_subtypeHR-/HER2-,clinical_subtype,HR-/HER2- vs HR+/HER2-,HR+/HER2-,HR-/HER2-,0.28410201146411906,1.3285684530533415,0.9322202191488109,1.8934304343454553,0.11602346933975531,NA,converged,NA,0.18121460698051234,NA,FALSE,FALSE,NA,0.05,FALSE,#E41A1C,Clinical_Subtype,harmonized receptor subtype
METABRIC,DSS,DSS,Dys-CIM,M0,M0: Unadjusted,Primary univariable,continuous,cim_z,available,"survival::Surv(time, event) ~ cim_z",,0.7514332257467629,-0.01821328144254894,412,200,212,206,206,93,107,412,0,cim_z,cim_z,CIM score (per 1 SD),per 1-SD increase,+1 SD,0.09366732770851602,1.0981943463116994,0.9581615793838429,1.258692529757385,0.17834538234768832,0.16029378351598314,converged,NA,0.17834538234768832,0.17834538234768832,TRUE,FALSE,0.17834538234768832,0.05,FALSE,#4DAF4A,ssGSEA score,within-cohort z standardization
METABRIC,DSS,DSS,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,available,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.7514332257467629,-0.01821328144254894,402,195,207,199,203,90,105,412,10,cim_z,cim_z,CIM score (per 1 SD),per 1-SD increase,+1 SD,0.04597557255610821,1.0470488339179052,0.9069589499222186,1.208777156565758,0.5304212172931696,0.17346360407029285,converged,NA,0.5304212172931696,0.5304212172931696,TRUE,FALSE,0.5304212172931696,0.05,FALSE,#E41A1C,ssGSEA score,within-cohort z standardization
METABRIC,DSS,DSS,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,available,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.7514332257467629,-0.01821328144254894,402,195,207,199,203,90,105,412,10,age_5y,age_5y,Age (per 5 years),per 5-year increase,+5 years,0.08558067305504977,1.0893494389465972,1.015852864353517,1.1681634632082907,0.016337536329648253,0.25305618705233435,converged,NA,0.06535014531859301,NA,FALSE,FALSE,NA,0.05,FALSE,#E41A1C,AGE_AT_DIAGNOSIS,numeric age divided by 5
METABRIC,DSS,DSS,Dys-CIM,M2,M2: Prespecified adjusted,Primary adjusted,continuous,cim_z,available,"survival::Surv(time, event) ~ cim_z + age_5y + tumor_size + grade + clinical_subtype",age_5y; tumor_size; grade; clinical_subtype,0.7514332257467629,-0.01821328144254894,402,195,207,199,203,90,105,412,10,tumor_size21-50 mm,tumor_size,Tumor size: 21-50 vs ≤20 mm,≤20 mm,21-50 mm,0.1835249902501564,1.2014449894473722,0.8635192068326029,1.6716131514466932,0.27609415842763957,NA,converged,NA,0.3155361810601595,NA,FALSE,FALSE,NA,0.05,FALSE,#E41A1C,Tumor_Size_Cat,harmonized or derived size category
