"gene_id","r_rb","p_value","padj","trajectory"
"KLHDC7A",0.329495735484626,0.0445743349823951,0.139747277843443,"NS"
"TMEM107",-0.0462179031055541,0.784104647376254,0.891354276750024,"NS"
"RRS1",-0.527709797320643,0.000710544236235174,0.00778776966871325,"NS"
"EXOC3L1",0.117747748446823,0.483888450254277,0.683132126655191,"NS"
"TRIML2",0.313513933518308,0.0566709956807666,0.164688404481085,"NS"
"RCC2",-0.222264748694953,0.182333067580992,0.367632887876623,"NS"
"OR13D1",0.137238495964605,0.412700778284586,0.621386212041044,"NS"
"IGSF22",0.143888237135183,0.391462634270927,0.602094696745059,"NS"
"C9ORF50",0.0870283662651291,0.605335962307826,0.772892750294204,"NS"
"ZFP42",0.276370616750809,0.0943298143282836,0.234422830016348,"NS"
"CCDC89",0.452729268076857,0.00454166627675533,0.0277559364534187,"NS"
"TAAR3P",0.191612023100193,0.250575082437191,0.45562238453298,"NS"
"LINC02913",0.0844105668511414,0.616368540079024,0.780084330317111,"NS"
"FAM133A",0.259245561179592,0.117203254448591,0.271004075500037,"NS"
"DPM3",-0.403767867533258,0.0124314921044627,0.0564379070733932,"NS"
"C12ORF42",0.0948420821696002,0.573239843768166,0.750380534592721,"NS"
"CYC1",-0.567011598327005,0.000223618023464004,0.00367303020528297,"NS"
"PER1",0.515800456190385,0.000981810265312681,0.00971978379642259,"NS"
"HTR1F",0.31604794368424,0.0545954564200934,0.160397372034925,"NS"
"TMTC2",0.309155410168229,0.0603875034495364,0.172105335231454,"NS"
"HES7",-0.00441154897241224,0.979107910418807,1,"NS"
"FARSA",-0.55790639843997,0.00029608212435614,0.00438035903697797,"NS"
"SPTY2D1",0.0250446742734412,0.882022756864352,0.948415422832134,"NS"
"C10ORF67",-0.102423225289932,0.542901495040987,0.72869077712772,"NS"
"SAMD4B",-0.0112112781895054,0.947039030527286,0.984693455046702,"NS"
"LINC00670",0.127755481589497,0.446023815349976,0.651888071678349,"NS"
"MTUS2-AS1",0.36255032461569,0.0257332003352477,0.0949279139132519,"NS"
"CYP11B2",0.0477248303152471,0.776662979688413,0.887447042845696,"NS"
"GIMAP7",0.633340369670896,2.20032136344841e-05,0.000946129426165966,"Fun-CIM"
"ALOXE3",-0.0596946061844371,0.723347093231827,0.854350776262423,"NS"
"EDC3",-0.0811448115921121,0.630122280522408,0.78970959291796,"NS"
"TCAIM",-0.123632443080124,0.462148142673315,0.666074574776283,"NS"
"FUCA1",0.563271683062679,0.000251192698238776,0.00390465299334279,"NS"
"PXT1",0.145456482653742,0.385486097588803,0.596630615303879,"NS"
"GGN",-0.016933190520879,0.920081326773488,0.970012485634122,"NS"
"HNRNPCL1",0.121252929027347,0.469694817945048,0.672855714973946,"NS"
"TMEM125",-0.387012386976315,0.0169968032203853,0.0707425474976336,"NS"
"ZNF664",-0.203492050793111,0.223061055372119,0.420932984341499,"NS"
"SIGLECL1",0.222310991342005,0.181078080174463,0.366066685539506,"NS"
"CALR",-0.457374937416123,0.00409603753752196,0.0257444355745141,"NS"
"LINC00311",0.205775549795499,0.217799490666864,0.41401728162728,"NS"
"MAGED1",-0.155048089583759,0.355371459577559,0.5677999092835,"NS"
"LDLRAD3",-0.301413913547363,0.0674630014780097,0.185791103784011,"NS"
"CDH4",0.192497743240881,0.249608861916683,0.454686161762472,"NS"
"SMCO3",0.103356506532248,0.539211966251371,0.726344076833925,"NS"
"RAD23A",-0.308866533445437,0.06064049976564,0.172480561043544,"NS"
"PCARE",-0.0547524656343005,0.744802190582073,0.86729607793672,"NS"
"GADD45GIP1",-0.62234075501603,3.35336153982799e-05,0.00123811023973126,"Dys-CIM"
"MEIS3P1",-0.050408529177459,0.765057680518655,0.879745640235496,"NS"
"DAND5",-0.285613741294504,0.0832742640038121,0.215583740732336,"NS"
"TMEM151A",-0.133559030694551,0.42668974719921,0.634411996046558,"NS"
"PTPN11",-0.0393769500204215,0.815460653054892,0.910507683928402,"NS"
"NSUN7",0.0181236279867028,0.914482846104719,0.96680821009402,"NS"
"RTL3",0.464357992723917,0.00348035478616628,0.0231145147861295,"NS"
"FAM156B",0.38521078824839,0.0175623122433418,0.0722997232574702,"NS"
"WSCD1",0.362302478649868,0.0262388531712665,0.0962561431751889,"NS"
"RAB39A",0.412589060677716,0.0104782828978811,0.0502216930193868,"NS"
"CLK3",0.146762791328737,0.381968820030646,0.593319895467293,"NS"
"HLA-DQB1",0.529347185387447,0.000679013305938376,0.00760155823322867,"NS"
"GATA2",0.0740809180709733,0.660290154461695,0.80970916107121,"NS"
"ARID3B",0.305273315277963,0.0638581903363017,0.178748858792643,"NS"
"HMGN2P46",0.330303460436254,0.0440232541989389,0.138450418586703,"NS"
"TMEM31",0.0438484109848476,0.794930138893169,0.897701613025722,"NS"
"PACS2",-0.0131616169236175,0.937842361343205,0.979753740386985,"NS"
"ELMOD2",0.110667225164819,0.510733593857464,0.705753096776519,"NS"
"EGR3",0.345366870891097,0.0347155748040374,0.117229481333474,"NS"
"CATSPERE",0.226437013733557,0.174049856137549,0.356249879687113,"NS"
"GPC5",0.0369462894210517,0.826672949499798,0.917099786031343,"NS"
"VWA1",-0.449094404597653,0.00491906083776834,0.0294809209869198,"NS"
"LINC00174",0.426436384490045,0.00794020376239045,0.0415696487990924,"NS"
"DNAJB8",0.0798679235127566,0.63463386432885,0.792954998449159,"NS"
"GEMIN4",-0.178633272594243,0.285989405934711,0.495487009414032,"NS"
"OR6W1P",0.254428801575529,0.124330782844367,0.2823812980722,"NS"
"FJX1",-0.395165182303312,0.0146251049032886,0.0634494094019778,"NS"
