gene,endpoint,firth_hr,firth_conf_low,firth_conf_high,firth_p_value,firth_status,firth_fdr,signature_direction,signature_r_rb,signature_correlation_p_value,signature_correlation_padj
EMILIN2,RFS,1.168702655985987,0.507632111562082,2.973549118751438,0.7209483231880547,converged,0.8675840112012804,Fun-CIM,0.567,2.39536081644962e-7,1.42593292290802e-5
EML5,RFS,0.5232875838157856,0.20942176971363868,1.2999580868334548,0.1628717208750472,converged,0.3760001708170819,Fun-CIM,0.472,1.76663243288092e-5,2.0977706724898e-4
EMP3,RFS,1.3732818963228477,0.5752511278932638,3.3375660291044156,0.472890133369244,converged,0.6975600473305282,Fun-CIM,0.39,0.00124325223646299,0.00483318106595637
ENDOD1,RFS,2.922011167210211,1.0803905712610649,9.30648844034464,0.033979428372960196,converged,0.13901528569158578,Dys-CIM,-0.321,0.00678053071655408,0.0427819199973055
ENO1,RFS,3.5181575678622723,1.5766428378510275,9.019397555312473,0.0021912780583930314,converged,0.03150760004349592,Dys-CIM,-0.506,5.5907172650124e-6,3.0652553280585e-4
ENO4,RFS,0.5889210483158557,0.24366629131600473,1.3164195366798777,0.19772130703968172,converged,0.4237702687782469,Fun-CIM,0.469,5.90694912694495e-5,4.956226444244e-4
ENOPH1,RFS,4.924453277869077,1.8475214255852397,19.034050591319446,0.0011727253754593159,converged,0.024122309459100648,Dys-CIM,-0.437,6.26411429968018e-5,0.00141275769311936
ENPEP,RFS,0.6619960027582719,0.2894845939259416,1.6506537365277725,0.370285249944994,converged,0.6066288220890886,Fun-CIM,0.394,0.00070165231957674005,0.0032271600024928
ENTHD1,RFS,1.1430856672369198,0.4960561986310317,2.2697628296803765,0.7316790292350863,converged,0.8717752552672268,Fun-CIM,0.492,1.06200399149316e-5,1.5563007801604e-4
EPB41L3,RFS,2.6417769285206165,0.9562968657939979,9.091604055688629,0.06202595071598471,converged,0.20086412092039882,Fun-CIM,0.476,1.21995680831525e-5,1.6650054293744e-4
EPCIP-AS1,RFS,0.6812003080567381,0.24748226729647327,1.582350879300525,0.38964452761990864,converged,0.6225065214725833,Fun-CIM,0.446,3.350976483148e-4,0.00179094205317827
EPHB6,RFS,0.5634917646512656,0.21829626137402133,1.3707006090343536,0.2178748286968175,converged,0.4456804161602027,Fun-CIM,0.428,8.96677373394832e-5,6.8216125535779e-4
EPPIN,RFS,0.5402210147099481,0.3196774450092668,0.9938285668540255,0.04816618191088018,converged,0.1694397040617899,Fun-CIM,0.31,0.00778196036575055,0.0208656272875942
EPSTI1,RFS,1.4189008554176559,0.6532105539656722,3.210915266289841,0.37854987046059185,converged,0.6104220869670255,Fun-CIM,0.457,1.913020793768e-4,0.00119282473023182
EQTN,RFS,0.5064740320211853,0.18319402255772216,1.37962865785933,0.19330027364568014,converged,0.4185346568263922,Fun-CIM,0.365,0.00187985116256541,0.00668671890040046
ERG,RFS,0.7252713738360822,0.31758216453162885,1.6072113673341812,0.43168239428559196,converged,0.6645754947369664,Fun-CIM,0.448,1.7381780181455e-4,0.00110548121954059
ERVFRD-1,RFS,0.88801798268237,0.31505301119166607,1.8087121785956783,0.7774188345828491,converged,0.89252503412186,Fun-CIM,0.515,7.14320598824342e-5,5.7282136415204e-4
ESD,RFS,3.519793681777968,1.4967785943400391,9.90363252355397,0.004514543061431953,converged,0.04457358849320481,Dys-CIM,-0.321,0.0059982275656852,0.0389272727732223
ESRRB,RFS,0.4565183637087057,0.09895675150314504,1.1999243773760617,0.12553303857397635,converged,0.32011700705986806,Fun-CIM,0.399,0.00168884232733534,0.00618996991575997
ETFA,RFS,2.663276958931637,1.2602072222813745,5.951345268592716,0.011077454397424802,converged,0.07041077237161429,Dys-CIM,-0.439,8.4057538017049e-4,0.00876403183259732
ETV4,RFS,3.1945540768804093,1.4352012263860683,7.954022403403834,0.004749197706151231,converged,0.045970992175228584,Dys-CIM,-0.404,0.00101408496423823,0.0101728397043456
EVX1,RFS,0.8096044320746003,0.314954568504595,1.7517727304630604,0.6082727990599608,converged,0.7972611193207714,Fun-CIM,0.339,0.0035227613817698,0.0109185001891111
EXOSC7,RFS,2.3197173554237045,1.0280141043139566,5.449856951996457,0.04291247178026647,converged,0.1588834267664366,Dys-CIM,-0.431,1.5473950873332e-4,0.00273373132095541
F13A1,RFS,1.5305840715266699,0.704217240592769,3.4494547900820804,0.28252826005758913,converged,0.5214698800710544,Fun-CIM,0.376,9.9852998766293e-4,0.0040919141247012
F8,RFS,2.012701348140341,0.8721748202354329,5.206994555814298,0.10199937084734545,converged,0.28394937636262896,Fun-CIM,0.397,0.00213163773032711,0.00735206939527139
F9,RFS,0.8093937324180515,0.04049179044097593,1.6120910943497844,0.6294092367804847,converged,0.8098654037114663,Fun-CIM,0.314,0.00742246177065261,0.0200029054497248
FABP1,RFS,0.922704178478113,0.5716828195138959,4.6831503682516145,0.8138341130745775,converged,0.9133111378710329,Fun-CIM,0.314,0.00855005623077274,0.0227524508902572
FADS3,RFS,1.6165531866859628,0.7714521273574031,3.153004767397954,0.19059142903500081,converged,0.4144873809116537,Dys-CIM,-0.406,0.00119652312438836,0.0115651779196201
FAM111A,RFS,1.021786286810304,0.43928785410184623,2.229980624710001,0.9584162355405255,converged,0.9807622941887015,Fun-CIM,0.523,9.63417204728189e-5,7.1748634918867e-4
FAM117A,RFS,1.3866681127885556,0.6368055025767034,3.557655080808453,0.4244426066869864,converged,0.6575308582671829,Fun-CIM,0.487,1.7884103955432e-4,0.00113064514072119
FAM124B,RFS,0.5903724159941038,0.24036137567607876,1.3273536384571583,0.20812630549255406,converged,0.4317017625132669,Fun-CIM,0.409,5.8286256964343e-4,0.0027650572885742
FAM13B,RFS,1.4714534334272267,0.6413535417091848,3.252722915860576,0.36798351667893037,converged,0.604194665411858,Fun-CIM,0.336,0.00330070063675486,0.010341111354562
FAM156A,RFS,0.868933968735146,0.3220385815838252,1.9649279759581086,0.7504610982003596,converged,0.8786030722804209,Fun-CIM,0.353,0.00218583631878153,0.0074983381809334004
FAM161B,RFS,0.8075937666853793,0.38722299117173214,1.7653157064734835,0.5738834150249679,converged,0.7726557615017977,Fun-CIM,0.473,4.3526194301643e-4,0.0022146127660676
FAM162B,RFS,0.5231822753842376,0.23803082391576316,1.1841830045709985,0.11918524817741094,converged,0.31488612387773895,Fun-CIM,0.467,5.44500040627807e-5,4.7266658920869e-4
FAM167B,RFS,0.8222967331417872,0.3211626436460241,2.0706347667973706,0.6783760441395834,converged,0.8390474630798,Fun-CIM,0.34,0.00458403479773875,0.0132677969195661
FAM193B,RFS,0.5677153196606919,0.14800294663231567,1.585395503787932,0.32693312595089596,converged,0.5622885217788798,Fun-CIM,0.465,1.50889605655081e-5,1.8877579514226e-4
FAM217A,RFS,0.3348650983985598,0.0956945600155806,0.8916626987832525,0.027338874581003036,converged,0.1219544375134503,Fun-CIM,0.4,0.00221772921556362,0.00757505790063621
FAM43A,RFS,0.45159327622858086,0.18429098253801987,1.1096454019976165,0.08410846791692284,converged,0.24824475001209534,Fun-CIM,0.431,4.7188857051753e-4,0.00236474437728765
FARS2,RFS,4.361675441103519,1.4744262035455478,20.082813674188895,0.005538256717890322,converged,0.04921693926983206,Dys-CIM,-0.479,1.8188328088853e-4,0.00310936275201285
FARSB,RFS,2.450073859864755,1.0266936934286632,6.9136561616103185,0.04334861538279666,converged,0.1596253378504736,Dys-CIM,-0.493,2.97816822212927e-5,8.60961358761e-4
FAT2,RFS,1.0405604521973364,0.4796035289004432,2.3791574967462563,0.9207098624108794,converged,0.9650186172898176,Fun-CIM,0.487,2.5162756159532e-4,0.001457514837656
FBLN1,RFS,1.5818522326883835,0.6924174876547979,3.6859626195902777,0.2689360242714337,converged,0.5080827057671867,Fun-CIM,0.444,5.5823774781159e-4,0.00268969096672858
FBLN7,RFS,0.7817788853826804,0.3244483052722318,1.779204151654608,0.5559890897246815,converged,0.7603137967518498,Fun-CIM,0.574,5.21682844039414e-7,2.19488058608755e-5
FBP1,RFS,1.1513283529841065,0.5415515456255584,3.237713692186175,0.7420834178858281,converged,0.875935448416671,Fun-CIM,0.464,5.4977156052166e-4,0.00265291891116677
FBXO22,RFS,2.7663180829309604,1.1070988502370347,8.584519458424946,0.0287282019005487,converged,0.1262506439605716,Dys-CIM,-0.382,0.0013155288484349,0.0124135956617892
FBXO39,RFS,0.8278229576061639,0.33573019616653366,1.8562736206414134,0.6544530410418076,converged,0.8264537794941421,Fun-CIM,0.353,0.00487511890935368,0.0140044066230756
FBXO48,RFS,0.6916102511033659,0.3329632556829126,1.4748108211524837,0.3264650095168007,converged,0.5622885217788798,Fun-CIM,0.452,1.104779995242e-4,7.7725672231628e-4
FCER1A,RFS,1.0240068753652212,0.4939828000481605,2.666422445716924,0.954146639347677,converged,0.980139781801933,Fun-CIM,0.405,3.1669215633667e-4,0.0017333581018083
FCER1G,RFS,1.7679081068107774,0.7639065849811978,4.436882773857268,0.1871797547097359,converged,0.4094729936855523,Fun-CIM,0.385,5.4225557562234e-4,0.00263263012286878
FCGR2B,RFS,1.1398743696659046,0.513364541533064,3.061893459597382,0.7689700761589043,converged,0.8876419974990937,Fun-CIM,0.537,1.72467626687616e-6,4.38757642293296e-5
FCGR3A,RFS,1.4393675900989724,0.6503851829430264,3.3489373037673533,0.37317828544122156,converged,0.608170958060879,Fun-CIM,0.374,0.00184703286406728,0.00659210382461724
FCN3,RFS,1.2941876972900503,0.585851988444393,2.940310437773842,0.5205223097062874,converged,0.7286328361767596,Fun-CIM,0.355,0.00446867977780408,0.013037065773777
FCRL5,RFS,0.2403392498335145,0.0795283955262939,0.56674273571579,0.0012768710245615322,converged,0.025213946498341723,Fun-CIM,0.543,4.09360649697757e-8,4.79988112665488e-6
FFAR4,RFS,1.7767415249294918,0.767699860863172,5.031401971693446,0.1899399236616105,converged,0.4142872267199486,Fun-CIM,0.393,0.00183409908807759,0.00656066940392208
FGD5P1,RFS,0.8024457084656705,0.3447607535857756,1.7618098758695075,0.5862554879339599,converged,0.7843219310119192,Fun-CIM,0.39,0.0010812026270771,0.00434119236629444
FGF10,RFS,1.473807503345496,0.6288195863703975,3.602663620809197,0.3765837757569296,converged,0.6101975622494669,Fun-CIM,0.346,0.0031807319690898,0.0100720580834945
FGF14,RFS,2.3280129286793505,1.0168652363845927,5.527681697661376,0.04570254842545063,converged,0.16468485211214692,Fun-CIM,0.32,0.00662555231301941,0.0181318901509481
FGF7,RFS,1.3874961820616178,0.6264611885360651,3.1141975502017067,0.41018872803075435,converged,0.6435270192940119,Fun-CIM,0.494,1.8403818190835e-5,2.1516228620167e-4
FIS1,RFS,1.6456566952267047,0.7547758604255206,3.5072204047781703,0.2022056065975565,converged,0.4265951086618415,Dys-CIM,-0.431,4.2109746659187e-4,0.0053563597750486
FLCN,RFS,1.3614084063245497,0.6247376911199057,3.07202647835247,0.44051510560157103,converged,0.6739699084668664,Fun-CIM,0.405,0.00105391084766954,0.00425849618245127
FLT3,RFS,1.1884063866290984,0.537744110000462,2.509442002691247,0.6588319426080849,converged,0.8289975420582614,Fun-CIM,0.372,0.00258927504679191,0.00855025404859633
FLT4,RFS,0.6940001151283731,0.2903526575549517,1.653991414937435,0.401704844865463,converged,0.6362832890328884,Fun-CIM,0.467,1.6988901937882e-4,0.00108483349723829
FNBP4,RFS,0.3055211938682924,0.10598730609441095,0.7671453573550555,0.012197165599032722,converged,0.07478316718733909,Fun-CIM,0.459,5.60829468923698e-5,4.8233467273517e-4
FNDC5,RFS,0.8695478496641289,0.3842763868013346,2.105757033298691,0.7428595025059681,converged,0.875935448416671,Fun-CIM,0.381,0.00223086052800895,0.00760583525454346
FOLR2,RFS,0.90924389083069,0.40593694287208243,2.0502434479073224,0.8141059493930154,converged,0.9133111378710329,Fun-CIM,0.452,5.68501346159811e-5,4.8556964947353e-4
FOSB,RFS,0.7861239107960392,0.34737529518480664,1.8063325287065726,0.5591562259521687,converged,0.7618310677416392,Fun-CIM,0.571,1.47127708788275e-5,1.8714644557868e-4
FOXK2,RFS,4.949987589621174,1.8817264344336118,17.71151770668312,9.87741840751566e-4,converged,0.023213513979298068,Dys-CIM,-0.456,1.8749893612773e-4,0.0031715245579053
FREM1,RFS,0.8930355254528421,0.46467281237888264,2.0627192859863985,0.766224219459665,converged,0.8869904949144674,Fun-CIM,0.491,1.84408332597023e-6,4.54587982681035e-5
FRY,RFS,1.2721929561082645,0.5677798076260352,3.097706973336273,0.563580727250897,converged,0.766449088208061,Fun-CIM,0.423,1.4254113887046e-4,9.5139650542131e-4
FRZB,RFS,0.8989080626616504,0.36982336360638646,1.913632556960057,0.7922202509852678,converged,0.9032035161720495,Fun-CIM,0.486,1.1171639887141e-4,7.8208708574271e-4
FSD2,RFS,0.7367172429745033,0.2627513374892576,1.9094315106146602,0.5588541746515853,converged,0.7618310677416392,Fun-CIM,0.326,0.00598528542440609,0.0165362360118257
FXR1,RFS,3.324576481161003,1.1802610823326265,11.009409308784825,0.021592024155625,converged,0.10659262591493542,Dys-CIM,-0.466,3.4449616418598e-4,0.00476303392222358
FXYD1,RFS,0.3884457141053354,0.11453787488309558,1.027104491117514,0.057650228995598685,converged,0.1912550132119648,Fun-CIM,0.407,8.1384678753575e-4,0.00354525038953932
FYB1,RFS,1.3808273809763918,0.6208938523777368,3.2761669607798782,0.430512167370835,converged,0.6634636002874158,Fun-CIM,0.563,5.76575836269975e-7,2.21332240545807e-5
FZD4,RFS,0.6227278461062754,0.24706343029803213,1.4163499038564569,0.27679175566761327,converged,0.5163400887667916,Fun-CIM,0.536,2.63391732486988e-5,2.791952364362e-4
GABARAPL1,RFS,0.9363983865927457,0.4031501480041185,2.287434709273465,0.8808304355074497,converged,0.9448581057770292,Fun-CIM,0.488,1.08240273759981e-5,1.5717080847339e-4
GABPB1-AS1,RFS,0.4948771041712911,0.2018580187618545,1.322523934450127,0.149329063134217,converged,0.3576318568889799,Fun-CIM,0.377,0.00309434756913829,0.00984987514500478
GABPB2,RFS,1.4944046550510537,0.6621778221018896,3.6806502913836248,0.3501922820343185,converged,0.5873553450654877,Fun-CIM,0.471,1.5270842223347e-4,9.9510816127552e-4
GABRB2,RFS,1.193451654065118,0.5252997648788633,2.4674613961167826,0.6533612680577543,converged,0.826326249354,Fun-CIM,0.35,0.00420518288294715,0.0124651993446007
GADD45B,RFS,1.860384215811871,0.7523965582370358,4.855105523617795,0.18621809507984177,converged,0.4079718917355705,Fun-CIM,0.366,0.00278787373339841,0.00904636578796626
GADD45G,RFS,0.951946906606617,0.4015356878322481,2.058496009113967,0.904366967230052,converged,0.9578944141388246,Fun-CIM,0.428,1.8607338019325e-4,0.00116708747340145
GAL3ST4,RFS,1.130627940411269,0.5357368885539955,2.943394708013098,0.7679417930427228,converged,0.8871769643963096,Fun-CIM,0.495,1.94088656279058e-5,2.2362388658239e-4
GALK1,RFS,1.9172414329067886,0.7703051756407981,6.408499990559216,0.17500150715596585,converged,0.3932886678269885,Dys-CIM,-0.479,2.90659669225974e-5,8.4797958544825e-4
GALNT15,RFS,1.6317553755093674,0.7213021237401241,3.8262837166422834,0.23782113225958768,converged,0.47126305843671185,Fun-CIM,0.337,0.00605690165869877,0.0166761448265473
GAPT,RFS,1.84087021481931,0.781870048383367,5.2023492823927064,0.17181245757724117,converged,0.3890737762567189,Fun-CIM,0.324,0.00668513063015223,0.018263501206086
GARIN1A,RFS,0.5916251691791078,0.1972982682872302,1.5112018367601932,0.28716530491406245,converged,0.527366391949186,Fun-CIM,0.38,8.0799671961191e-4,0.00354404078395295
GBA2,RFS,0.5750032635072981,0.30755573887164805,1.2158341680583127,0.13256518711744447,converged,0.3325366015663418,Fun-CIM,0.328,0.00680093555422479,0.0185321123071421
GBP5,RFS,0.6577808778983211,0.28055393676129875,1.4855477832934667,0.3142124526073904,converged,0.5523448731996068,Fun-CIM,0.411,1.4860370872205e-4,9.7699257163645e-4
GCAT,RFS,2.21777072328995,0.8593359958114769,6.320999413866978,0.10302392219750311,converged,0.2857273947088055,Dys-CIM,-0.468,2.19902388849842e-5,7.2117964934147e-4
GCDH,RFS,3.0094992259597455,1.06633683653198,9.884524875970945,0.036288846499107574,converged,0.1441037152025351,Dys-CIM,-0.42,4.9734207871784e-4,0.00610241426341809
GCH1,RFS,1.4862612381972822,0.7120815430959117,2.780753432752942,0.2642860261244919,converged,0.5056945797033237,Fun-CIM,0.466,6.1901182701196e-4,0.00291191954126928
GCNT4,RFS,0.6685896174467205,0.30591925916846097,1.4594073496339801,0.310744274944057,converged,0.5498354494529849,Fun-CIM,0.552,5.50572135557677e-6,1.0062180408467e-4
GCSH,RFS,2.921612242430965,1.206115637090221,7.963404087169057,0.017690217665650376,converged,0.09290500837882343,Dys-CIM,-0.484,4.06668357096971e-5,0.00106000440620358
GDF10,RFS,0.5689472951408823,0.21482896099398885,1.306509800552727,0.19521047777333145,converged,0.4202132522998603,Fun-CIM,0.397,0.00166404633392124,0.00613882522258648
GDF5,RFS,0.8015053328007674,0.2311774085388452,1.7726688370140837,0.6622057209340199,converged,0.8311242989010876,Fun-CIM,0.476,2.7408924222973e-4,0.00155585099797741
GDF6,RFS,1.278185137810531,0.5770974835965769,2.901198899418309,0.5449164551705721,converged,0.7499814112528916,Fun-CIM,0.383,0.00106444023793939,0.00428470880588261
GDI2,RFS,5.379729167871482,2.063001732162371,20.895582525398023,4.152488565291046e-4,converged,0.019172902106615236,Dys-CIM,-0.572,1.50457624265663e-5,5.6958957757715e-4
GFI1,RFS,0.6407306182332769,0.3568787438900573,1.3552970008885208,0.21502284898875912,converged,0.44167661491310994,Fun-CIM,0.491,4.91617766846184e-5,4.3426236071412e-4
GFRA2,RFS,0.8574605451928601,0.38747473959332235,1.8107909117422722,0.689507443437199,converged,0.8445139759817185,Fun-CIM,0.361,0.00420654626402222,0.0124651993446007
GFUS,RFS,1.6765086103431197,0.826866941892284,3.386080868615203,0.1457259188434038,converged,0.3539773405034438,Dys-CIM,-0.517,3.30048278713991e-6,2.1419459720622e-4
GIMAP6,RFS,0.7079035715267504,0.31988820784378097,1.5353106244913206,0.37775063386150276,converged,0.6104220869670255,Fun-CIM,0.507,8.85577264765362e-7,2.87360785913658e-5
GIPC1,RFS,20.635408266221607,3.7631682903740717,523.8374984261059,2.4518544922580432e-5,converged,0.017719099562598727,Dys-CIM,-0.473,4.08241691390389e-6,2.4353791467447e-4
GIPC2,RFS,0.6396765706661233,0.25277524343539554,1.4228531302792597,0.2897631927882319,converged,0.5298978544306182,Fun-CIM,0.616,1.93032722123887e-7,1.25274297215094e-5
GJD4,RFS,0.862458205471606,0.3049400585049103,1.7675145390445333,0.7370856595656803,converged,0.8746986072249778,Fun-CIM,0.357,0.00393743400897718,0.0118908263518969
GLIPR2,RFS,0.8902242595977997,0.3669843538285031,1.92510686504904,0.774434222395409,converged,0.8904791019934789,Fun-CIM,0.371,0.00317044419822057,0.0100518569794032
GLO1,RFS,3.561098614788711,1.3683704150713345,11.294039973793167,0.009382904102573364,converged,0.06493495783136052,Dys-CIM,-0.377,6.4366312232249e-4,0.00733637537270798
GLRX,RFS,0.8187182548263436,0.37404620619155915,1.7918152230456283,0.6089441399330001,converged,0.7972611193207714,Fun-CIM,0.362,0.00252501062446481,0.00836409769353969
GLRX3,RFS,4.185563421964439,1.7634524624521053,12.137802536693886,0.0011165946376344715,converged,0.02396632838169061,Dys-CIM,-0.556,3.09498415338107e-7,5.13162859375334e-5
GLT8D2,RFS,1.9556518296684224,0.8107626518269794,4.733822486101572,0.1333038046177124,converged,0.333484686889919,Fun-CIM,0.43,9.23826974739863e-5,6.9615397622577e-4
GMPS,RFS,7.6212244215041816,2.2257422390787465,80.81904597958135,4.2168177117463124e-4,converged,0.019172902106615236,Dys-CIM,-0.592,6.95106911612968e-6,3.5273317771559e-4
GNAL,RFS,0.7515714740064469,0.31190681533436054,1.6145543524580157,0.47596169223700424,converged,0.6999992713038762,Fun-CIM,0.364,0.00124675137259101,0.00484086613533505
GNB3,RFS,0.16803633512712907,0.03646952348917229,0.5068445893454666,8.459153870924441e-4,converged,0.02277819433243472,Fun-CIM,0.512,1.07918440885829e-5,1.5717080847339e-4
GNGT2,RFS,0.9250795465784046,0.4623161857128961,2.2326978398238126,0.8427914042197446,converged,0.930148435072404,Fun-CIM,0.523,3.11469671092038e-6,6.70965629004366e-5
GNLY,RFS,0.9677994332676011,0.4299445629363717,2.0682376672384497,0.936602969370941,converged,0.9720455484501497,Fun-CIM,0.379,0.00116758803922725,0.00459521035240428
GNRH1,RFS,0.3936095482431365,0.11505732778668343,1.041049141997618,0.06094138708932373,converged,0.19965051007083248,Fun-CIM,0.354,0.0022116572951283,0.00757058148386222
GOLGA8B,RFS,0.3964912574356079,0.1048132699763037,1.2287898559462793,0.11595580805635997,converged,0.3101989661983487,Fun-CIM,0.47,8.12418299142553e-5,6.3476417476002e-4
GOLGA8IP,RFS,0.8455022586524077,0.28775092652966233,1.9825417703141663,0.7238396407825769,converged,0.8679578361999818,Fun-CIM,0.453,7.10182513474187e-5,5.7177901954047e-4
GOLGB1,RFS,1.0760138748795813,0.5274199862400797,2.9759048102059875,0.8671886258885491,converged,0.9418976702466518,Fun-CIM,0.531,5.2810499888581e-5,4.6136645507057e-4
GON4L,RFS,0.6127673635216754,0.23161852266663438,1.4997124365420562,0.28599135320828617,converged,0.5261530361508967,Fun-CIM,0.368,0.00117217333213656,0.0046018656743139
GOT2,RFS,4.703015594225168,1.7188158876930213,15.41320439659908,0.0021878962904328114,converged,0.03150760004349592,Dys-CIM,-0.407,5.7645419810922e-4,0.00681416849309618
GP1BA,RFS,0.675484415472011,0.2224322528463173,1.6111125907289474,0.42430083988164824,converged,0.6575308582671829,Fun-CIM,0.458,1.0061000224318e-4,7.3893696166833e-4
GPI,RFS,15.392825925893037,3.1529380269117966,178.21716252094768,2.1754418571140466e-4,converged,0.018450619437219297,Dys-CIM,-0.397,3.6249827088149e-4,0.00483668876523455
GPN1,RFS,5.321604538639537,1.9542392671671756,18.490711564438303,7.948708693041873e-4,converged,0.022189061609359205,Dys-CIM,-0.419,3.4100481596218e-4,0.00473535071947492
GPNMB,RFS,1.1873815984132432,0.5288641127703428,3.1268860361505317,0.6965312035811527,converged,0.8491381083942859,Fun-CIM,0.487,3.51842177596195e-5,3.4215844793758e-4
GPR162,RFS,0.7529303542514423,0.2904001061102068,1.8107821747715236,0.5338959233299836,converged,0.740355676452908,Fun-CIM,0.594,1.20487556165274e-8,2.39469017878481e-6
GPR174,RFS,1.0217580380385922,0.47484363626770504,2.2354390300206832,0.9556432674513521,converged,0.980139781801933,Fun-CIM,0.492,3.58846384977525e-6,7.40994483265279e-5
GPR18,RFS,1.3218381744403347,0.6161246728173533,3.1533699268877373,0.48970042052358853,converged,0.7063623427870048,Fun-CIM,0.33,0.0042565201604003,0.0125563396197337
GPR183,RFS,1.5062851064235652,0.6759858591219254,3.5570452342989105,0.31359767312841746,converged,0.5523448731996068,Fun-CIM,0.547,5.77691068091257e-7,2.21332240545807e-5
GPR35,RFS,0.5470314079534307,0.2187490556146971,1.2492344060357023,0.15407990622117473,converged,0.36440825458024556,Fun-CIM,0.424,8.52498064805908e-5,6.5640286830091e-4
GPR45,RFS,0.2288237127914564,0.0314437405560132,0.8329237866401836,0.02063713457925198,converged,0.1036214989170425,Fun-CIM,0.379,0.00138053490154622,0.00524504299512183
GPR65,RFS,1.0493216930581468,0.513236380377201,2.6419994725753693,0.9048577213910977,converged,0.9578944141388246,Fun-CIM,0.446,2.200594334946e-4,0.00131966324276593
GPR83,RFS,0.6544630029794808,0.32094467535839677,1.4679142653771342,0.28274160276641236,converged,0.5214698800710544,Fun-CIM,0.343,0.00529315516009714,0.0149221927385717
GPRC5C,RFS,0.7781473229051015,0.3637740458270064,2.018350534213301,0.5775389885737148,converged,0.7761662813771975,Fun-CIM,0.339,0.00490699932287292,0.014070566137724
GPSM2,RFS,3.9880270174505337,1.2135989274658143,19.930983239726494,0.01943877347089229,converged,0.0992718052082465,Dys-CIM,-0.459,2.6570432238298e-4,0.00400356665876878
GPX3,RFS,1.052492703732654,0.4999686611578528,2.434077630460011,0.8998157928018238,converged,0.955952484641086,Fun-CIM,0.642,8.43512643546264e-8,7.24964920669491e-6
GRIA3,RFS,0.6245687878407499,0.24946289146882372,1.4898903226591163,0.28933627818591434,converged,0.5298978544306182,Fun-CIM,0.548,2.54971855155995e-7,1.42593292290802e-5
GRIA4,RFS,0.7457431034958785,0.3071387948465819,1.6062007889067658,0.46987131102849433,converged,0.6957275047959864,Fun-CIM,0.522,4.8806526643016e-6,9.1756905178443e-5
GRIN2D,RFS,0.9406760365950824,0.3709172989567764,2.199995564895951,0.8918898416131398,converged,0.9520816360794719,Fun-CIM,0.373,0.00116609131771022,0.00459500667945293
GRIN3A,RFS,0.8029376035200788,3.5468271987372307e-4,1.5947014625963936,0.6749712698036385,converged,0.8381187700132797,Fun-CIM,0.445,5.01942911886367e-5,4.4215469800516e-4
GRIP2,RFS,1.0626234183747252,0.47199345059624054,2.238154155059486,0.8749057790088913,converged,0.9430747255562877,Fun-CIM,0.371,0.00343859703378136,0.010709832093462
GRM2,RFS,0.8206170970409554,0.3544142241318379,1.786364143612013,0.6190000872024122,converged,0.8025330955229532,Fun-CIM,0.34,0.00272688460714995,0.00891212029880456
GRN,RFS,2.6124354642362344,1.092809181769372,6.54859634441572,0.030603970819072734,converged,0.13128931872987076,Fun-CIM,0.379,0.00295915864787082,0.00949558476309707
GRSF1,RFS,7.7928119645966305,2.1915807520186923,62.12149891848951,6.501627352110129e-4,converged,0.02132194462507313,Dys-CIM,-0.466,4.9169070741104e-4,0.00606278851989962
GSDMB,RFS,0.20476730195064313,0.05154406776695757,0.5752449992312914,0.002045579019654742,converged,0.030593312200476907,Fun-CIM,0.546,5.75154761454139e-7,2.21332240545807e-5
GSG1,RFS,1.3145947553473298,0.6059974248495823,2.783817028185605,0.49078112810791896,converged,0.7063623427870048,Fun-CIM,0.331,0.00615680184224573,0.0169365310193265
GTF2F2,RFS,3.225373897271728,1.2319386109526824,11.40566356368776,0.015479336466916349,converged,0.08490702706482633,Dys-CIM,-0.594,9.66403741141949e-7,9.69126911633449e-5
GTSF1,RFS,0.8618222842268283,0.39229587353304735,2.192035930629647,0.7296659224157789,converged,0.8703299689261356,Fun-CIM,0.491,4.72673923943171e-5,4.2329072670226e-4
GUSBP11,RFS,0.3100568882467918,0.11899433379404287,0.7129191347296929,0.006652786850541825,converged,0.052408390030066185,Fun-CIM,0.546,6.24905921804404e-7,2.30075523312573e-5
GYPE,RFS,1.2275496343259842,0.5448470030796578,2.357707562289628,0.6103006361980143,converged,0.7977539648801935,Fun-CIM,0.34,0.00423043953472116,0.0124909913838564
HAAO,RFS,0.8830131922665649,0.4150558129667064,1.9753436789873882,0.7532634079284272,converged,0.8797974031088334,Fun-CIM,0.53,2.73457570245378e-7,1.47388995488187e-5
HAGHL,RFS,1.7913175426392491,0.8343582056944008,4.0357943388456965,0.13270029137454964,converged,0.3325366015663418,Dys-CIM,-0.395,3.8422768778264e-4,0.00506989231182079
HAPLN3,RFS,0.8699264939724016,0.3831079601103488,1.8693725054617956,0.7240729582339788,converged,0.8679578361999818,Fun-CIM,0.585,4.37161382069942e-6,8.47666582306352e-5
HAVCR2,RFS,1.7130078653907124,0.7158113404637851,4.651983231390098,0.24495186296683413,converged,0.4798594035104251,Fun-CIM,0.414,2.15867128758e-4,0.00129846335405089
HCAR2,RFS,2.070221525051816,0.6959119027047447,5.567553272718145,0.1803004659849753,converged,0.4009384236092318,Fun-CIM,0.403,0.0017018566719224,0.00622773787884146
HCFC2,RFS,0.6227935654055484,0.23628313442727158,1.5294987331059264,0.3089848750356975,converged,0.5486889687384509,Fun-CIM,0.504,4.14567953209841e-7,1.88332298743899e-5
