"Method","Cell_Type","cluster","n_candidates","n_pairs","n_dropped","n_zero_delta","n_nonzero_delta","mean_biopsy","sd_biopsy","mean_surgery","sd_surgery","mean_delta","sd_delta","p_value","note","FDR"
"consensus_tme","Mast cell","C2",11,11,0,0,11,0.110026433617789,0.123157412150382,-0.0316723245430477,0.0789293145778827,-0.141698758160837,0.122086547049217,0.011278190116074,NA,0.0119416130640784
"consensus_tme","Monocyte","C2",11,11,0,0,11,0.196979924822643,0.114403392650641,0.0663989557516375,0.0610479074502993,-0.130580969071005,0.0987516552095868,0.00871925545288926,NA,0.0104631065434671
"consensus_tme","Myeloid dendritic cell","C2",11,11,0,0,11,0.231645802923711,0.116390486667437,0.0933407487228423,0.0673358165035492,-0.138305054200869,0.106946403736214,0.00509932237899739,NA,0.00834434571108664
"consensus_tme","NK cell","C2",11,11,0,0,11,0.0322786050773546,0.110757533889851,-0.110837049871232,0.0940871205912265,-0.143115654948586,0.10797292742714,0.00385729282994253,NA,0.00834434571108664
"consensus_tme","Neutrophil","C2",11,11,0,0,11,0.104291841627489,0.0784473166988402,0.018495860170712,0.0617131270955428,-0.0857959814567766,0.0911884134307146,0.00871925545288926,NA,0.0104631065434671
"consensus_tme","T cell CD4+","C2",11,11,0,0,11,0.171098555905008,0.113820269889862,0.0089644442324372,0.0721568937792198,-0.162134111672571,0.105687718812663,0.00385729282994253,NA,0.00834434571108664
"consensus_tme","T cell CD8+","C2",11,11,0,0,11,0.156509683146624,0.11418020761691,-0.00319419277129106,0.0829343908640907,-0.159703875917916,0.0984855160562371,0.00385729282994253,NA,0.00834434571108664
"consensus_tme","T cell gamma delta","C2",11,11,0,0,11,0.108622392170843,0.124877505167848,-0.0576283273638028,0.0885371978783277,-0.166250719534645,0.117303113653069,0.00509932237899739,NA,0.00834434571108664
"consensus_tme","T cell regulatory (Tregs)","C2",11,11,0,0,11,0.150646543180562,0.136993527522454,-0.0234161105558643,0.0862391867293173,-0.174062653736426,0.124635779566702,0.00509932237899739,NA,0.00834434571108664
"consensus_tme","cytotoxicity score","C2",11,11,0,0,11,0.104455680332559,0.113478430606282,-0.0276056456096623,0.118157400278954,-0.132061325942221,0.123987086097018,0.00385729282994253,NA,0.00834434571108664
"consensus_tme","immune score","C2",11,11,0,0,11,0.166870264634267,0.102803071822571,0.0311674869728498,0.0634429079536001,-0.135702777661417,0.093642960084686,0.00509932237899739,NA,0.00834434571108664
"consensus_tme","B cell","C3",11,11,0,0,11,-0.100256622176346,0.0996464433413083,-0.0126950486483687,0.119123379180373,0.0875615735279774,0.0795840223288279,0.00509932237899739,NA,0.00611918685479687
"consensus_tme","Cancer associated fibroblast","C3",11,11,0,0,11,0.298535941960495,0.106361359515952,0.383494942024725,0.078800662497313,0.08495900006423,0.0939949031674974,0.0144832770523174,NA,0.0153352345259831
"consensus_tme","Endothelial cell","C3",11,11,0,0,11,0.170155431598567,0.103649540466789,0.267227898044592,0.107166905261804,0.0970724664460252,0.12705038348366,0.0366712945648324,NA,0.0366712945648324
"consensus_tme","Eosinophil","C3",11,11,0,0,11,-0.0201649586143456,0.130588314148264,0.170873207017073,0.180083351165388,0.191038165631419,0.132407306939445,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","Macrophage","C3",11,11,0,0,11,0.0888301693074222,0.126035702164691,0.254216033725646,0.176971696848624,0.165385864418224,0.119398486981387,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","Macrophage M1","C3",11,11,0,0,11,0.0389138065286513,0.152761971146693,0.175445848426295,0.191527213828254,0.136532041897644,0.116350754616855,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","Macrophage M2","C3",11,11,0,0,11,0.141176949941541,0.127665117801562,0.315194638198915,0.181384073321473,0.174017688257373,0.122699222659516,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","Mast cell","C3",11,11,0,0,11,-0.0786303899441766,0.131277665767141,0.0652830076977793,0.160326384547604,0.143913397641956,0.119689308209691,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","Monocyte","C3",11,11,0,0,11,0.0412479796609627,0.111086976732507,0.194780793624399,0.157125257615617,0.153532813963437,0.105763818117806,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","Myeloid dendritic cell","C3",11,11,0,0,11,0.0424915987029916,0.12732932541501,0.177665415359885,0.16643143049977,0.135173816656893,0.104723200410683,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","NK cell","C3",11,11,0,0,11,-0.1711105137723,0.134776063152826,-0.0447626313565625,0.197730901142426,0.126347882415737,0.141025842424165,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","Neutrophil","C3",11,11,0,0,11,-0.0523453816413718,0.0999401500953954,0.0687208603412411,0.145362869884039,0.121066241982613,0.089422884032121,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","T cell CD4+","C3",11,11,0,0,11,-0.0212508810484737,0.13308852382277,0.120670744449204,0.186242314093405,0.141921625497677,0.131525029437107,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","T cell CD8+","C3",11,11,0,0,11,-0.0375252131563462,0.130578290240156,0.111605762061494,0.194096295443861,0.14913097521784,0.137889956599569,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","T cell gamma delta","C3",11,11,0,0,11,-0.118847004692078,0.148258592054659,0.0166609775950255,0.209896378832958,0.135507982287103,0.137958867359858,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","T cell regulatory (Tregs)","C3",11,11,0,0,11,-0.0536002063984052,0.158887835133723,0.105535131739782,0.205913101655237,0.159135338138187,0.135971572952024,0.00385729282994253,NA,0.0049593764956404
"consensus_tme","cytotoxicity score","C3",11,11,0,0,11,-0.140684417169915,0.140314361241081,-0.00259218718166596,0.20784262687076,0.138092229988249,0.151936256400576,0.00669228378824031,NA,0.00752881926177035
"consensus_tme","immune score","C3",11,11,0,0,11,-0.00818278736002198,0.114572666767458,0.122958497898459,0.158499822878506,0.131141285258481,0.10400547532291,0.00385729282994253,NA,0.0049593764956404
"epic","B cell","C1",14,14,0,0,14,0.00778248680392725,0.0111283930483394,0.00257101060987408,0.00394662005472985,-0.00521147619405317,0.0110800289667343,0.102639775576908,NA,0.205279551153816
"epic","Cancer associated fibroblast","C1",14,14,0,0,14,0.290430927153363,0.322776351504643,0.471990423194827,0.355457168189731,0.181559496041465,0.220949120766259,0.00837384906674997,NA,0.0334953962669999
"epic","Endothelial cell","C1",14,14,0,0,14,0.0423211677843284,0.0434395424555281,0.0838232189528211,0.140481520987281,0.0415020511684927,0.135967140230846,0.615518503675301,NA,0.801732212656982
